gewest;drg_36;drg_beschrijving;mdc_36;soort_drg;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;711;711 Postoperatieve, posttraumatische en andere infecties van hulpmiddel met operatiezaal procedures;18;Chirurgisch;1 135;396
Vlaams Gewest;720;720 Septicemie en gedissimineerde infecties;18;Medisch;7 036;14
Vlaams Gewest;721;721 Postoperatieve, posttraumatische en andere infecties van hulpmiddel;18;Medisch;2 556;218
Vlaams Gewest;722;722 Koorts;18;Medisch;2 430;16
Vlaams Gewest;723;723 Virale ziekte;18;Medisch;4 183;29
Vlaams Gewest;724;724 Andere infectieuze en parasitaire ziekten;18;Medisch;1 994;166
Vlaams Gewest;740;740 Diagnose van mentale ziekte met operatiezaal procedure;19;Chirurgisch;506;62
Vlaams Gewest;750;750 Schizofrenie;19;Medisch;97;32
Vlaams Gewest;751;751 Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;19;Medisch;930;467
Vlaams Gewest;752;752 Persoonlijkheidsstoornissen en impulscontrolestoornissen;19;Medisch;78;< 5
Vlaams Gewest;753;753 Bipolaire stoornissen;19;Medisch;410;777
Vlaams Gewest;754;754 Depressie, behalve majeure depressieve stoornis;19;Medisch;876;37
Vlaams Gewest;755;755 Aanpassingstoornis en neuroses, behalve depressieve diagnosen;19;Medisch;1 126;59
Vlaams Gewest;756;756 Toestanden van acute angst en delirium;19;Medisch;1 668;55
Vlaams Gewest;757;757 Organische stoornissen van geestelijke gezondheid;19;Medisch;598;192
Vlaams Gewest;758;758 Gedragsstoornissen;19;Medisch;144;8
Vlaams Gewest;759;759 Eetstoornissen;19;Medisch;409;6
Vlaams Gewest;760;760 Andere stoornissen van mentale gezondheid;19;Medisch;2 105;317
Vlaams Gewest;770;770 Misbruik en afhankelijkheid van alcohol en drugs, ontslag tegen medisch advies;20;Medisch;226;< 5
Vlaams Gewest;772;772 Afhankelijkheid van alcohol en drugs met revalidatie of revalidatie-/detoxificatietherapie;20;Medisch;343;57
Vlaams Gewest;773;773 Misbruik en afhankelijkheid van opiaten;20;Medisch;193;< 5
Vlaams Gewest;774;774 Misbruik en afhankelijkheid van cocaïne;20;Medisch;279;< 5
Vlaams Gewest;775;775 Misbruik en afhankelijkheid van alcohol;20;Medisch;3 435;21
Vlaams Gewest;776;776 Misbruik en afhankelijkheid van andere drugs;20;Medisch;355;5
Vlaams Gewest;792;792 Extensieve operatiezaal procedures voor andere complicaties van behandeling;21;Chirurgisch;650;195
Vlaams Gewest;793;793 Matig extensieve operatiezaal procedures voor andere complicaties van behandeling;21;Chirurgisch;1 429;594
Vlaams Gewest;794;794 Niet extensieve operatiezaal procedures voor andere complicaties van behandeling;21;Chirurgisch;479;551
Vlaams Gewest;810;810 Hemorragie of hematoom door complicatie;21;Medisch;1 150;80
Vlaams Gewest;811;811 Allergische reacties;21;Medisch;757;< 5
Vlaams Gewest;812;812 Vergiftiging door geneesmiddellen;21;Medisch;2 121;19
Vlaams Gewest;813;813 Andere complicaties van behandeling;21;Medisch;1 807;952
Vlaams Gewest;815;815 Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Medisch;994;39
Vlaams Gewest;816;816 Toxische effecten van niet-medische substanties;21;Medisch;643;13
Vlaams Gewest;817;817 Overdosis;21;Medisch;2 101;5
Vlaams Gewest;841;841 Extensieve derdegraadsbrandwonden met huidgreffe;22;Chirurgisch;7;0
Vlaams Gewest;842;842 Brandwonden met huidgreffe behalve extensieve derdegraadsbrandwonden;22;Chirurgisch;91;29
Vlaams Gewest;843;843 Extensieve derde graad of ¿'full thickness¿' brandwonden zonder huidgreffe;22;Medisch;5;0
Vlaams Gewest;844;844 ¿'Partial thickness¿' brandwonden zonder huidgreffe;22;Medisch;345;29
Vlaams Gewest;850;850 Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Chirurgisch;4 829;22 399
Vlaams Gewest;860;860 Revalidatie;23;Medisch;2 533;16
Vlaams Gewest;861;861 Tekens, symptomen en andere factoren met invloed op gezondheidstoestand;23;Medisch;13 737;250 919
Vlaams Gewest;862;862 Andere nazorg en convalescentie;23;Medisch;6 679;47 773
Vlaams Gewest;863;863 Neonatale nazorg;23;Medisch;577;< 5
Vlaams Gewest;890;890 HIV met multipele majeure HIV gerelateerde aandoeningen;24;Medisch;52;< 5
Vlaams Gewest;892;892 HIV met majeure HIV gerelateerde aandoeningen;24;Medisch;97;11
Vlaams Gewest;893;893 HIV met multipele significante HIV gerelateerde aandoeningen;24;Medisch;11;< 5
Vlaams Gewest;894;894 HIV met één significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;Medisch;100;47
Vlaams Gewest;910;910 Craniotomie voor multipele significante traumata;25;Chirurgisch;102;< 5
Vlaams Gewest;911;911 Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Chirurgisch;97;< 5
Vlaams Gewest;912;912 Musculoskeletale en andere procedures voor multipele significante traumata;25;Chirurgisch;734;< 5
Vlaams Gewest;930;930 Multipele significante traumata zonder operatiezaal procedures;25;Medisch;811;10
Vlaams Gewest;950;950 Extensieve procedure zonder verband met hoofddiagnose;00;Chirurgisch;2 040;629
Vlaams Gewest;951;951 Matig uitgebreide procedure zonder verband met hoofddiagnose;00;Chirurgisch;3 341;1 531
Vlaams Gewest;952;952 Niet-extensieve procedure zonder verband met hoofddiagnose;00;Chirurgisch;1 950;1 483
Vlaams Gewest;955;955 Hoofddiagnose niet geldig als ontslagdiagnose;00;Andere;7;< 5
Vlaams Gewest;956;956 Niet te groeperen verblijf;00;Andere;10;31
Vlaams Gewest;MMM;MMM Daghospitalisatie;SS;Andere;0;6 883
Waals Gewest;001;001 Lever- en/of darmtransplantatie;PP;Chirurgisch;91;0
Waals Gewest;002;002 Hart- en/of longtransplantatie;PP;Chirurgisch;38;0
Waals Gewest;004;004 ECMO of tracheostomie met langdurige mechanische ventilatie met extensieve procedure;PP;Chirurgisch;243;0
Waals Gewest;005;005 Tracheostomie met langdurige mechanische ventilatie zonder extensieve procedure;PP;Chirurgisch;421;0
Waals Gewest;006;006 Pancreastransplantatie;PP;Chirurgisch;< 5;0
Waals Gewest;007;007 Allogene beenmergtransplantatie;PP;Chirurgisch;123;7
Waals Gewest;008;008 Autologe beenmergtransplantatie;PP;Chirurgisch;161;0
Waals Gewest;009;009 Extracorporele membraanoxygenatie (ECMO);PP;Chirurgisch;46;0
Waals Gewest;010;010 Hoofdtrauma met diepe coma;PP;Medisch;17;0
Waals Gewest;020;020 Craniotomie voor trauma;01;Chirurgisch;218;0
Waals Gewest;021;021 Craniotomie behalve voor trauma;01;Chirurgisch;1 590;5
Waals Gewest;022;022 Procedures op ventriculaire shunt;01;Chirurgisch;120;0
Waals Gewest;023;023 Spinale procedures;01;Chirurgisch;283;12
Waals Gewest;024;024 Extracraniële vasculaire procedures;01;Chirurgisch;1 903;18
Waals Gewest;026;026 Andere procedures op zenuwstelsel en gerelateerde procedures;01;Chirurgisch;841;13 319
Waals Gewest;040;040 Spinale stoornissen en letsels;01;Medisch;168;44
Waals Gewest;041;041 Maligne aandoening van zenuwstelsel;01;Medisch;784;140
Waals Gewest;042;042 Degeneratieve stoornissen van zenuwstelsel met uitzondering van multipele sclerose;01;Medisch;3 820;105
Waals Gewest;043;043 Multipele sclerose en andere demyeliniserende ziekten;01;Medisch;726;165
Waals Gewest;044;044 Intracraniële hemorragie;01;Medisch;1 075;19
Waals Gewest;045;045 CVA en precerebrale occlusie met infarct;01;Medisch;4 517;39
Waals Gewest;046;046 Niet gespecifieerde CVA en precerebrale occlusie zonder infarct;01;Medisch;228;88
Waals Gewest;047;047 Transitoire cerebrale ischemie (TIA);01;Medisch;1 919;32
Waals Gewest;048;048 Stoornissen van perifere, craniale en autonome zenuwen;01;Medisch;1 084;1 449
Waals Gewest;049;049 Bacteriële en tuberculeuze infecties van zenuwstelsel;01;Medisch;196;< 5
Waals Gewest;050;050 Niet bacteriële infecties van zenuwstelsel behalve virale meningitis;01;Medisch;277;13
Waals Gewest;051;051 Virale meningitis;01;Medisch;168;0
Waals Gewest;052;052 Wijziging in bewustzijn;01;Medisch;615;10
Waals Gewest;053;053 Epileptisch insult;01;Medisch;5 201;106
Waals Gewest;054;054 Migraine en andere hoofdpijn;01;Medisch;1 252;123
Waals Gewest;055;055 Hoofdtrauma met coma > 1 uur of met hemorragie;01;Medisch;1 101;< 5
Waals Gewest;056;056 Cerebrale contusie/laceratie en gecompliceerde schedelbreuk, met coma < 1 uur of zonder coma;01;Medisch;83;< 5
Waals Gewest;057;057 Hersenschud., gesl. schedelbreuk niet aanders gespec., niet gecompl. intracran. letsel, coma < 1u of geen coma;01;Medisch;1 855;8
Waals Gewest;058;058 Andere stoornissen van zenuwstelsel;01;Medisch;6 901;624
Waals Gewest;059;059 Anoxische en andere ernstige hersenschade;01;Medisch;71;11
Waals Gewest;073;073 Procedures op oog en orbita;02;Chirurgisch;2 973;46 143
Waals Gewest;082;082 Ooginfecties en andere stoornissen van oog;02;Medisch;1 027;837
Waals Gewest;089;089 Majeure procedures op aangezichts- en schedelbeenderen;03;Chirurgisch;359;2 377
Waals Gewest;091;091 Andere majeure procedures op hoofd en hals;03;Chirurgisch;274;31
Waals Gewest;092;092 Procedures op aangezichtsbeenderen, behalve maj. proc. op aangezichts-/schedelbeenderen;03;Chirurgisch;1 551;2 552
Waals Gewest;095;095 Palatoplastie en herstel van hazenlip;03;Chirurgisch;55;7
Waals Gewest;097;097 Procedures op tonsillen en adenoïden;03;Chirurgisch;1 265;8 543
Waals Gewest;098;098 Andere procedures op oren, neus, mond en keel;03;Chirurgisch;4 655;6 440
Waals Gewest;110;110 Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;03;Medisch;711;656
Waals Gewest;111;111 Vertigo en andere labyrinthstoornissen;03;Medisch;1 034;85
Waals Gewest;113;113 Infecties bovenste luchtwegen;03;Medisch;3 986;408
Waals Gewest;114;114 Dentale en orale ziekten en aandoeningen;03;Medisch;569;23 626
Waals Gewest;115;115 Andere diagnoses van oren, neus, mond, keel en schedel/aangezicht;03;Medisch;24 154;2 899
Waals Gewest;120;120 Majeure thoracale en respiratoire procedures;04;Chirurgisch;538;< 5
Waals Gewest;121;121 Andere respiratoire en thoracale procedures;04;Chirurgisch;1 623;199
Waals Gewest;130;130 Diagnose van respiratoire stelsel met kunstmatige beademing 96+uur;04;Medisch;1 312;0
Waals Gewest;131;131 Mucoviscidose (cystic fibrosis) - longziekte;04;Medisch;172;7
Waals Gewest;132;132 Bronchopulmonale dysplasie en andere chron. resp. ziekten ontstaan in perinatale periode;04;Medisch;21;0
Waals Gewest;133;133 Respiratoire insufficiëntie;04;Medisch;2 645;10
Waals Gewest;134;134 Longembolie;04;Medisch;2 212;< 5
Waals Gewest;135;135 Majeur thoracaal en respiratoir trauma;04;Medisch;944;5
Waals Gewest;136;136 Maligne respiratoire aandoening;04;Medisch;2 512;1 675
Waals Gewest;137;137 Majeure respiratoire infecties en inflammaties;04;Medisch;2 898;55
Waals Gewest;138;138 Bronchiolitis en RSV pneumonie;04;Medisch;4 091;< 5
Waals Gewest;139;139 Andere pneumonie;04;Medisch;14 773;52
Waals Gewest;140;140 Chronische obstructieve longaandoening;04;Medisch;8 088;208
Waals Gewest;141;141 Astma;04;Medisch;1 159;25
Waals Gewest;142;142 Interstitiële en alveolaire longziekte;04;Medisch;736;140
Waals Gewest;143;143 Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;04;Medisch;2 052;496
Waals Gewest;144;144 Respiratoire tekens, symptomen en mineure diagnosen;04;Medisch;3 599;882
Waals Gewest;145;145 Acute bronchitis en gerelateerde symptomen;04;Medisch;2 227;350
Waals Gewest;160;160 Majeur cardiothoracaal herstel van hartanomalie;05;Chirurgisch;27;0
Waals Gewest;161;161 Implantatie van hartdefibrillator en hartassistentiesyteem;05;Chirurgisch;587;9
Waals Gewest;162;162 Procedures op hartkleppen met AMI of complexe hoofddiagnose;05;Chirurgisch;143;0
Waals Gewest;163;163 Procedures op hartkleppen zonder AMI of complexe hoofddiagnose;05;Chirurgisch;1 293;< 5
Waals Gewest;165;165 Coronaire overbrugging met AMI of complexe hoofddiagnose;05;Chirurgisch;325;0
Waals Gewest;166;166 Coronaire overbrugging zonder AMI of complexe hoofddiagnose;05;Chirurgisch;1 381;< 5
Waals Gewest;167;167 Andere cardiothoracale procedures en thoracovasculaire procedures;05;Chirurgisch;752;54
Waals Gewest;169;169 Majeure abdominale vasculaire procedures;05;Chirurgisch;957;8
Waals Gewest;170;170 Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;05;Chirurgisch;25;0
Waals Gewest;171;171 Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;05;Chirurgisch;2 630;< 5
Waals Gewest;174;174 Percutane coronaire procedures met AMI;05;Chirurgisch;3 309;94
Waals Gewest;175;175 Percutane coronaire procedures zonder AMI;05;Chirurgisch;10 568;331
Waals Gewest;176;176 Vervangen van pacemaker of defibrillator;05;Chirurgisch;750;155
Waals Gewest;177;177 Revisie van pacemaker of defibrillator behalve vervanging van hulpmiddel;05;Chirurgisch;234;< 5
Waals Gewest;180;180 Andere procedures op circulatoir systeem;05;Chirurgisch;643;4 077
Waals Gewest;181;181 Procedures op arteries van onderste ledematen;05;Chirurgisch;5 454;303
Waals Gewest;182;182 Andere perifere vasculaire procedures;05;Chirurgisch;1 349;1 274
Waals Gewest;190;190 Acuut myocardinfarct;05;Medisch;2 134;148
Waals Gewest;191;191 Hartkatheterisatie voor coronaire ziekten;05;Medisch;3 734;4 205
Waals Gewest;192;192 Hartkatheterisatie voor andere niet-coronaire aandoeningen;05;Medisch;3 767;1 966
Waals Gewest;193;193 Acute en subacute endocarditis;05;Medisch;106;0
Waals Gewest;194;194 Hartfalen;05;Medisch;7 862;31
Waals Gewest;196;196 Hartstilstand en shock;05;Medisch;494;12
Waals Gewest;197;197 Perifere en andere vasculaire stoornissen;05;Medisch;1 746;633
Waals Gewest;198;198 Angina pectoris en coronaire atherosclerose;05;Medisch;1 010;33
Waals Gewest;199;199 Hypertensie;05;Medisch;729;36
Waals Gewest;200;200 Structurele hartaandoeningen en kleplijden;05;Medisch;316;40
Waals Gewest;201;201 Hartaritmie en geleidingsstoornissen;05;Medisch;4 804;1 649
Waals Gewest;203;203 Thoracale pijn;05;Medisch;830;96
Waals Gewest;204;204 Syncope en collaps;05;Medisch;2 206;72
Waals Gewest;205;205 Cardiomyopathie;05;Medisch;124;8
Waals Gewest;206;206 Dysfunctie, reactie op en compl. op cardiaal of vasc. hulpmiddel of procedure;05;Medisch;410;200
Waals Gewest;207;207 Andere diagnosen van het circulatoir systeem;05;Medisch;1 559;149
Waals Gewest;220;220 Majeure procedures op oesofagus, maag en duodenum;06;Chirurgisch;1 285;14
Waals Gewest;222;222 Andere procedures op oesofagus, maag, duodenum;06;Chirurgisch;435;105
Waals Gewest;223;223 Andere procedures op dunne en dikke darm;06;Chirurgisch;553;451
Waals Gewest;224;224 Peritoneale adhesiolyse;06;Chirurgisch;578;29
Waals Gewest;226;226 Procedures op anus;06;Chirurgisch;1 770;2 612
Waals Gewest;227;227 Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;06;Chirurgisch;3 024;948
Waals Gewest;228;228 Procedures voor hernia inguinalis, femoralis en umbilicalis;06;Chirurgisch;5 169;3 294
Waals Gewest;229;229 Andere procedures op spijsverteringsstelsel en abdomen;06;Chirurgisch;929;242
Waals Gewest;230;230 Majeure procedures op dunne darm;06;Chirurgisch;2 339;12
Waals Gewest;231;231 Majeure procedures op dikke darm;06;Chirurgisch;3 281;93
Waals Gewest;232;232 Fundoplicatie van maag;06;Chirurgisch;605;< 5
Waals Gewest;233;233 Appendectomie met complexe hoofddiagnose;06;Chirurgisch;969;< 5
Waals Gewest;234;234 Appendectomie zonder complexe hoofddiagnose;06;Chirurgisch;2 974;58
Waals Gewest;240;240 Maligne aandoeningen van spijsverteringsstelsel;06;Medisch;2 037;2 687
Waals Gewest;241;241 Peptisch ulcus en gastritis;06;Medisch;1 859;7 608
Waals Gewest;242;242 Majeure slokdarmstoorinissen;06;Medisch;330;250
Waals Gewest;243;243 Andere slokdarmstoornissen;06;Medisch;1 757;9 510
Waals Gewest;244;244 Diverticulitis en diverticulosis;06;Medisch;2 959;5 998
Waals Gewest;245;245 Inflammatoire darmziekten;06;Medisch;1 107;3 292
Waals Gewest;246;246 Gastro-intestinale vasculaire insufficientie;06;Medisch;393;27
Waals Gewest;247;247 Intestinale obstructie;06;Medisch;2 595;74
Waals Gewest;248;248 Majeure gastro-intestinale en peritoneale infecties;06;Medisch;1 254;33
Waals Gewest;249;249 Andere gastro-enteritis, misselijkheid en braken;06;Medisch;6 605;2 874
Waals Gewest;251;251 Abdominale pijn;06;Medisch;1 447;2 882
Waals Gewest;252;252 Dysfunctie, reactie op en complic, van gastro-intestinaal hulpmiddel of procedure;06;Medisch;1 204;475
Waals Gewest;253;253 Andere en niet gespecificeerde gastro-intestinale hemorragie;06;Medisch;866;816
Waals Gewest;254;254 Andere diagnosen van spijsverteringsstelsel;06;Medisch;6 483;30 102
Waals Gewest;260;260 Majeure pancreas-, lever- en shuntprocedures;07;Chirurgisch;658;23
Waals Gewest;261;261 Majeure procedures op galwegen;07;Chirurgisch;112;< 5
Waals Gewest;263;263 Cholecystectomie;07;Chirurgisch;7 215;743
Waals Gewest;264;264 Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;07;Chirurgisch;514;136
Waals Gewest;279;279 Hepatisch coma en andere majeure acute leverstoornissen;07;Medisch;461;9
Waals Gewest;280;280 Alcoholische leverziekte;07;Medisch;1 907;207
Waals Gewest;281;281 Maligne aandoening van hepatobiliair stelsel en pancreas;07;Medisch;1 763;1 271
Waals Gewest;282;282 Stoornissen van pancreas behalve maligne aandoeningen;07;Medisch;2 899;783
Waals Gewest;283;283 Andere leverstoornissen;07;Medisch;946;425
Waals Gewest;284;284 Stoornissen van galblaas en galwegen;07;Medisch;3 850;561
Waals Gewest;301;301 Vervanging van heupgewricht;08;Chirurgisch;10 025;12
Waals Gewest;302;302 Vervanging van kniegewricht;08;Chirurgisch;7 722;7
Waals Gewest;303;303 Dorsale en lumbale arthrodese bij wervelkolomafwijkingen;08;Chirurgisch;149;0
Waals Gewest;304;304 Dorsale en lumbale arthrodese behalve bij wervelkolomafwijkingen;08;Chirurgisch;2 110;< 5
Waals Gewest;305;305 Amputatie van onderste lidmaat behalve tenen;08;Chirurgisch;539;5
Waals Gewest;308;308 Herstellen fractuur van heup en femur;08;Chirurgisch;3 526;5
Waals Gewest;309;309 Andere significante chirurgie op heup en femur;08;Chirurgisch;995;325
Waals Gewest;310;310 Excisie en decompressie van discus intervertebralis;08;Chirurgisch;4 942;24
Waals Gewest;312;312 Huidgreffe, behalve van hand, voor musculoskeletale en bindweefseldiagnosen;08;Chirurgisch;197;257
Waals Gewest;313;313 Procedures op knie en onderbeen, behalve op voet;08;Chirurgisch;5 659;7 249
Waals Gewest;314;314 Procedures op voet en tenen;08;Chirurgisch;3 584;2 147
Waals Gewest;315;315 Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;08;Chirurgisch;7 561;4 258
Waals Gewest;316;316 Procedures op hand en pols;08;Chirurgisch;1 196;12 184
Waals Gewest;317;317 Procedures op pees, spier en andere weke weefsels;08;Chirurgisch;2 412;2 737
Waals Gewest;320;320 Andere procedures op musculoskeletaal stelsel en bindweefsel;08;Chirurgisch;3 218;3 052
Waals Gewest;321;321 Cervicale artrodese en andere procedures op nek/rug, behalve exc./decompr. Wervel;08;Chirurgisch;1 824;8
Waals Gewest;322;322 Vervanging van schouder en elleboog gewricht;08;Chirurgisch;1 620;6
Waals Gewest;340;340 Femurfractuur;08;Medisch;456;< 5
Waals Gewest;341;341 Fractuur van bekken of luxatie van heup;08;Medisch;883;< 5
Waals Gewest;342;342 Fracturen of luxatie, behalve van femur, heup en bekken;08;Medisch;2 278;905
Waals Gewest;343;343 Maligne aandoeningen van musculoskeletaal stelsel en pathologische fracturen hierdoor.;08;Medisch;574;344
Waals Gewest;344;344 Osteomyelitis, septische arthritis en andere musculoskeletale infecties;08;Medisch;628;61
Waals Gewest;346;346 Stoornissen van bindweefsel;08;Medisch;848;562
Waals Gewest;347;347 Andere stoornissen, breuken en letsels van rug en van nek;08;Medisch;3 836;19 779
Waals Gewest;349;349 Dysfunctie, reactie op en compl. van orthopedisch hulpmiddel of procedure;08;Medisch;824;160
Waals Gewest;351;351 Andere diagnosen van musculoskeletaal stelsel en bindweefsel;08;Medisch;3 245;3 678
Waals Gewest;361;361 Huidgreffe voor diagnosen van huid en subcutaan weefsel;09;Chirurgisch;1 427;3 145
Waals Gewest;362;362 Mastectomie procedures;09;Chirurgisch;1 758;200
Waals Gewest;363;363 Procedures op borst, behalve mastectomie;09;Chirurgisch;5 206;1 634
Waals Gewest;364;364 Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;09;Chirurgisch;2 133;2 104
Waals Gewest;380;380 Huidulcera;09;Medisch;592;20
Waals Gewest;381;381 Majeure aandoeningen van huid;09;Medisch;213;171
Waals Gewest;382;382 Maligne aandoeningen van mamma;09;Medisch;300;1 116
Waals Gewest;383;383 Cellulitis en andere huidinfecties;09;Medisch;3 473;908
Waals Gewest;384;384 Contusie, open wonde en andere traumata van huid en van subcutaan weefsel;09;Medisch;1 896;846
Waals Gewest;385;385 Andere aandoeningen van huid, subcutaan weefsel en mamma;09;Medisch;1 706;6 821
Waals Gewest;401;401 Procedures op bijnieren en hypofyse;10;Chirurgisch;94;< 5
Waals Gewest;403;403 Procedures voor obesitas;10;Chirurgisch;5 297;15
Waals Gewest;404;404 Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;2 594;14
Waals Gewest;405;405 Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;91;5
Waals Gewest;420;420 Diabetes;10;Medisch;2 602;21
Waals Gewest;421;421 Malnutritie, ¿'failure to thrive¿' en andere nutritionele stoornissen;10;Medisch;2 081;733
Waals Gewest;422;422 Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;908;< 5
Waals Gewest;423;423 Congenitale afwijkingen van metabolisme;10;Medisch;171;94
Waals Gewest;424;424 Andere endocriene stoornissen;10;Medisch;429;92
Waals Gewest;425;425 Andere niet-hypovolemische elektrolytenstoornissen;10;Medisch;683;6
Waals Gewest;426;426 Niet-hypovolemische stoornissen van natriumhuishouding;10;Medisch;1 342;< 5
Waals Gewest;427;427 Schildklierstoornissen;10;Medisch;346;16
Waals Gewest;440;440 Niertransplantatie;11;Chirurgisch;102;0
Waals Gewest;441;441 Majeure procedures op blaas;11;Chirurgisch;393;< 5
Waals Gewest;442;442 Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;702;13
Waals Gewest;443;443 Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;3 761;1 037
Waals Gewest;444;444 Procedure voor plaatsen van hulpmiddel voor toegangsweg voor nierdialyse et vaatherstel;11;Chirurgisch;325;188
Waals Gewest;445;445 Andere procedures op blaas;11;Chirurgisch;707;227
Waals Gewest;446;446 Transurethrale en urethrale procedures;11;Chirurgisch;4 062;990
Waals Gewest;447;447 Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;123;20
Waals Gewest;461;461 Maligne aandoening van nier en urinewegen;11;Medisch;669;837
Waals Gewest;462;462 Nefritis en nefrose;11;Medisch;245;91
Waals Gewest;463;463 Infecties van nier en urinewegen;11;Medisch;7 856;317
Waals Gewest;465;465 Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;2 880;2 806
Waals Gewest;466;466 Dysfunctie, reactie op en compl. van urogenitaal hulpmiddel of procedure;11;Medisch;955;199
Waals Gewest;468;468 Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;3 183;8 253
Waals Gewest;469;469 Acuut niertrauma;11;Medisch;1 074;7
Waals Gewest;470;470 Chronische nierziekte;11;Medisch;877;326
Waals Gewest;480;480 Majeure procedures op mannelijk bekken;12;Chirurgisch;1 121;< 5
Waals Gewest;482;482 Transurethrale prostatectomie;12;Chirurgisch;2 443;14
Waals Gewest;483;483 Procedures op penis, testes en scrotum;12;Chirurgisch;1 284;2 400
Waals Gewest;484;484 Andere procedures op mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;757;80
Waals Gewest;500;500 Maligne aandoening van mannelijk voortplantingsstelsel;12;Medisch;304;1 109
Waals Gewest;501;501 Diagnosen van mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;1 471;9 089
Waals Gewest;510;510 Evisceratie van bekken, radicale hysterectomie en andere radicale gyneco. procedures;13;Chirurgisch;233;0
Waals Gewest;511;511 Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;251;11
Waals Gewest;512;512 Procedures op uterus/adnexen voor maligne aandoening behalve van ovaria en adnexen;13;Chirurgisch;323;53
Waals Gewest;513;513 Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;5 019;3 003
Waals Gewest;514;514 Reconstructieve procedures op vrouwelijk voortplantingsstelsel;13;Chirurgisch;728;38
Waals Gewest;517;517 Dilatatie en curettage voor niet-verloskundige diagnoses;13;Chirurgisch;168;1 497
Waals Gewest;518;518 Andere procedures op vrouwelijk voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;543;845
Waals Gewest;519;519 Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;1 307;340
Waals Gewest;530;530 Maligne aandoening van vrouwelijk voortplantingsstelsel;13;Medisch;395;384
Waals Gewest;531;531 Infecties van vrouwelijk voortplantingsstelsel;13;Medisch;267;144
Waals Gewest;532;532 Menstruatiestoornissen en andere stoornissen van vrouwelijk voortplantingsstelsel;13;Medisch;649;3 091
Waals Gewest;540;540 Bevalling met sectio caesarea;14;Chirurgisch;8 083;36
Waals Gewest;541;541 Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1 129;37
Waals Gewest;542;542 Vaginale bevalling met gecompl. procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;399;< 5
Waals Gewest;544;544 Dilatatie en curettage, curettage via aspiratie of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;470;2 306
Waals Gewest;545;545 Procedure voor ectopische zwangerschap;14;Chirurgisch;530;32
Waals Gewest;546;546 Andere operatiezaal procedures voor verloskundige diagnoses behalve bevalling;14;Chirurgisch;177;138
Waals Gewest;560;560 Vaginale bevalling;14;Medisch;25 874;737
Waals Gewest;561;561 Diagnosen in postpartum en post abortus, zonder procedure;14;Medisch;495;33
Waals Gewest;563;563 Vroegtijdige arbeid;14;Medisch;1 408;< 5
Waals Gewest;564;564 Abortus, zonder dilatatie en curettage, curettagevia aspiratie of hysterotomie;14;Medisch;268;109
Waals Gewest;565;565 Valse arbeid;14;Medisch;324;7
Waals Gewest;566;566 Andere diagnosen in antepartum;14;Medisch;3 564;715
Waals Gewest;580;580 Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;42;< 5
Waals Gewest;581;581 Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;16;< 5
Waals Gewest;583;583 Pasgeborene, met ECMO;15;Chirurgisch;< 5;0
Waals Gewest;588;588 Pasgeborene, geboortegewicht < 1500g, met majeure procedure;15;Chirurgisch;17;0
Waals Gewest;589;589 Pasgeborene, geboortegewicht < 500g, of geboortegew. 500-999g en zw.duur < 24 weken, of geboortegew. 500-749g met majeure anomalie of zonder levensreddende interventie;15;Medisch;8;0
