drg_34;libellé_drg;mdc_34;libellé_mdc;type_de_diagnostic;hospitalisation_classique;hospitalisation_de_jour
750;Schizophrénie;19;Troubles mentaux;Médical;583;49
751;Troubles dépressifs majeurs et psychoses autres ou non spécifiées;19;Troubles mentaux;Médical;2606;785
752;Troubles de la personnalité et du contrôle des impulsions;19;Troubles mentaux;Médical;404;< 5
753;Troubles bipolaires;19;Troubles mentaux;Médical;1409;556
754;Dépression, excepté trouble dépressif majeur;19;Troubles mentaux;Médical;2410;101
755;Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Troubles mentaux;Médical;2452;102
756;États d'anxiété et de délire aigus;19;Troubles mentaux;Médical;4372;21
757;Troubles organiques de la santé mentale;19;Troubles mentaux;Médical;4851;209
758;Troubles comportementaux;19;Troubles mentaux;Médical;598;21
759;Troubles de la nutrition;19;Troubles mentaux;Médical;295;5
760;Autres troubles de la santé mentale;19;Troubles mentaux;Médical;4937;439
770;Abus d'alcool et de drogues avec dépendance, sortie contre avis médical;20;Alcoolisme et usage de drogue;Médical;594;< 5
772;Dépendance à l'alcool et aux drogues avec revalidation ou revalidation et désintoxication;20;Alcoolisme et usage de drogue;Médical;1755;11
773;Abus d'opiacés et dépendance;20;Alcoolisme et usage de drogue;Médical;617;< 5
774;Abus de cocaïne et dépendance;20;Alcoolisme et usage de drogue;Médical;577;< 5
775;Abus d'alcool et dépendance;20;Alcoolisme et usage de drogue;Médical;8726;44
776;Abus d'autres drogues et dépendance;20;Alcoolisme et usage de drogue;Médical;1014;8
791;Procédures opératoires pour autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;4561;1707
811;Réactions allergiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;1507;< 5
812;Empoisonnement par agents médicamenteux;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;11063;33
813;Autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;5404;1318
815;Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;2388;108
816;Effets toxiques de substances non médicamenteuses;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;1854;25
841;Brûlures extensives du troisième degré avec greffe de peau;22;Brûlures;Chirurgical;21;0
842;Brûlures avec greffe de peau excepté brûlures extensives du troisième degré;22;Brûlures;Chirurgical;276;72
843;Brûlures extensives du troisième degré ou de « l'épaisseur totale » sans greffe de peau;22;Brûlures;Médical;22;< 5
844;Brûlures de « l'épaisseur partielle » sans greffe de peau;22;Brûlures;Médical;716;53
850;Procédure avec diagnostic de rééducation, suites de soins ou autre contact avec les services de santé;23;Facteurs influençant la santé;Chirurgical;10046;38696
860;Rééducation;23;Facteurs influençant la santé;Médical;11376;12
861;Signes, symptômes et autres facteurs influençant l'état de santé;23;Facteurs influençant la santé;Médical;33868;287104
862;Autre suivi de soins et convalescence;23;Facteurs influençant la santé;Médical;16806;68515
863;Suivi de soins néonatal;23;Facteurs influençant la santé;Médical;945;10
890;HIV avec affections majeures multiples en rapport avec le HIV;24;Infections HIV;Médical;156;< 5
892;HIV avec une affection majeure en rapport avec le HIV;24;Infections HIV;Médical;309;40
893;HIV avec affections significatives multiples en rapport avec le HIV;24;Infections HIV;Médical;57;< 5
894;HIV avec une seule ou aucune affection significative en rapport avec le HIV;24;Infections HIV;Médical;368;82
910;Craniotomie pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;177;0
911;Procédure abdominale ou thoracique extensive pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;196;0
912;Procédures musculo-squelettiques et autres pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;1372;5
930;Polytraumatisme significatif sans procédure opératoire;25;Traumatismes multiples;Médical;1413;17
950;Procédure extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;4681;1507
951;Procédure modérément étendue sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;12783;3381
952;Procédure non extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;5129;3102
955;Diagnostic principal non valable comme diagnostic de sortie;0;Groupe résiduel;Autre;38;9
956;Séjour non groupable;0;Groupe résiduel;Autre;99;36
AAA;Psychiatrie (A, K, T);SS;DRG spéciaux;Autre;0;0
DDD;Enregistrement provisoire;SS;DRG spéciaux;Autre;0;0
MMM;Hospitalisation de jour;SS;DRG spéciaux;Autre;0;7374
UAA;Service d'urgence en psychiatrie;SS;DRG spéciaux;Autre;0;0
UUU;Service d'urgence;SS;DRG spéciaux;Autre;0;0
XXX;Diagnostic factice;SS;DRG spéciaux;Autre;0;0
Total;;;;;1836284;2130568
