drg_34;libellé_drg;mdc_34;libellé_mdc;type_de_diagnostic;hospitalisation_classique;hospitalisation_de_jour
720;Septicémie et infections disséminées;18;Maladies infectieuses et parasitaires;Médical;13.465;15
721;Infections post-opératoires, post-traumatiques ou d'autre matériel;18;Maladies infectieuses et parasitaires;Médical;4.099;432
722;Fièvre;18;Maladies infectieuses et parasitaires;Médical;3.687;30
723;Maladie virale;18;Maladies infectieuses et parasitaires;Médical;10.573;38
724;Autres maladies infectieuses et parasitaires;18;Maladies infectieuses et parasitaires;Médical;3.488;264
740;Diagnostic de maladie mentale avec procédure opératoire;19;Troubles mentaux;Chirurgical;908;58
750;Schizophrénie;19;Troubles mentaux;Médical;569;49
751;Troubles dépressifs majeurs et psychoses autres ou non spécifiées;19;Troubles mentaux;Médical;2.661;776
752;Troubles de la personnalité et du contrôle des impulsions;19;Troubles mentaux;Médical;432;< 5
753;Troubles bipolaires;19;Troubles mentaux;Médical;1.374;578
754;Dépression, excepté trouble dépressif majeur;19;Troubles mentaux;Médical;2.738;268
755;Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Troubles mentaux;Médical;2.689;138
756;États d'anxiété et de délire aigus;19;Troubles mentaux;Médical;3.845;20
757;Troubles organiques de la santé mentale;19;Troubles mentaux;Médical;4.941;196
758;Troubles comportementaux;19;Troubles mentaux;Médical;655;23
759;Troubles de la nutrition;19;Troubles mentaux;Médical;338;5
760;Autres troubles de la santé mentale;19;Troubles mentaux;Médical;4.899;368
770;Abus d'alcool et de drogues avec dépendance, sortie contre avis médical;20;Alcoolisme et usage de drogue;Médical;562;< 5
772;Dépendance à l'alcool et aux drogues avec revalidation ou revalidation et désintoxication;20;Alcoolisme et usage de drogue;Médical;1.612;0
773;Abus d'opiacés et dépendance;20;Alcoolisme et usage de drogue;Médical;603;< 5
774;Abus de cocaïne et dépendance;20;Alcoolisme et usage de drogue;Médical;545;< 5
775;Abus d'alcool et dépendance;20;Alcoolisme et usage de drogue;Médical;8.527;19
776;Abus d'autres drogues et dépendance;20;Alcoolisme et usage de drogue;Médical;1.043;11
791;Procédures opératoires pour autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;4.417;1.506
811;Réactions allergiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;1.479;9
812;Empoisonnement par agents médicamenteux;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;11.139;41
813;Autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;5.299;1.285
815;Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;2.451;81
816;Effets toxiques de substances non médicamenteuses;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;2.005;22
841;Brûlures extensives du troisième degré avec greffe de peau;22;Brûlures;Chirurgical;17;0
842;Brûlures avec greffe de peau excepté brûlures extensives du troisième degré;22;Brûlures;Chirurgical;289;80
843;Brûlures extensives du troisième degré ou de « l'épaisseur totale » sans greffe de peau;22;Brûlures;Médical;15;< 5
844;Brûlures de « l'épaisseur partielle » sans greffe de peau;22;Brûlures;Médical;738;51
850;Procédure avec diagnostic de rééducation, suites de soins ou autre contact avec les services de santé;23;Facteurs influençant la santé;Chirurgical;10.325;38.099
860;Rééducation;23;Facteurs influençant la santé;Médical;12.597;9
861;Signes, symptômes et autres facteurs influençant l'état de santé;23;Facteurs influençant la santé;Médical;34.852;267.289
862;Autre suivi de soins et convalescence;23;Facteurs influençant la santé;Médical;20.549;68.085
863;Suivi de soins néonatal;23;Facteurs influençant la santé;Médical;938;9
890;HIV avec affections majeures multiples en rapport avec le HIV;24;Infections HIV;Médical;158;< 5
892;HIV avec une affection majeure en rapport avec le HIV;24;Infections HIV;Médical;277;80
893;HIV avec affections significatives multiples en rapport avec le HIV;24;Infections HIV;Médical;51;0
894;HIV avec une seule ou aucune affection significative en rapport avec le HIV;24;Infections HIV;Médical;381;61
910;Craniotomie pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;203;< 5
911;Procédure abdominale ou thoracique extensive pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;215;< 5
912;Procédures musculo-squelettiques et autres pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;1.312;< 5
930;Polytraumatisme significatif sans procédure opératoire;25;Traumatismes multiples;Médical;1.327;14
950;Procédure extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;4.813;1.565
951;Procédure modérément étendue sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;14.119;3.529
952;Procédure non extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;5.384;3.061
955;Diagnostic principal non valable comme diagnostic de sortie;0;Groupe résiduel;Autre;47;7
956;Séjour non groupable;0;Groupe résiduel;Autre;92;59
AAA;Psychiatrie (A, K, T);SS;DRG spéciaux;Autre;0;0
DDD;Enregistrement provisoire;SS;DRG spéciaux;Autre;0;0
MMM;Hospitalisation de jour;SS;DRG spéciaux;Autre;0;7.262
UAA;Service d'urgence en psychiatrie;SS;DRG spéciaux;Autre;0;0
UUU;Service d'urgence;SS;DRG spéciaux;Autre;0;0
XXX;Diagnostic factice;SS;DRG spéciaux;Autre;0;0
ZZZ;;;;;1.838.778;2.040.552
