code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
424;Andere endocriene stoornissen;Medisch;10;Klass. hosp;3317
424;Andere endocriene stoornissen;Medisch;10;Daghosp.;207
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;Medisch;10;Klass. hosp;4494
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;Medisch;10;Daghosp.;15
440;Niertransplantatie;Chirurgisch;11;Klass. hosp;495
441;Majeure procedures op de blaas;Chirurgisch;11;Klass. hosp;1108
441;Majeure procedures op de blaas;Chirurgisch;11;Daghosp.;16
442;Procedures op nier en urinewegen voor maligne aandoening;Chirurgisch;11;Klass. hosp;1968
442;Procedures op nier en urinewegen voor maligne aandoening;Chirurgisch;11;Daghosp.;11
443;Procedures op nier en urinewegen voor niet maligne aandoening;Chirurgisch;11;Klass. hosp;3109
443;Procedures op nier en urinewegen voor niet maligne aandoening;Chirurgisch;11;Daghosp.;269
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;Chirurgisch;11;Klass. hosp;1864
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;Chirurgisch;11;Daghosp.;540
445;Andere procedures op de blaas;Chirurgisch;11;Klass. hosp;1940
445;Andere procedures op de blaas;Chirurgisch;11;Daghosp.;312
446;Transurethrale en urethrale procedures;Chirurgisch;11;Klass. hosp;17321
446;Transurethrale en urethrale procedures;Chirurgisch;11;Daghosp.;4912
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;Chirurgisch;11;Klass. hosp;1357
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;Chirurgisch;11;Daghosp.;341
460;Nierinsufficiëntie;Medisch;11;Klass. hosp;4667
460;Nierinsufficiëntie;Medisch;11;Daghosp.;208
461;Maligne aandoening van de nier en urinewegen;Medisch;11;Klass. hosp;1447
461;Maligne aandoening van de nier en urinewegen;Medisch;11;Daghosp.;2424
462;Nefritis en nefrose;Medisch;11;Klass. hosp;874
462;Nefritis en nefrose;Medisch;11;Daghosp.;90
463;Infecties van de nier en de urinewegen;Medisch;11;Klass. hosp;19075
463;Infecties van de nier en de urinewegen;Medisch;11;Daghosp.;806
465;Urinaire stenen en verworven bovenste urinewegobstructie;Medisch;11;Klass. hosp;12152
465;Urinaire stenen en verworven bovenste urinewegobstructie;Medisch;11;Daghosp.;13105
466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;Medisch;11;Klass. hosp;2844
466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;Medisch;11;Daghosp.;723
468;Andere nier en urinewegen diagnosen, tekens en symptomen;Medisch;11;Klass. hosp;11040
468;Andere nier en urinewegen diagnosen, tekens en symptomen;Medisch;11;Daghosp.;17836
480;Majeure procedures in het kleine bekken bij de man;Chirurgisch;12;Klass. hosp;4401
480;Majeure procedures in het kleine bekken bij de man;Chirurgisch;12;Daghosp.;27
481;Procedures op de penis;Chirurgisch;12;Klass. hosp;1309
481;Procedures op de penis;Chirurgisch;12;Daghosp.;2140
482;Transurethrale prostatectomie;Chirurgisch;12;Klass. hosp;8113
482;Transurethrale prostatectomie;Chirurgisch;12;Daghosp.;28
483;Procedures op de testes en het scrotum;Chirurgisch;12;Klass. hosp;3003
483;Procedures op de testes en het scrotum;Chirurgisch;12;Daghosp.;5689
484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;Chirurgisch;12;Klass. hosp;1671
484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;Chirurgisch;12;Daghosp.;23056
500;Maligne aandoening van het mannelijk voortplantingsstelsel;Medisch;12;Klass. hosp;1069
500;Maligne aandoening van het mannelijk voortplantingsstelsel;Medisch;12;Daghosp.;1821
501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;Medisch;12;Klass. hosp;4246
501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;Medisch;12;Daghosp.;14226
510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;Chirurgisch;13;Klass. hosp;2059
510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;Chirurgisch;13;Daghosp.;6
511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;Chirurgisch;13;Klass. hosp;518
511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;Chirurgisch;13;Daghosp.;16
512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;Chirurgisch;13;Klass. hosp;862
512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;Chirurgisch;13;Daghosp.;92
513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;Chirurgisch;13;Klass. hosp;15555
513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;Chirurgisch;13;Daghosp.;9759
514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;Chirurgisch;13;Klass. hosp;8557
514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;Chirurgisch;13;Daghosp.;1134
517;Dilatatie en curettage voor niet-verloskundige diagnosen;Chirurgisch;13;Klass. hosp;722
517;Dilatatie en curettage voor niet-verloskundige diagnosen;Chirurgisch;13;Daghosp.;7803
518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;Chirurgisch;13;Klass. hosp;2725
518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;Chirurgisch;13;Daghosp.;5731
519;Procedures op uterus/adnexen voor leiomyoma;Chirurgisch;13;Klass. hosp;5423
519;Procedures op uterus/adnexen voor leiomyoma;Chirurgisch;13;Daghosp.;1068
530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;1280
530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;878
531;Infecties van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;1157
531;Infecties van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;720
532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;2587
532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;9852
540;Bevalling met sectio caesarea;Chirurgisch;14;Klass. hosp;25726
540;Bevalling met sectio caesarea;Chirurgisch;14;Daghosp.;46
541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Klass. hosp;449
541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Daghosp.;19
542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Klass. hosp;364
542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Daghosp.;3
544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;Chirurgisch;14;Klass. hosp;2279
544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;Chirurgisch;14;Daghosp.;11572
545;Procedure voor ectopische zwangerschap;Chirurgisch;14;Klass. hosp;1425
545;Procedure voor ectopische zwangerschap;Chirurgisch;14;Daghosp.;100
546;Andere O.R. procedures voor verloskundige diagnosen behalve bevalling;Chirurgisch;14;Klass. hosp;568
546;Andere O.R. procedures voor verloskundige diagnosen behalve bevalling;Chirurgisch;14;Daghosp.;343
560;Vaginale bevalling;Medisch;14;Klass. hosp;99242
560;Vaginale bevalling;Medisch;14;Daghosp.;579
561;Diagnosen in het postpartum en post abortus, zonder ingrepen;Medisch;14;Klass. hosp;1779
561;Diagnosen in het postpartum en post abortus, zonder ingrepen;Medisch;14;Daghosp.;170
563;Dreigende abortus;Medisch;14;Klass. hosp;6525
563;Dreigende abortus;Medisch;14;Daghosp.;10
564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;Medisch;14;Klass. hosp;1207
564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;Medisch;14;Daghosp.;446
565;Valse arbeid;Medisch;14;Klass. hosp;943
565;Valse arbeid;Medisch;14;Daghosp.;21
566;Andere diagnosen in het antepartum;Medisch;14;Klass. hosp;12206
566;Andere diagnosen in het antepartum;Medisch;14;Daghosp.;5549
580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;Medisch;15;Klass. hosp;215
580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;Medisch;15;Daghosp.;2
581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;Medisch;15;Klass. hosp;42
581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;Medisch;15;Daghosp.;3
583;Pasgeborene, met ECMO;Chirurgisch;15;Klass. hosp;13
588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;Chirurgisch;15;Klass. hosp;87
589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;Medisch;15;Klass. hosp;26
589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;Medisch;15;Daghosp.;1
591;Pasgeborene, geboortegewicht 500–749 g zonder majeure procedure;Medisch;15;Klass. hosp;100
593;Pasgeborene, geboortegewicht 750–999 g zonder majeure procedure;Medisch;15;Klass. hosp;228
602;Pasgeborene, geboortegewicht 1 000–1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;Medisch;15;Klass. hosp;237
603;Pasgeborene, geboortegewicht 1 000–1 249 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;64
607;Pasgeborene, geboortegewicht 1 250–1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;Medisch;15;Klass. hosp;332
608;Pasgeborene, geboortegewicht 1 250–1 499 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;162
609;Pasgeborene, geboortegewicht 1 500–2 499 g met majeure procedure;Chirurgisch;15;Klass. hosp;91
611;Pasgeborene, geboortegewicht 1 500–1 999 g met majeure anomalie;Medisch;15;Klass. hosp;232
612;Pasgeborene, geboortegewicht 1 500–1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;311
613;Pasgeborene, geboortgewicht 1 500–1 999 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;51
614;Andere pasgeborene, geboortegewicht 1 500–1 999 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;556
621;Pasgeborene, geboortgewicht 2 000–2 499 g met majeure anomalie;Medisch;15;Klass. hosp;165
622;Pasgeborene, geboortegewicht 2 000–2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;236
623;Pasgeborene, geboortegewicht 2 000–2 499 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;65
625;Pasgeborene, geboortegewicht 2 000–2 499 g, hier geboren, met andere significante aandoening;Medisch;15;Klass. hosp;199
626;Pasgeborene, geboortegewicht 2 000–2 499 g, normale pasgeborene of pasgeborene met ander probleem;Medisch;15;Klass. hosp;435
630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;Chirurgisch;15;Klass. hosp;110
631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;Chirurgisch;15;Klass. hosp;142
633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;Medisch;15;Klass. hosp;419
634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;476
636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;219
639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;Medisch;15;Klass. hosp;586
640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;Medisch;15;Klass. hosp;1425
640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;Medisch;15;Daghosp.;10
650;Splenectomie;Chirurgisch;16;Klass. hosp;303
650;Splenectomie;Chirurgisch;16;Daghosp.;1
651;Andere procedures op bloed en bloedvormende organen;Chirurgisch;16;Klass. hosp;716
651;Andere procedures op bloed en bloedvormende organen;Chirurgisch;16;Daghosp.;758
660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;Medisch;16;Klass. hosp;3980
660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;Medisch;16;Daghosp.;3308
661;Bloedstollingsstoornissen en bloedplaatjes;Medisch;16;Klass. hosp;1087
661;Bloedstollingsstoornissen en bloedplaatjes;Medisch;16;Daghosp.;1811
662;Crisis van sikkelcelanemie;Medisch;16;Klass. hosp;691
662;Crisis van sikkelcelanemie;Medisch;16;Daghosp.;166
663;Andere anemia en bloedstoornissen en hematopoietische organen;Medisch;16;Klass. hosp;10220
663;Andere anemia en bloedstoornissen en hematopoietische organen;Medisch;16;Daghosp.;20572
680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;Chirurgisch;17;Klass. hosp;877
680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;Chirurgisch;17;Daghosp.;15
681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;Chirurgisch;17;Klass. hosp;2815
681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;Chirurgisch;17;Daghosp.;1064
690;Acute leukemie;Medisch;17;Klass. hosp;1173
690;Acute leukemie;Medisch;17;Daghosp.;3516
691;Lymfoom, myeloom en niet-acute leukemie;Medisch;17;Klass. hosp;3021
691;Lymfoom, myeloom en niet-acute leukemie;Medisch;17;Daghosp.;6181
692;Radiotherapie;Medisch;17;Klass. hosp;1043
692;Radiotherapie;Medisch;17;Daghosp.;420
693;Chemotherapie;Medisch;17;Klass. hosp;29144
693;Chemotherapie;Medisch;17;Daghosp.;329935
694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;Medisch;17;Klass. hosp;2471
694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;Medisch;17;Daghosp.;13936
710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;Chirurgisch;18;Klass. hosp;1286
710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;Chirurgisch;18;Daghosp.;106
711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;Chirurgisch;18;Klass. hosp;1593
711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;Chirurgisch;18;Daghosp.;337
720;Septicemie en gedissemineerde infecties;Medisch;18;Klass. hosp;9003
720;Septicemie en gedissemineerde infecties;Medisch;18;Daghosp.;44
721;Postoperatieve, posttraumatische en andere toestel infecties;Medisch;18;Klass. hosp;4152
721;Postoperatieve, posttraumatische en andere toestel infecties;Medisch;18;Daghosp.;395
722;Koorts;Medisch;18;Klass. hosp;3543
722;Koorts;Medisch;18;Daghosp.;37
723;Virale ziekte;Medisch;18;Klass. hosp;7865
723;Virale ziekte;Medisch;18;Daghosp.;49
724;Andere infectieuze en parasitaire ziekten;Medisch;18;Klass. hosp;3027
724;Andere infectieuze en parasitaire ziekten;Medisch;18;Daghosp.;195
740;Diagnosen van mentale ziekte met operatiezaal procedures;Chirurgisch;19;Klass. hosp;483
740;Diagnosen van mentale ziekte met operatiezaal procedures;Chirurgisch;19;Daghosp.;37
750;Schizofrenie;Medisch;19;Klass. hosp;470
750;Schizofrenie;Medisch;19;Daghosp.;3
751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;Medisch;19;Klass. hosp;3865
751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;Medisch;19;Daghosp.;286
752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;Medisch;19;Klass. hosp;500
752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;Medisch;19;Daghosp.;2
753;Bipolaire stoornissen;Medisch;19;Klass. hosp;803
753;Bipolaire stoornissen;Medisch;19;Daghosp.;4
754;Depressie, behalve majeure depressieve diagnosen;Medisch;19;Klass. hosp;4339
754;Depressie, behalve majeure depressieve diagnosen;Medisch;19;Daghosp.;10
755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;Medisch;19;Klass. hosp;1656
755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;Medisch;19;Daghosp.;30
756;Acute angst en delirante toestanden;Medisch;19;Klass. hosp;2863
756;Acute angst en delirante toestanden;Medisch;19;Daghosp.;50
757;Organische stoornissen van de geestelijke gezondheid;Medisch;19;Klass. hosp;5033
757;Organische stoornissen van de geestelijke gezondheid;Medisch;19;Daghosp.;182
758;Gedragsstoornissen van de kindertijd;Medisch;19;Klass. hosp;733
758;Gedragsstoornissen van de kindertijd;Medisch;19;Daghosp.;33
759;Eetstoornissen;Medisch;19;Klass. hosp;335
759;Eetstoornissen;Medisch;19;Daghosp.;4
760;Andere stoornissen van de mentale gezondheid;Medisch;19;Klass. hosp;4335
760;Andere stoornissen van de mentale gezondheid;Medisch;19;Daghosp.;441
770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;Medisch;20;Klass. hosp;815
770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;Medisch;20;Daghosp.;2
772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;Medisch;20;Klass. hosp;1480
773;Misbruik van en verslaving aan opiaten;Medisch;20;Klass. hosp;436
773;Misbruik van en verslaving aan opiaten;Medisch;20;Daghosp.;2
774;Misbruik van en verslaving aan cocaine;Medisch;20;Klass. hosp;199
774;Misbruik van en verslaving aan cocaine;Medisch;20;Daghosp.;1
775;Misbruik van en verslaving aan alcohol;Medisch;20;Klass. hosp;9157
775;Misbruik van en verslaving aan alcohol;Medisch;20;Daghosp.;249
776;Misbruik van en verslaving aan andere drugs;Medisch;20;Klass. hosp;1273
776;Misbruik van en verslaving aan andere drugs;Medisch;20;Daghosp.;3
791;Operatiezaal procedures voor andere complicaties van de behandeling;Chirurgisch;21;Klass. hosp;4537
791;Operatiezaal procedures voor andere complicaties van de behandeling;Chirurgisch;21;Daghosp.;1711
811;Allergische reacties;Medisch;21;Klass. hosp;1162
811;Allergische reacties;Medisch;21;Daghosp.;4
812;Vergiftiging door geneesmiddellen;Medisch;21;Klass. hosp;10487
812;Vergiftiging door geneesmiddellen;Medisch;21;Daghosp.;36
813;Andere complicaties van de behandeling;Medisch;21;Klass. hosp;5466
813;Andere complicaties van de behandeling;Medisch;21;Daghosp.;2010
815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;Medisch;21;Klass. hosp;2877
815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;Medisch;21;Daghosp.;69
816;Toxische effecten van niet-medische substanties;Medisch;21;Klass. hosp;2480
816;Toxische effecten van niet-medische substanties;Medisch;21;Daghosp.;17
841;Extensieve derde graad brandwonden met huidgreffe;Chirurgisch;22;Klass. hosp;27
842;“Full thickness” brandwonden met huidgreffe;Chirurgisch;22;Klass. hosp;183
842;“Full thickness” brandwonden met huidgreffe;Chirurgisch;22;Daghosp.;57
843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;Medisch;22;Klass. hosp;152
843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;Medisch;22;Daghosp.;18
844;“Partial thickness” brandwonden met of zonder huidgreffe;Medisch;22;Klass. hosp;863
844;“Partial thickness” brandwonden met of zonder huidgreffe;Medisch;22;Daghosp.;73
850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;Chirurgisch;23;Klass. hosp;5039
850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;Chirurgisch;23;Daghosp.;22107
860;Revalidatie;Medisch;23;Klass. hosp;23632
860;Revalidatie;Medisch;23;Daghosp.;18
861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;Medisch;23;Klass. hosp;40989
861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;Medisch;23;Daghosp.;137694
862;Andere nazorg en convalescentie;Medisch;23;Klass. hosp;12676
862;Andere nazorg en convalescentie;Medisch;23;Daghosp.;48144
863;Neonatale nazorg;Medisch;23;Klass. hosp;948
863;Neonatale nazorg;Medisch;23;Daghosp.;5
890;HIV met multipele majeure HIV gerelateerde aandoeningen;Medisch;24;Klass. hosp;175
890;HIV met multipele majeure HIV gerelateerde aandoeningen;Medisch;24;Daghosp.;5
892;HIV met majeure HIV gerelateerde aandoening;Medisch;24;Klass. hosp;296
892;HIV met majeure HIV gerelateerde aandoening;Medisch;24;Daghosp.;25
893;Hiv met multipele significante hiv gerelateerde aandoeningen;Medisch;24;Klass. hosp;46
893;Hiv met multipele significante hiv gerelateerde aandoeningen;Medisch;24;Daghosp.;3
894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;Medisch;24;Klass. hosp;434
894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;Medisch;24;Daghosp.;78
910;Craniotomie voor multipele significante traumata;Chirurgisch;25;Klass. hosp;193
911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;Chirurgisch;25;Klass. hosp;205
911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;Chirurgisch;25;Daghosp.;2
912;Musculo-skeletale en andere procedures voor multipele significante traumata;Chirurgisch;25;Klass. hosp;1017
912;Musculo-skeletale en andere procedures voor multipele significante traumata;Chirurgisch;25;Daghosp.;3
930;Multipele significante traumata zonder operatiezaal procedures;Medisch;25;Klass. hosp;1034
930;Multipele significante traumata zonder operatiezaal procedures;Medisch;25;Daghosp.;19
950;Extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;3083
950;Extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;296
951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;4570
951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;1327
952;Niet-extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;4518
952;Niet-extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;2553
955;Hoofddiagnose niet geldig als ontslagdiagnose;Andere;00;Klass. hosp;46
955;Hoofddiagnose niet geldig als ontslagdiagnose;Andere;00;Daghosp.;8
956;Niet te groeperen verblijven;Andere;00;Klass. hosp;164
956;Niet te groeperen verblijven;Andere;00;Daghosp.;70
MMM;Daghospitalisatie;Andere;SS;Daghosp.;11697
