drg_34;drg_beschrijving;mdc_34;mdc_beschrijving;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;951;48
681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;3.751;1.855
690;Acute leukemie;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;1.117;4.080
691;Lymfoom, myeloom en niet-acute leukemie;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;3.278;7.597
692;Radiotherapie;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;460;259
694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;2.771;14.837
695;Chemotherapie voor acute leukemie;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;1.204;8.312
696;Andere chemotherapie;17;Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;21.581;419.178
710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;18;Infectie en parasitaire ziekten;Chirurgisch;3.069;116
711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;18;Infectie en parasitaire ziekten;Chirurgisch;2.318;480
720;Septicemie en gedissemineerde infecties;18;Infectie en parasitaire ziekten;Medisch;13.465;15
721;Postoperatieve, posttraumatische en andere toestel infecties;18;Infectie en parasitaire ziekten;Medisch;4.099;432
722;Koorts;18;Infectie en parasitaire ziekten;Medisch;3.687;30
723;Virale ziekte;18;Infectie en parasitaire ziekten;Medisch;10.573;38
724;Andere infectieuze en parasitaire ziekten;18;Infectie en parasitaire ziekten;Medisch;3.488;264
740;Diagnosen van mentale ziekte met operatiezaal procedures;19;Psychische stoornissen;Chirurgisch;908;58
750;Schizofrenie;19;Psychische stoornissen;Medisch;569;49
751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;19;Psychische stoornissen;Medisch;2.661;776
752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;19;Psychische stoornissen;Medisch;432;< 5
753;Bipolaire stoornissen;19;Psychische stoornissen;Medisch;1.374;578
754;Depressie, behalve majeure depressieve diagnosen;19;Psychische stoornissen;Medisch;2.738;268
755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;19;Psychische stoornissen;Medisch;2.689;138
756;Acute angst en delirante toestanden;19;Psychische stoornissen;Medisch;3.845;20
757;Organische stoornissen van de geestelijke gezondheid;19;Psychische stoornissen;Medisch;4.941;196
758;Gedragsstoornissen;19;Psychische stoornissen;Medisch;655;23
759;Eetstoornissen;19;Psychische stoornissen;Medisch;338;5
760;Andere stoornissen van de mentale gezondheid;19;Psychische stoornissen;Medisch;4.899;368
770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;20;Alcohol en druggebruik;Medisch;562;< 5
772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;20;Alcohol en druggebruik;Medisch;1.612;0
773;Misbruik van en verslaving aan opiaten;20;Alcohol en druggebruik;Medisch;603;< 5
774;Misbruik van en verslaving aan cocaine;20;Alcohol en druggebruik;Medisch;545;< 5
775;Misbruik van en verslaving aan alcohol;20;Alcohol en druggebruik;Medisch;8.527;19
776;Misbruik van en verslaving aan andere drugs;20;Alcohol en druggebruik;Medisch;1.043;11
791;Operatiezaal procedures voor andere complicaties van de behandeling;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;4.417;1.506
811;Allergische reacties;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;1.479;9
812;Vergiftiging door geneesmiddellen;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;11.139;41
813;Andere complicaties van de behandeling;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;5.299;1.285
815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;2.451;81
816;Toxische effecten van niet-medische substanties;21;Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;2.005;22
841;Extensieve derde graad brandwonden met huidgreffe;22;Brandwonden;Chirurgisch;17;0
842;Brandwonden met huidgreffe behalve extensieve derde graad brandwonden;22;Brandwonden;Chirurgisch;289;80
843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;22;Brandwonden;Medisch;15;< 5
844;“Partial thickness” brandwonden zonder huidgreffe;22;Brandwonden;Medisch;738;51
850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Factoren die de gezondheid beïnvloeden;Chirurgisch;10.325;38.099
860;Revalidatie;23;Factoren die de gezondheid beïnvloeden;Medisch;12.597;9
861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;23;Factoren die de gezondheid beïnvloeden;Medisch;34.852;267.289
862;Andere nazorg en convalescentie;23;Factoren die de gezondheid beïnvloeden;Medisch;20.549;68.085
863;Neonatale nazorg;23;Factoren die de gezondheid beïnvloeden;Medisch;938;9
890;HIV met multipele majeure HIV gerelateerde aandoeningen;24;HIV infecties;Medisch;158;< 5
892;HIV met majeure HIV gerelateerde aandoeningen;24;HIV infecties;Medisch;277;80
893;HIV met multipele significante HIV gerelateerde aandoeningen;24;HIV infecties;Medisch;51;0
894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;HIV infecties;Medisch;381;61
910;Craniotomie voor multipele significante traumata;25;Multipele traumata;Chirurgisch;203;< 5
911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Multipele traumata;Chirurgisch;215;< 5
912;Musculo-skeletale en andere procedures voor multipele significante traumata;25;Multipele traumata;Chirurgisch;1.312;< 5
930;Multipele significante traumata zonder operatiezaal procedures;25;Multipele traumata;Medisch;1.327;14
950;Extensieve procedure zonder verband met de hoofddiagnose;0;Restgroep;Chirurgisch;4.813;1.565
951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;0;Restgroep;Chirurgisch;14.119;3.529
952;Niet-extensieve procedure zonder verband met de hoofddiagnose;0;Restgroep;Chirurgisch;5.384;3.061
955;Hoofddiagnose niet geldig als ontslagdiagnose;0;Restgroep;Andere;47;7
956;Niet te groeperen verblijven;0;Restgroep;Andere;92;59
AAA;Psychiatrie (A, K, T);SS;Speciale DRG's;Andere;0;0
DDD;Voorlopige registratie;SS;Speciale DRG's;Andere;0;0
MMM;Daghospitalisatie;SS;Speciale DRG's;Andere;0;7.262
UAA;Psychiatrische spoedgevallendienst;SS;Speciale DRG's;Andere;0;0
UUU;Spoedgevallendienst;SS;Speciale DRG's;Andere;0;0
XXX;Dummy diagnose;SS;Speciale DRG's;Andere;0;0
ZZZ;;;;;1.838.778;2.040.552
