région;drg_34;libellé_drg;mdc_34;type_de_diagnostic;hospitalisation_classique;hospitalisation_de_jour
Région flamande;MMM;Hospitalisation de jour;SS;Autre;0;6813
Région wallonne;1;Transplantation hépatique et/ou intestinale;PP;Chirurgical;97;0
Région wallonne;2;Transplantation cardiaque et/ou pulmonaire;PP;Chirurgical;66;0
Région wallonne;3;Transplantation de moelle osseuse;PP;Chirurgical;276;0
Région wallonne;4;Oxygénation par membrane extracorporelle ou trachéostomie avec ventilation mécanique de longue durée et procédure extensive;PP;Chirurgical;477;< 5
Région wallonne;5;Trachéostomie avec ventilation mécanique de longue durée sans intervention extensive;PP;Chirurgical;111;0
Région wallonne;6;Transplantation du pancréas;PP;Chirurgical;< 5;0
Région wallonne;20;Craniotomie pour traumatisme;1;Chirurgical;276;< 5
Région wallonne;21;Craniotomie excepté pour traumatisme;1;Chirurgical;1588;11
Région wallonne;22;Procédures concernant un shunt ventriculaire;1;Chirurgical;172;0
Région wallonne;23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;1;Chirurgical;340;12
Région wallonne;24;Procédures vasculaires extracrâniennes;1;Chirurgical;1997;31
Région wallonne;26;Autres procédures du système nerveux et procédures apparentées;1;Chirurgical;1056;13238
Région wallonne;40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;1;Médical;156;35
Région wallonne;41;Malignité du système nerveux;1;Médical;906;79
Région wallonne;42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;1;Médical;3873;94
Région wallonne;43;Sclérose en plaques et autres maladies démyélinisantes;1;Médical;928;154
Région wallonne;44;Hémorragie intracrânienne;1;Médical;1076;13
Région wallonne;45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;1;Médical;4502;32
Région wallonne;46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;1;Médical;214;58
Région wallonne;47;Ischémie cérébrale transitoire (TIA);1;Médical;1972;15
Région wallonne;48;Troubles des nerfs crâniens, périphériques et autonomes;1;Médical;1364;1567
Région wallonne;49;Infections bactériennes et tuberculeuses du système nerveux;1;Médical;244;< 5
Région wallonne;50;Infections non-bactériennes du système nerveux, excepté méningite virale;1;Médical;306;8
Région wallonne;51;Méningite virale;1;Médical;348;0
Région wallonne;52;Comas et états stuporeux non traumatiques;1;Médical;766;15
Région wallonne;53;Crise épileptique;1;Médical;5512;100
Région wallonne;54;Migraine et autres céphalées;1;Médical;1675;111
Région wallonne;55;Traumatisme crânien avec coma > 1 h ou hémorragie;1;Médical;1213;5
Région wallonne;56;Contusion ou lacération cérébrale et fracture du crâne compliquée, coma < 1 h ou pas de coma;1;Médical;92;0
Région wallonne;57;Contusion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;1;Médical;2237;6
Région wallonne;58;Autres troubles du système nerveux;1;Médical;6973;532
Région wallonne;70;Procédures orbitaires;2;Chirurgical;216;85
Région wallonne;73;Procédures sur  l'œil excepté sur l'orbite;2;Chirurgical;3629;44440
Région wallonne;80;Infections aiguës majeures de l'œil;2;Médical;163;14
Région wallonne;82;Troubles oculaires excepté infections majeures;2;Médical;901;507
Région wallonne;89;Procédures majeures sur les os de la face et du crâne;3;Chirurgical;437;2152
Région wallonne;90;Procédures majeures du larynx et de la trachée;3;Chirurgical;131;59
Région wallonne;91;Autres procédures majeures de la tête et du cou;3;Chirurgical;221;8
Région wallonne;92;Procédures sur les os de la face, excepté procédures majeures des os du crâne ou de la face;3;Chirurgical;1486;2434
Région wallonne;93;Procédures sur sinus et mastoïde;3;Chirurgical;1236;777
Région wallonne;95;Réparation de la fente labiale et du palais;3;Chirurgical;67;5
Région wallonne;97;Procédures sur amygdales et végétations;3;Chirurgical;1767;10934
Région wallonne;98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;3;Chirurgical;4173;6897
Région wallonne;110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;3;Médical;700;529
Région wallonne;111;Vertige et autres troubles labyrinthiques;3;Médical;1221;30
Région wallonne;113;Infection des voies aériennes supérieures;3;Médical;6356;226
Région wallonne;114;Maladies et lésions dentaires et buccales;3;Médical;1395;24597
Région wallonne;115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;3;Médical;26291;1866
Région wallonne;120;Interventions majeures sur le système respiratoire et le thorax;4;Chirurgical;1462;227
Région wallonne;121;Autres interventions sur le système respiratoire et le thorax;4;Chirurgical;1510;172
Région wallonne;130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;4;Médical;383;0
Région wallonne;131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;4;Médical;264;5
Région wallonne;132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;4;Médical;28;0
Région wallonne;133;Insuffisance respiratoire;4;Médical;556;< 5
Région wallonne;134;Embolie pulmonaire;4;Médical;2067;< 5
Région wallonne;135;Traumatisme majeur thoracique et respiratoire;4;Médical;1115;8
Région wallonne;136;Affection maligne respiratoire;4;Médical;2711;1502
Région wallonne;137;Inflammations et infections majeures du système respiratoire;4;Médical;3197;39
Région wallonne;138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);4;Médical;2961;< 5
Région wallonne;139;Autre pneumonie;4;Médical;10251;36
Région wallonne;140;Maladie pulmonaire obstructive chronique;4;Médical;12121;345
Région wallonne;141;Asthme;4;Médical;1491;34
Région wallonne;142;Maladie pulmonaire interstitielle et alvéolaire;4;Médical;694;143
Région wallonne;143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;4;Médical;2325;488
Région wallonne;144;Signes respiratoires, symptômes et diagnostics mineurs;4;Médical;5899;1160
Région wallonne;160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;5;Chirurgical;16;0
Région wallonne;161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;5;Chirurgical;474;10
Région wallonne;162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;5;Chirurgical;157;0
Région wallonne;163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;5;Chirurgical;1127;0
Région wallonne;165;Pontage coronarien avec infarctus aigu du myocarde ou diagnostic principal complexe;5;Chirurgical;381;0
Région wallonne;166;Pontage coronarien sans infarctus aigu du myocarde ni disgnostic principal complexe;5;Chirurgical;1396;0
Région wallonne;167;Autres procédures cardiothoraciques et thoracovasculaires;5;Chirurgical;1036;60
Région wallonne;169;Procédures vasculaires abdominales majeures;5;Chirurgical;997;< 5
Région wallonne;170;Implantation de pacemaker permanent avec infarctus aigu du myocarde, décompensation cardiaque ou choc;5;Chirurgical;110;0
Région wallonne;171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;5;Chirurgical;2386;< 5
Région wallonne;174;Procédures coronariennes percutanées avec infarctus aigu du myocarde;5;Chirurgical;3288;124
Région wallonne;175;Procédures coronariennes percutanées sans infarctus aigu du myocarde;5;Chirurgical;9595;246
Région wallonne;176;Remplacement de pacemaker et de défibrillateur cardiaque;5;Chirurgical;729;184
Région wallonne;177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;5;Chirurgical;270;20
Région wallonne;180;Autres procédures sur le système circulatoire;5;Chirurgical;870;4513
Région wallonne;181;Procédures sur les artères des membres inférieurs;5;Chirurgical;5425;335
Région wallonne;182;Autres procédures sur les vaisseaux périphériques;5;Chirurgical;1578;1490
Région wallonne;190;Infarctus aigu du myocarde;5;Médical;2476;113
Région wallonne;191;Cathétérisme cardiaque pour maladie coronarienne;5;Médical;4836;3005
Région wallonne;192;Cathétérisme cardiaque pour autre maladie non coronarienne;5;Médical;4513;1507
Région wallonne;193;Endocardite aiguë et subaiguë;5;Médical;90;0
Région wallonne;194;Insuffisance cardiaque;5;Médical;8792;10
Région wallonne;196;Arrêt cardiaque et choc;5;Médical;385;< 5
Région wallonne;197;Troubles vasculaires périphériques et autres;5;Médical;1876;443
Région wallonne;198;Angine de poitrine et athérosclérose coronarienne;5;Médical;1307;27
Région wallonne;199;Hypertension;5;Médical;965;24
Région wallonne;200;Maladies cardiaques structurelles et valvulaires;5;Médical;400;28
Région wallonne;201;Arythmie cardiaque et troubles de conduction;5;Médical;5767;1537
Région wallonne;203;Douleur thoracique;5;Médical;1118;62
Région wallonne;204;Syncope et collapsus;5;Médical;2494;35
Région wallonne;205;Cardiomyopathie;5;Médical;141;< 5
Région wallonne;206;Dysfonctionnement, réaction et complication en rapport avec du matériel ou une procédure cardiaques ou vasculaires;5;Médical;440;151
Région wallonne;207;Autres diagnostics du système circulatoire;5;Médical;1735;117
Région wallonne;220;Procédures majeures sur œsophage, estomac et duodénum;6;Chirurgical;1368;130
Région wallonne;221;Procédures majeures sur l'intestin grêle et le gros intestin;6;Chirurgical;5119;31
Région wallonne;222;Autres procédures surœsophage, estomac et duodénum;6;Chirurgical;2024;288
Région wallonne;223;Autres procédures sur l'intestin grêle et le gros intestin;6;Chirurgical;1566;914
Région wallonne;224;Lyse d'adhérences péritonéales;6;Chirurgical;542;20
Région wallonne;225;Appendicectomie;6;Chirurgical;3933;81
Région wallonne;226;Procédures sur l'anus;6;Chirurgical;2432;2939
Région wallonne;227;Procédures pour hernie excepté hernies inguinale, fémorale et ombilicale;6;Chirurgical;3312;898
Région wallonne;228;Procédures pour hernies inguinale, fémorale et ombilicale;6;Chirurgical;5822;2978
Région wallonne;229;Autres procédures sur le système digestif et au niveau abdominal;6;Chirurgical;1180;394
Région wallonne;240;Affections malignes du tube digestif;6;Médical;2328;2453
Région wallonne;241;Ulcère peptique et gastrite;6;Médical;2219;6382
Région wallonne;242;Troubles majeurs de l'œsophage;6;Médical;197;140
Région wallonne;243;Autres troubles de l'œsophage;6;Médical;2336;7897
Région wallonne;244;Diverticulite et diverticulose;6;Médical;3472;5515
Région wallonne;245;Maladie inflammatoire de l'intestin;6;Médical;1203;2926
Région wallonne;246;Insuffisance vasculaire gastro-intestinale;6;Médical;383;38
Région wallonne;247;Obstruction intestinale;6;Médical;2539;299
Région wallonne;248;Infections gastro-intestinales et péritonéales majeures;6;Médical;1501;28
Région wallonne;249;Autres gastro-entérites, nausées et vomissements;6;Médical;8294;2673
Région wallonne;251;Douleur abdominale;6;Médical;1842;2408
Région wallonne;252;Dysfonctionnement, réaction et complication en rapport avec une procédure ou du matériel gastro-intestinaux;6;Médical;1009;365
Région wallonne;253;Hémorragie gastro-intestinale autre et non spécifiée;6;Médical;1091;900
Région wallonne;254;Autres diagnostics du système digestif;6;Médical;6985;26879
Région wallonne;260;Procédures majeures sur pancréas, foie et shunt;7;Chirurgical;888;56
Région wallonne;261;Procédures majeures des voies biliaires;7;Chirurgical;646;31
Région wallonne;262;Cholécystectomie excepté par voie laparascopique;7;Chirurgical;217;26
Région wallonne;263;Cholécystectomie laparoscopique;7;Chirurgical;7084;600
Région wallonne;264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;7;Chirurgical;1142;588
Région wallonne;279;Coma hépatique et autres troubles hépatiques majeurs aigus;7;Médical;500;40
Région wallonne;280;Maladie hépatique alcoolique;7;Médical;1599;150
Région wallonne;281;Affections malignes du système hépatobiliaire et du pancréas;7;Médical;1781;1038
Région wallonne;282;Troubles du pancréas excepté affections malignes;7;Médical;2786;414
Région wallonne;283;Autres troubles du foie;7;Médical;924;275
Région wallonne;284;Troubles de la vésicule biliaire et des voies biliaires;7;Médical;3613;329
Région wallonne;301;Remplacement d'articulation de la hanche;8;Chirurgical;10052;8
Région wallonne;302;Remplacement d'articulation du genou;8;Chirurgical;8055;9
Région wallonne;303;Arthrodèse dorsolombaire pour déviation du dos;8;Chirurgical;134;0
Région wallonne;304;Arthrodèse dorsolombaire excepté déviation du dos;8;Chirurgical;2105;< 5
Région wallonne;305;Amputation des membres inférieurs, excepté amputation des seuls orteils;8;Chirurgical;501;5
Région wallonne;308;Réparation de fractures de la hanche et du fémur;8;Chirurgical;3745;6
Région wallonne;309;Autres chirurgies significatives de la hanche et du fémur;8;Chirurgical;1049;295
Région wallonne;310;Excision et décompression de disque intervertébral;8;Chirurgical;5450;13
Région wallonne;312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;8;Chirurgical;250;214
Région wallonne;313;Procédures au niveau du genou et de la jambe excepté le pied;8;Chirurgical;5873;8624
Région wallonne;314;Procédures au niveau du pied et des orteils;8;Chirurgical;4883;2061
Région wallonne;315;Procédures au niveau de l'épaule, du bras et de l'avant-bras excepté le remplacement d'une articulation;8;Chirurgical;9945;3435
Région wallonne;316;Procédures au niveau de la main et du poignet;8;Chirurgical;1517;11339
Région wallonne;317;Procédures au niveau des tendons, muscles et autres tissus mous;8;Chirurgical;3168;2672
Région wallonne;320;Autres procédures du système musculo-squelettique et du tissu conjonctif;8;Chirurgical;3511;2992
Région wallonne;321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;8;Chirurgical;1969;40
Région wallonne;322;Remplacement de l'articulation de l'épaule et du coude;8;Chirurgical;416;8
Région wallonne;340;Fractures du fémur;8;Médical;512;< 5
Région wallonne;341;Fracture du bassin ou luxation de la hanche;8;Médical;1022;6
Région wallonne;342;Fracture ou luxation excepté du fémur, du bassin et du dos;8;Médical;2579;1087
Région wallonne;343;Affection maligne musculo-squelletique et fractures pathologiques liées à ce type d'affection;8;Médical;639;279
Région wallonne;344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;8;Médical;673;59
Région wallonne;346;Troubles du tissu conjonctif;8;Médical;951;673
Région wallonne;347;Autres troubles, fractures et lésions du dos et du cou;8;Médical;5192;21183
Région wallonne;349;Dysfonctionnement, réaction et complication dues à du matériel ou à une procédure orthopédique;8;Médical;874;183
Région wallonne;351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;8;Médical;4153;3745
Région wallonne;361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;9;Chirurgical;1667;3453
Région wallonne;362;Procédures de mastectomie;9;Chirurgical;1638;121
Région wallonne;363;Procédures mammaires, excepté mastectomie;9;Chirurgical;5518;1742
Région wallonne;364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;9;Chirurgical;2795;2488
Région wallonne;380;Ulcères cutanés;9;Médical;661;25
Région wallonne;381;Affections majeures de la peau;9;Médical;256;216
Région wallonne;382;Affections malignes du sein;9;Médical;375;1055
Région wallonne;383;Cellulite et autres infections de la peau;9;Médical;4343;1026
Région wallonne;384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;9;Médical;2239;938
Région wallonne;385;Autres affections de la peau, du tissu sous-cutané et du sein;9;Médical;1725;6729
Région wallonne;401;Procédures sur les surrénales et l'hypophyse;10;Chirurgical;220;< 5
Région wallonne;403;Procédures pour obésité;10;Chirurgical;5256;23
Région wallonne;404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;10;Chirurgical;2524;11
Région wallonne;405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;10;Chirurgical;125;5
Région wallonne;420;Diabète;10;Médical;3045;14
Région wallonne;421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;10;Médical;2005;595
Région wallonne;422;Hypovolémie et troubles électrolytiques associés;10;Médical;1579;< 5
Région wallonne;423;Anomalies congénitales du métabolisme;10;Médical;166;66
Région wallonne;424;Autres troubles endocriniens;10;Médical;1152;104
Région wallonne;425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;10;Médical;1546;9
Région wallonne;440;Transplantation rénale;11;Chirurgical;124;0
Région wallonne;441;Procédures majeures sur la vessie;11;Chirurgical;700;50
Région wallonne;442;Procédures sur les reins et les voies urinaires pour affections malignes;11;Chirurgical;660;9
Région wallonne;443;Procédures sur les reins et les voies urinaires pour affections bénignes;11;Chirurgical;4533;2668
Région wallonne;444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;11;Chirurgical;337;161
Région wallonne;445;Autres procédures sur la vessie;11;Chirurgical;440;170
Région wallonne;446;Procédures urétrales et transurétrales;11;Chirurgical;3742;686
Région wallonne;447;Autres procédures du rein, des voies urinaires et apparentées;11;Chirurgical;199;29
Région wallonne;461;Affection maligne des reins et des voies urinaires;11;Médical;743;849
Région wallonne;462;Néphrite et néphrose;11;Médical;277;65
Région wallonne;463;Infections des reins et des voies urinaires;11;Médical;9160;310
Région wallonne;465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;11;Médical;3298;2830
Région wallonne;466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;11;Médical;870;146
Région wallonne;468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;11;Médical;3096;5989
Région wallonne;469;Lésion aiguë du rein;11;Médical;1178;27
Région wallonne;470;Maladie rénale chronique;11;Médical;1085;331
Région wallonne;480;Procédures majeures sur le petit bassin chez l'homme;12;Chirurgical;1064;0
Région wallonne;481;Procédures sur le pénis;12;Chirurgical;436;789
Région wallonne;482;Prostatectomie transurétrale;12;Chirurgical;2264;17
Région wallonne;483;Procédures sur les testicules et le scrotum;12;Chirurgical;963;1671
Région wallonne;484;Autres interventions sur le système reproducteur masculin et interventions apparentées;12;Chirurgical;821;165
Région wallonne;500;Affections malignes du système reproducteur masculin;12;Médical;401;934
Région wallonne;501;Diagnostics du système reproducteur masculin sauf affections malignes;12;Médical;1801;11210
Région wallonne;510;Éviscération pelvienne, hystérectomie radicale et autres procédures gynécologiques radicales;13;Chirurgical;239;0
Région wallonne;511;Procédures sur l'utérus et ses annexes pour affections malignes des ovaires et des annexes;13;Chirurgical;180;12
Région wallonne;512;Procédures sur l'utérus et ses annexes pour affections malignes excepté celles des ovaires et des annexes;13;Chirurgical;342;38
Région wallonne;513;Procédures sur l'utérus et ses annexes pour affection non maligne excepté léiomyome;13;Chirurgical;5508;3359
Région wallonne;514;Procédures reconstructrices du système reproducteur féminin;13;Chirurgical;1320;147
Région wallonne;517;Dilatation et curetage pour diagnostics non-obstétriques;13;Chirurgical;215;1668
Région wallonne;518;Autres procédures sur le système reproducteur féminin et procédures apparentées;13;Chirurgical;704;2265
Région wallonne;519;Procédures sur l'utérus et ses annexes pour léiomyome;13;Chirurgical;1525;340
Région wallonne;530;Affection maligne du système reproducteur féminin;13;Médical;485;444
Région wallonne;531;Infections du système reproducteur féminin;13;Médical;332;113
Région wallonne;532;Troubles menstruels et autres troubles du système reproducteur féminin;13;Médical;716;3323
Région wallonne;540;Accouchement par césarienne;14;Chirurgical;7943;31
Région wallonne;541;Accouchement par voie vaginale avec stérilisation et/ou dilatation et curetage;14;Chirurgical;1105;35
Région wallonne;542;Accouchement par voie vaginale avec procédure compliquée, excepté stérilisation et dilatation-curetage;14;Chirurgical;402;5
Région wallonne;544;Dilatation et curetage, curetage par aspiration ou hystérotomie pour diagnostics obstétricaux;14;Chirurgical;551;2690
Région wallonne;545;Procédure pour grossesse ectopique;14;Chirurgical;426;34
Région wallonne;546;Autres procédures opératoires pour diagnostics obstétricaux excepté accouchement;14;Chirurgical;180;149
Région wallonne;560;Accouchement par voie vaginale;14;Médical;26265;843
Région wallonne;561;Diagnostics du post-partum et post-avortement, sans procédure;14;Médical;550;23
Région wallonne;563;Travail prématuré;14;Médical;1571;5
Région wallonne;564;Avortement, sans dilatation-curetage, ni curetage par aspiration, ni hystérotomie;14;Médical;261;83
Région wallonne;565;Faux travail;14;Médical;398;11
Région wallonne;566;Autres diagnostics en antepartum;14;Médical;3813;652
Région wallonne;580;Nouveau-né, transféré dans les 5 jours, né ailleurs;15;Médical;45;0
Région wallonne;581;Nouveau-né, transféré dans les 5 jours, né sur place;15;Médical;14;5
Région wallonne;583;Nouveau-né, avec oxygénation par membrane extracorporelle (ECMO);15;Chirurgical;6;0
Région wallonne;588;Nouveau-né, poids de naissance < 1 500 g avec procédure majeure;15;Chirurgical;30;0
Région wallonne;589;Nouveau-né, poids de naissance < 500 g ou âge gestationnel < 24 semaines;15;Médical;12;0
Région wallonne;591;Nouveau-né, poids de naissance 500-749 g sans procédure majeure;15;Médical;43;0
Région wallonne;593;Nouveau-né, poids de naissance 750-999 g sans procédure majeure;15;Médical;73;0
Région wallonne;602;Nouveau-né, poids de naissance 1 000-1 249 g avec syndrome de détresse respiratoire, autre anomalie respiratoire majeure ou anomalie majeure;15;Médical;77;0
Région wallonne;603;Nouveau-né, poids de naissance 1 000-1 249 g avec ou sans autre affection significative;15;Médical;6;0
Région wallonne;607;Nouveau-né, poids de naissance 1 250-1 499 g avec syndrome de détresse respiratoire, autre anomalie respiratoire majeure ou autre anomalie majeure;15;Médical;122;0
Région wallonne;608;Nouveau-né, poids de naissance 1 250-1 499 g avec ou sans autre affection significative;15;Médical;35;0
Région wallonne;609;Nouveau-né, poids de naissance 1 500-2 499 g avec procédure majeure;15;Chirurgical;18;0
Région wallonne;611;Nouveau-né, poids de naissance 1 500-1 999 g avec anomalie majeure;15;Médical;73;0
Région wallonne;612;Nouveau-né, poids de naissance 1 500-1 999 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;129;0
Région wallonne;613;Nouveau-né, poids de naissance 1 500-1 999 g avec infection congénitale ou périnatale;15;Médical;21;0
Région wallonne;614;Autre nouveau-né, poids de naissance 1 500-1 999 g avec ou sans autre affection significative;15;Médical;164;0
Région wallonne;621;Nouveau-né, poids de naissance 2 000-2 499 g avec anomalie majeure;15;Médical;48;0
Région wallonne;622;Nouveau-né, poids de naissance 2 000-2 499 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;127;0
Région wallonne;623;Nouveau-né, poids de naissance 2 000-2 499 g avec infection congénitale ou périnatale;15;Médical;29;0
Région wallonne;625;Nouveau-né, poids de naissance 2 000-2 499 g, né sur place, avec autre affection significative;15;Médical;53;0
Région wallonne;626;Nouveau-né, poids de naissance 2 000-2 499 g, normal ou nouveau-né avec autre problème;15;Médical;195;0
Région wallonne;630;Nouveau-né, poids de naissance > 2 499 g avec procédure cardiovasculaire majeure;15;Chirurgical;27;0
Région wallonne;631;Nouveau-né, poids de naissance > 2 499 g avec autre procédure majeure;15;Chirurgical;37;0
Région wallonne;633;Nouveau-né, poids de naissance > 2 499 g avec anomalie majeure;15;Médical;148;0
Région wallonne;634;Nouveau-né, poids de naissance > 2 499 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;296;< 5
Région wallonne;636;Nouveau-né, poids de naissance > 2 499 g avec infection congénitale ou périnatale;15;Médical;110;0
Région wallonne;639;Nouveau-né, poids de naissance > 2 499 g avec autre affection significative;15;Médical;195;0
Région wallonne;640;Nouveau-né, poids de naissance > 2 499 g, normal et avec autres problèmes;15;Médical;649;< 5
Région wallonne;650;Splénectomie;16;Chirurgical;57;0
Région wallonne;651;Autres procédures concernant le sang et les organes hématopoïétiques;16;Chirurgical;350;285
Région wallonne;660;Diagnostics hématologiques et immunologiques majeurs excepté crise drépanocytaire et coagulation;16;Médical;1437;991
Région wallonne;661;Troubles de la coagulation et des plaquettes;16;Médical;430;565
Région wallonne;662;Crise d'anémie à cellules falciformes;16;Médical;368;8
Région wallonne;663;Autres anémies et troubles sanguins, troubles des organes hématopoïétiques;16;Médical;3650;6054
Région wallonne;680;Procédures opératoires majeures pour néoplasie lymphatique, hématopoïétique ou autre;17;Chirurgical;312;22
Région wallonne;681;Autres procédures opératoires pour néoplasie lymphatique, hématopoïétique ou autre;17;Chirurgical;1182;843
Région wallonne;690;Leucémie aiguë;17;Médical;369;1330
Région wallonne;691;Lymphome, myélome et leucémie non aiguë;17;Médical;1042;1767
Région wallonne;692;Radiothérapie;17;Médical;182;70
Région wallonne;694;Affections malignes lymphatiques et autres et néoplasmes de comportement incertain;17;Médical;898;5101
Région wallonne;695;Chimiothérapie pour leucémie aiguë;17;Médical;379;3445
Région wallonne;696;Autre chimiothérapie;17;Médical;4610;134488
Région wallonne;710;Infections et maladies parasitaires incluant le HIV avec procédure opératoire;18;Chirurgical;1033;43
Région wallonne;711;Infections post-opératoires, post-traumatiques ou d'autre matériel avec procédure opératoire;18;Chirurgical;855;97
Région wallonne;720;Septicémie et infections disséminées;18;Médical;4515;< 5
Région wallonne;721;Infections post-opératoires, post-traumatiques ou d'autre matériel;18;Médical;1402;62
Région wallonne;722;Fièvre;18;Médical;1145;17
Région wallonne;723;Maladie virale;18;Médical;2652;11
Région wallonne;724;Autres maladies infectieuses et parasitaires;18;Médical;880;54
Région wallonne;740;Diagnostic de maladie mentale avec procédure opératoire;19;Chirurgical;239;26
Région wallonne;750;Schizophrénie;19;Médical;236;< 5
Région wallonne;751;Troubles dépressifs majeurs et psychoses autres ou non spécifiées;19;Médical;887;47
Région wallonne;752;Troubles de la personnalité et du contrôle des impulsions;19;Médical;210;0
Région wallonne;753;Troubles bipolaires;19;Médical;585;18
Région wallonne;754;Dépression, excepté trouble dépressif majeur;19;Médical;1061;< 5
Région wallonne;755;Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Médical;905;12
Région wallonne;756;États d'anxiété et de délire aigus;19;Médical;2017;< 5
Région wallonne;757;Troubles organiques de la santé mentale;19;Médical;1211;37
Région wallonne;758;Troubles comportementaux;19;Médical;343;9
Région wallonne;759;Troubles de la nutrition;19;Médical;120;< 5
Région wallonne;760;Autres troubles de la santé mentale;19;Médical;1883;147
Région wallonne;770;Abus d'alcool et de drogues avec dépendance, sortie contre avis médical;20;Médical;274;0
Région wallonne;772;Dépendance à l'alcool et aux drogues avec revalidation ou revalidation et désintoxication;20;Médical;1196;0
Région wallonne;773;Abus d'opiacés et dépendance;20;Médical;297;0
Région wallonne;774;Abus de cocaïne et dépendance;20;Médical;202;0
Région wallonne;775;Abus d'alcool et dépendance;20;Médical;3565;9
Région wallonne;776;Abus d'autres drogues et dépendance;20;Médical;413;< 5
Région wallonne;791;Procédures opératoires pour autres complications de traitement;21;Chirurgical;1453;412
Région wallonne;811;Réactions allergiques;21;Médical;458;< 5
Région wallonne;812;Empoisonnement par agents médicamenteux;21;Médical;5322;13
Région wallonne;813;Autres complications de traitement;21;Médical;1820;352
Région wallonne;815;Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Médical;990;22
Région wallonne;816;Effets toxiques de substances non médicamenteuses;21;Médical;755;7
Région wallonne;841;Brûlures extensives du troisième degré avec greffe de peau;22;Chirurgical;5;0
Région wallonne;842;Brûlures avec greffe de peau excepté brûlures extensives du troisième degré;22;Chirurgical;109;50
Région wallonne;843;Brûlures extensives du troisième degré ou de « l'épaisseur totale » sans greffe de peau;22;Médical;9;< 5
Région wallonne;844;Brûlures de « l'épaisseur partielle » sans greffe de peau;22;Médical;180;18
Région wallonne;850;Procédure avec diagnostic de rééducation, suites de soins ou autre contact avec les services de santé;23;Chirurgical;3091;11131
Région wallonne;860;Rééducation;23;Médical;5181;< 5
Région wallonne;861;Signes, symptômes et autres facteurs influençant l'état de santé;23;Médical;14326;40767
Région wallonne;862;Autre suivi de soins et convalescence;23;Médical;7823;12867
Région wallonne;863;Suivi de soins néonatal;23;Médical;355;5
Région wallonne;890;HIV avec affections majeures multiples en rapport avec le HIV;24;Médical;33;< 5
Région wallonne;892;HIV avec une affection majeure en rapport avec le HIV;24;Médical;87;< 5
Région wallonne;893;HIV avec affections significatives multiples en rapport avec le HIV;24;Médical;17;0
Région wallonne;894;HIV avec une seule ou aucune affection significative en rapport avec le HIV;24;Médical;87;16
Région wallonne;910;Craniotomie pour polytraumatisme significatif;25;Chirurgical;55;0
Région wallonne;911;Procédure abdominale ou thoracique extensive pour polytraumatisme significatif;25;Chirurgical;74;0
Région wallonne;912;Procédures musculo-squelettiques et autres pour polytraumatisme significatif;25;Chirurgical;419;< 5
