drg_36;libellé_drg;mdc_36;libellé_mdc;type_de_drg;hospitalisation_classique;hospitalisation_de_jour
631;631 Nouveau-né, poids de naissance > 2499g avec autre procédure majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Chirurgical;86;0
633;633 Nouveau-né, poids de naissance > 2499g avec anomalie majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;471;0
634;634 Nouveau-né, poids de naissance > 2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;707;0
636;636 Nouveau-né, poids de naissance > 2499g avec infection congénitale ou périnatale;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;276;0
639;639 Nouveau-né, poids de naissance > 2499g avec autre affection significative;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;578;0
640;640 Nouveau-né, poids de naissance > 2499g, nouveau-né normal ou nouveau-né avec autres problèmes;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;2 268;6
650;650 Splénectomie;16;16 Sang, organes hématopoïétiques et système immunitaire;Chirurgical;141;0
651;651 Autres procédures sur sang et organes hématopoïétiques;16;16 Sang, organes hématopoïétiques et système immunitaire;Chirurgical;629;747
660;660 Diagnostics hématol./immunol. majeurs excepté crise drépanocytaire et crise de la coagulation;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;3 491;4 029
661;661 Troubles de la coagulation et des plaquettes;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;1 026;1 923
662;662 Crise d'anémie à cellules falciformes;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;798;85
663;663 Autres anémies et troubles sanguins et troubles des organes hematopoïétiques;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;9 752;18 917
680;680 Procédures majeures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Chirurgical;903;38
681;681 Autres procédures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Chirurgical;2 934;1 511
690;690 Leucémie aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;1 163;4 854
691;691 Lymphome, myélome et leucémie non aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;2 806;7 401
692;692 Radiothérapie;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;419;180
694;694 Affections malignes, lymphatiques et autres, et néoplasmes de comportement incertain;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;2 591;15 347
695;695 Chimiotherapie pour leucémie aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;1 416;10 832
696;696 Autre chimiotherapie;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;19 248;447 166
710;710 Infections et maladies parasitaires incluant le HIV avec procédure en salle d'opération;18;18 Maladies infectieuses et parasitaire;Chirurgical;1 742;120
711;711 Infections d'un dispositif post-opératoires, post-traumatiques et autres avec procédure en salle d'opération;18;18 Maladies infectieuses et parasitaire;Chirurgical;1 885;470
720;720 Septicémie et infections disséminées;18;18 Maladies infectieuses et parasitaire;Médical;12 533;20
721;721 Infections d'un dispositif post-opératoires, post-traumatiques et autres;18;18 Maladies infectieuses et parasitaire;Médical;3 641;392
722;722 Fièvre;18;18 Maladies infectieuses et parasitaire;Médical;3 827;28
723;723 Maladie virale;18;18 Maladies infectieuses et parasitaire;Médical;7 136;60
724;724 Autres maladies infectieuses et parasitaires;18;18 Maladies infectieuses et parasitaire;Médical;2 558;227
740;740 Diagnostic de maladie mentale avec procédure en salle d'opération;19;19 Troubles mentaux;Chirurgical;573;69
750;750 Schizophrénie;19;19 Troubles mentaux;Médical;460;27
751;751 Troubles dépressifs majeurs et psychoses autres/non spécifiées;19;19 Troubles mentaux;Médical;1 899;421
752;752 Troubles de la personnalité et du contrôle des impulsions;19;19 Troubles mentaux;Médical;294;< 5
753;753 Troubles bipolaires;19;19 Troubles mentaux;Médical;994;581
754;754 Dépression, excepté trouble dépressif majeur;19;19 Troubles mentaux;Médical;1 709;53
755;755 Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;19 Troubles mentaux;Médical;1 896;81
756;756 Etats d'anxiété et de délire aigus;19;19 Troubles mentaux;Médical;3 302;52
757;757 Troubles organiques de la santé mentale;19;19 Troubles mentaux;Médical;1 151;146
758;758 Troubles comportementaux;19;19 Troubles mentaux;Médical;439;21
759;759 Troubles de la nutrition;19;19 Troubles mentaux;Médical;391;< 5
760;760 Autres troubles de la santé mentale;19;19 Troubles mentaux;Médical;3 430;399
770;770 Abus ou dépendance à l'alcool et à la drogue, sortie contre l'avis medical;20;20 Alcoolisme et usage de drogue;Médical;496;< 5
772;772 Dépendance à l'alcool et à la drogue avec revalidation ou thérapie de revalidation/désintoxication;20;20 Alcoolisme et usage de drogue;Médical;1 110;12
773;773 Abus et dépendance aux opiacés;20;20 Alcoolisme et usage de drogue;Médical;500;< 5
774;774 Abus et dépendance à la cocaïne;20;20 Alcoolisme et usage de drogue;Médical;492;< 5
775;775 Abus et dépendance a l'alcool;20;20 Alcoolisme et usage de drogue;Médical;6 720;33
776;776 Abus et dépendance à d'autres drogues;20;20 Alcoolisme et usage de drogue;Médical;772;11
792;792 Procédures extensives en salle d'opération pour d'autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;859;199
793;793 Procédures modérément extensives en salle d'opération pour d'autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;2 055;848
794;794 Procédures non extensives en salle d'opération pour autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;651;673
810;810 Hémorragie ou hématome dues à complication;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 669;118
811;811 Réactions allergiques;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 155;< 5
812;812 Empoisonnement par agents médicamenteux;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;4 249;34
813;813 Autres complications de traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;2 959;1 321
815;815 Autres diagnostics de blessure, empoisonnement, effets toxiques;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;2 320;93
816;816 Effets toxiques de substances non médicamenteuses;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 397;20
817;817 Surdosage;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;5 013;5
841;841 Brûlures extensives du troisième degré avec greffe de peau;22;22 Brulures;Chirurgical;11;0
842;842 Brûlures avec greffe de peau excepté les brûlures extensives du 3ème degré;22;22 Brulures;Chirurgical;191;58
843;843 Brûlures extensives du troisième degré ou de l'epaisseur totale sans greffe de peau;22;22 Brulures;Médical;8;< 5
844;844 Brûlures de l'epaisseur partielle sans greffe de peau;22;22 Brulures;Médical;588;35
850;850 Procédure avec diagn. de rééducation, soins de suite ou autre contact avec services de santé;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Chirurgical;7 037;31 276
860;860 Revalidation;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;8 261;17
861;861 Signes, symptômes et autres facteurs influencant l'état de santé;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;25 923;253 398
862;862 Autre soins de suite et convalescence;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;13 683;59 756
863;863 Soins de suite néonataux;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;944;< 5
890;890 HIV avec multiples affections majeures associées au HIV;24;24 Infections HIV;Médical;156;< 5
892;892 HIV avec affections majeures associées au HIV;24;24 Infections HIV;Médical;251;30
893;893 HIV avec affections significatives multiples associées au HIV;24;24 Infections HIV;Médical;56;0
894;894 HIV avec une seule affection significative associée au HIV ou sans affections significatives associées;24;24 Infections HIV;Médical;298;68
910;910 Craniotomie pour polytraumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;195;0
911;911 Procédures abdominales/thoraciques extensives pour polytraumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;168;< 5
912;912 Procédures musculo-squelettiques et autres pour polytaumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;1 229;< 5
930;930 Polytraumatisme significatif sans procédure en salle d'opération;25;25 Polytraumatismes significatifs;Médical;1 334;13
950;950 Procédure extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;3 828;1 018
951;951 Procédure modérément extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;5 380;1 925
952;952 Procédure non extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;3 049;1 736
955;955 Diagnostic principal non valable comme diagnostic de sortie;00;00 Groupe residuel;Autre;30;< 5
956;956 Sejour non groupable;00;00 Groupe residuel;Autre;84;41
AAA;AAA Psychiatrie (A, K, T);SS;SS DRGs spéciaux;Autre;0;0
DDD;DDD Enregistrement provisoire;SS;SS DRGs spéciaux;Autre;0;0
MMM;MMM Hospitalisation de jour;SS;SS DRGs spéciaux;Autre;0;6 852
UAA;UAA Service d'urgences en Psychiatrie;SS;SS DRGs spéciaux;Autre;0;0
UUU;UUU Service d'urgences;SS;SS DRGs spéciaux;Autre;0;0
XXX;XXX Diagnostic dummy;SS;SS DRGs spéciaux;Autre;0;0
;;;;;1 521 150;1 845 872
