gewest;drg_34;drg_beschrijving;mdc_34;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;756;Acute angst en delirante toestanden;19;Medisch;1.609;< 5
Vlaams Gewest;757;Organische stoornissen van de geestelijke gezondheid;19;Medisch;3.030;90
Vlaams Gewest;758;Gedragsstoornissen;19;Medisch;185;20
Vlaams Gewest;759;Eetstoornissen;19;Medisch;164;7
Vlaams Gewest;760;Andere stoornissen van de mentale gezondheid;19;Medisch;2.139;191
Vlaams Gewest;770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;20;Medisch;278;< 5
Vlaams Gewest;772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;20;Medisch;274;< 5
Vlaams Gewest;773;Misbruik van en verslaving aan opiaten;20;Medisch;244;< 5
Vlaams Gewest;774;Misbruik van en verslaving aan cocaine;20;Medisch;213;< 5
Vlaams Gewest;775;Misbruik van en verslaving aan alcohol;20;Medisch;4.458;49
Vlaams Gewest;776;Misbruik van en verslaving aan andere drugs;20;Medisch;402;< 5
Vlaams Gewest;791;Operatiezaal procedures voor andere complicaties van de behandeling;21;Chirurgisch;2.692;1.102
Vlaams Gewest;811;Allergische reacties;21;Medisch;818;5
Vlaams Gewest;812;Vergiftiging door geneesmiddellen;21;Medisch;4.518;16
Vlaams Gewest;813;Andere complicaties van de behandeling;21;Medisch;2.942;784
Vlaams Gewest;815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Medisch;1.152;42
Vlaams Gewest;816;Toxische effecten van niet-medische substanties;21;Medisch;1.029;11
Vlaams Gewest;841;Extensieve derde graad brandwonden met huidgreffe;22;Chirurgisch;12;0
Vlaams Gewest;842;Brandwonden met huidgreffe behalve extensieve derde graad brandwonden;22;Chirurgisch;145;19
Vlaams Gewest;843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;22;Medisch;9;< 5
Vlaams Gewest;844;“Partial thickness” brandwonden zonder huidgreffe;22;Medisch;489;28
Vlaams Gewest;850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Chirurgisch;6.681;19.871
Vlaams Gewest;860;Revalidatie;23;Medisch;4.011;7
Vlaams Gewest;861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;23;Medisch;17.670;198.525
Vlaams Gewest;862;Andere nazorg en convalescentie;23;Medisch;10.490;52.417
Vlaams Gewest;863;Neonatale nazorg;23;Medisch;580;< 5
Vlaams Gewest;890;HIV met multipele majeure HIV gerelateerde aandoeningen;24;Medisch;56;0
Vlaams Gewest;892;HIV met majeure HIV gerelateerde aandoeningen;24;Medisch;106;27
Vlaams Gewest;893;HIV met multipele significante HIV gerelateerde aandoeningen;24;Medisch;20;0
Vlaams Gewest;894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;Medisch;158;80
Vlaams Gewest;910;Craniotomie voor multipele significante traumata;25;Chirurgisch;117;0
Vlaams Gewest;911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Chirurgisch;105;< 5
Vlaams Gewest;912;Musculo-skeletale en andere procedures voor multipele significante traumata;25;Chirurgisch;600;< 5
Vlaams Gewest;930;Multipele significante traumata zonder operatiezaal procedures;25;Medisch;707;8
Vlaams Gewest;950;Extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;2.703;975
Vlaams Gewest;951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;0;Chirurgisch;7.637;2.415
Vlaams Gewest;952;Niet-extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;3.142;1.957
Vlaams Gewest;955;Hoofddiagnose niet geldig als ontslagdiagnose;0;Andere;15;15
Vlaams Gewest;956;Niet te groeperen verblijven;0;Andere;33;45
Vlaams Gewest;MMM;Daghospitalisatie;SS;Andere;0;6.532
Waals Gewest;1;Lever- en/of darmtransplantatie;PP;Chirurgisch;101;0
Waals Gewest;2;Hart- en/of longtransplantatie;PP;Chirurgisch;70;0
Waals Gewest;3;Beenmergtransplantatie;PP;Chirurgisch;292;< 5
Waals Gewest;4;Extracorporele membraanoxygenatie of tracheostomie met langdurige mechanische ventilatie met extensieve procedure;PP;Chirurgisch;509;0
Waals Gewest;5;Tracheostomie met langdurige mechanische ventilatie zonder extensieve procedure;PP;Chirurgisch;126;0
Waals Gewest;6;Pancreastransplantatie;PP;Chirurgisch;5;0
Waals Gewest;20;Craniotomie voor trauma;1;Chirurgisch;308;< 5
Waals Gewest;21;Craniotomie behalve voor trauma;1;Chirurgisch;1.585;< 5
Waals Gewest;22;Procedures op een ventriculaire shunt;1;Chirurgisch;224;0
Waals Gewest;23;Spinale procedures;1;Chirurgisch;401;17
Waals Gewest;24;Extracraniale vasculaire procedures;1;Chirurgisch;1.826;13
Waals Gewest;26;Andere procedures op het zenuwstelsel en gerelateerde procedures;1;Chirurgisch;1.099;13.447
Waals Gewest;40;Spinale stoornissen en letsels;1;Medisch;160;35
Waals Gewest;41;Maligniteit van het zenuwstelsel;1;Medisch;995;118
Waals Gewest;42;Degeneratieve stoornissen van het zenuwstelsel met uitzondering van multipele sclerose;1;Medisch;3.948;46
Waals Gewest;43;Multipele sclerose en andere demyeliniserende ziekten;1;Medisch;1.039;77
Waals Gewest;44;Intracraniële hemorragie;1;Medisch;1.111;24
Waals Gewest;45;CVA en precerebrale occlusie met infarct;1;Medisch;4.692;5
Waals Gewest;46;Niet specifieke CVA en precerebrale occlusie zonder infarct;1;Medisch;213;42
Waals Gewest;47;Transitoire cerebrale ischemie (TIA);1;Medisch;2.147;13
Waals Gewest;48;Stoornissen van de perifere, craniale en autonome zenuwen;1;Medisch;1.331;1.446
Waals Gewest;49;Bacteriële en tuberculeuze infecties van het zenuwstelsel;1;Medisch;209;16
Waals Gewest;50;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;1;Medisch;294;9
Waals Gewest;51;Virale meningitis;1;Medisch;303;0
Waals Gewest;52;Niet-traumatische stupor en coma;1;Medisch;785;8
Waals Gewest;53;Epileptisch insult;1;Medisch;5.414;146
Waals Gewest;54;Migraine en andere hoofdpijn;1;Medisch;1.672;61
Waals Gewest;55;Hoofdtrauma met coma > 1 uur of met hemorragie;1;Medisch;1.223;< 5
Waals Gewest;56;Cerebrale contusie/laceratie en gecompliceerde schedelbreuk, met coma < 1 uur of zonder coma;1;Medisch;100;< 5
Waals Gewest;57;Hersenschudding, gesloten schedelbreuk niet anders gespecificeerd, niet gecompliceerd intracraniaal letsel, coma < 1 uur of geen coma;1;Medisch;2.329;< 5
Waals Gewest;58;Andere stoornissen van het zenuwstelsel;1;Medisch;6.534;485
Waals Gewest;70;Procedures op de orbita;2;Chirurgisch;219;100
Waals Gewest;73;Procedures op het oog behalve op de orbita;2;Chirurgisch;3.759;42.504
Waals Gewest;80;Acute majeure ooginfecties;2;Medisch;176;0
Waals Gewest;82;Oogstoornissen behalve majeure infecties;2;Medisch;963;627
Waals Gewest;89;Majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;479;1.856
Waals Gewest;90;Majeure procedures op larynx en trachea;3;Chirurgisch;123;55
Waals Gewest;91;Andere majeure procedures op hoofd en hals;3;Chirurgisch;279;5
Waals Gewest;92;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;1.269;2.278
Waals Gewest;93;Procedures op sinussen en mastoïd;3;Chirurgisch;1.214;654
Waals Gewest;95;Palatoplastie en herstel van hazelip;3;Chirurgisch;54;8
Waals Gewest;97;Procedures op tonsillen en adenoïden;3;Chirurgisch;1.938;11.636
Waals Gewest;98;Andere procedures op oren, neus, mond en keel;3;Chirurgisch;4.382;7.133
Waals Gewest;110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;3;Medisch;756;561
Waals Gewest;111;Vertigo en andere labyrintstoornissen;3;Medisch;1.205;13
Waals Gewest;113;Infecties bovenste luchtwegen;3;Medisch;5.280;205
Waals Gewest;114;Dentale en orale ziekten en letsels;3;Medisch;1.400;22.984
Waals Gewest;115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;3;Medisch;22.955;1.730
Waals Gewest;120;Majeure thoracale en respiratoire procedures;4;Chirurgisch;1.310;140
Waals Gewest;121;Andere respiratoire en thoracale procedures;4;Chirurgisch;1.374;136
Waals Gewest;130;Diagnose van het respiratoire stelsel met kunstmatige beademing 96+ uur;4;Medisch;385;0
Waals Gewest;131;Mucoviscidose (cystic fibrosis) - longziekte;4;Medisch;263;23
Waals Gewest;132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;4;Medisch;43;0
Waals Gewest;133;Respiratoire insufficiëntie;4;Medisch;477;< 5
Waals Gewest;134;Longembolie;4;Medisch;2.010;6
Waals Gewest;135;Majeur thoracaal en respiratoir trauma;4;Medisch;1.163;< 5
Waals Gewest;136;Maligne respiratoire aandoening;4;Medisch;2.776;1.407
Waals Gewest;137;Majeure respiratoire infecties en inflammaties;4;Medisch;3.162;58
Waals Gewest;138;Bronchiolitis en respiratoir syncytiaal virus (RSV) pneumonie;4;Medisch;3.132;< 5
Waals Gewest;139;Andere pneumonie;4;Medisch;9.252;39
Waals Gewest;140;Chronische obstructieve longaandoeningen;4;Medisch;11.455;308
Waals Gewest;141;Astma;4;Medisch;1.767;37
Waals Gewest;142;Interstitiële en alveolaire longziekte;4;Medisch;655;127
Waals Gewest;143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;4;Medisch;2.458;544
Waals Gewest;144;Respiratoire tekens, symptomen en mineure diagnosen;4;Medisch;7.007;1.229
Waals Gewest;160;Majeur cardiothoracaal herstel van hartanomalie;5;Chirurgisch;16;0
Waals Gewest;161;Inplantatie van hartdefibrillator en hartassistentiesyteem;5;Chirurgisch;447;12
Waals Gewest;162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;149;0
Waals Gewest;163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1.081;< 5
Waals Gewest;165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;338;0
Waals Gewest;166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1.331;0
Waals Gewest;167;Andere cardiothoracale procedures en thoracovasculaire procedures;5;Chirurgisch;992;36
Waals Gewest;169;Majeure abdominale vasculaire procedures;5;Chirurgisch;998;9
Waals Gewest;170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;5;Chirurgisch;113;0
Waals Gewest;171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;5;Chirurgisch;2.320;7
Waals Gewest;174;Percutane coronaire procedures met acuut myocardinfarct;5;Chirurgisch;3.047;97
Waals Gewest;175;Percutane coronaire procedures zonder acuut myocardinfarct;5;Chirurgisch;8.396;209
Waals Gewest;176;Vervangen van pacemaker of defibrillator;5;Chirurgisch;798;204
Waals Gewest;177;Revisie van pacemaker of defibrillator behalve toestel vervanging;5;Chirurgisch;291;37
Waals Gewest;180;Andere procedures op het circulatoire systeem;5;Chirurgisch;1.003;4.813
Waals Gewest;181;Procedures op de arteries van de onderste ledematen;5;Chirurgisch;5.404;251
Waals Gewest;182;Andere perifere vasculaire procedures;5;Chirurgisch;1.618;1.489
Waals Gewest;190;Acuut myocardinfarct;5;Medisch;2.429;102
Waals Gewest;191;Hartkatheterisatie voor coronaire condities;5;Medisch;4.498;1.928
Waals Gewest;192;Hartkatheterisatie voor andere niet-coronaire condities;5;Medisch;4.595;1.033
Waals Gewest;193;Acute en subacute endocarditis;5;Medisch;103;0
Waals Gewest;194;Hartfalen;5;Medisch;8.109;13
Waals Gewest;196;Hartstilstand en shock;5;Medisch;413;10
Waals Gewest;197;Perifere en andere vasculaire stoornissen;5;Medisch;2.088;527
Waals Gewest;198;Angina pectoris en coronaire atherosclerose;5;Medisch;1.408;35
Waals Gewest;199;Hypertensie;5;Medisch;1.007;15
Waals Gewest;200;Structurele hartaandoeningen en kleplijden;5;Medisch;453;32
Waals Gewest;201;Hartaritmie en geleidingsstoornissen;5;Medisch;6.217;1.449
Waals Gewest;203;Thoracale pijn;5;Medisch;1.217;75
Waals Gewest;204;Syncope en collaps;5;Medisch;2.300;18
Waals Gewest;205;Cardiomyopathie;5;Medisch;167;< 5
Waals Gewest;206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;5;Medisch;504;121
Waals Gewest;207;Andere diagnosen van het circulatoir stelsel;5;Medisch;1.655;131
Waals Gewest;220;Majeure procedures op oesofagus, maag en duodenum;6;Chirurgisch;1.421;137
Waals Gewest;221;Majeure procedures op dunne en dikke darm;6;Chirurgisch;5.093;54
Waals Gewest;222;Andere procedures op oesofagus, maag en duodenum;6;Chirurgisch;1.937;302
Waals Gewest;223;Andere procedures op dunne en dikke darm;6;Chirurgisch;1.493;847
Waals Gewest;224;Peritoneale adhesiolyse;6;Chirurgisch;479;13
Waals Gewest;225;Appendectomie;6;Chirurgisch;4.111;62
Waals Gewest;226;Anale procedures;6;Chirurgisch;2.496;2.380
Waals Gewest;227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;3.333;885
Waals Gewest;228;Procedures voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;6.073;2.784
Waals Gewest;229;Andere procedures op het spijsverteringsstelsel en abdomen;6;Chirurgisch;1.066;364
Waals Gewest;240;Maligne aandoeningen van het spijsverteringsstelsel;6;Medisch;2.337;2.517
Waals Gewest;241;Peptisch ulcus en gastritis;6;Medisch;2.193;5.689
Waals Gewest;242;Majeure slokdarmstoornissen;6;Medisch;211;151
Waals Gewest;243;Andere slokdarmstoornissen;6;Medisch;2.362;8.441
Waals Gewest;244;Diverticulitis en diverticulosis;6;Medisch;3.687;5.697
Waals Gewest;245;Inflammatoire darmziekte;6;Medisch;1.211;2.923
Waals Gewest;246;Gastro-intestinale vasculaire insufficiëntie;6;Medisch;434;34
Waals Gewest;247;Intestinale obstructie;6;Medisch;2.439;253
Waals Gewest;248;Majeure gastro-intestinale en peritoneale infecties;6;Medisch;1.487;37
Waals Gewest;249;Andere gastro-enteritis, misselijkheid en braken;6;Medisch;8.160;2.540
Waals Gewest;251;Abdominale pijn;6;Medisch;1.828;2.982
Waals Gewest;252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;6;Medisch;1.023;323
Waals Gewest;253;Andere en niet gespecificeerde gastro-intestinale hemorragie;6;Medisch;946;867
Waals Gewest;254;Andere diagnosen van spijsverteringsstelsel;6;Medisch;7.040;25.908
Waals Gewest;260;Majeure pancreas-, lever- en shuntprocedures;7;Chirurgisch;903;65
Waals Gewest;261;Majeure procedures op de galwegen;7;Chirurgisch;518;32
Waals Gewest;262;Cholecystectomie, behalve laparoscopisch;7;Chirurgisch;314;22
Waals Gewest;263;Laparoscopische cholecystectomie;7;Chirurgisch;7.108;409
Waals Gewest;264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;7;Chirurgisch;1.135;569
Waals Gewest;279;Hepatisch coma en andere majeure acute leverstoornissen;7;Medisch;396;49
Waals Gewest;280;Alcoholische leverziekte;7;Medisch;1.693;99
Waals Gewest;281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;7;Medisch;1.683;795
Waals Gewest;282;Stoornissen van de pancreas behalve maligne aandoeningen;7;Medisch;2.665;448
Waals Gewest;283;Andere leverstoornissen;7;Medisch;911;251
Waals Gewest;284;Stoornissen van de galblaas en de galwegen;7;Medisch;3.293;295
Waals Gewest;301;Vervanging van heupgewricht;8;Chirurgisch;9.802;13
Waals Gewest;302;Vervanging van kniegewricht;8;Chirurgisch;8.221;5
Waals Gewest;303;Dorsolumbale arthrodese bij wervelkolomafwijkingen;8;Chirurgisch;108;0
Waals Gewest;304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;8;Chirurgisch;2.369;< 5
Waals Gewest;305;Amputatie van onderste lidmaat behalve tenen;8;Chirurgisch;504;< 5
Waals Gewest;308;Herstellen van heup en femur fracturen;8;Chirurgisch;3.746;< 5
Waals Gewest;309;Andere significante procedures op heup en femur;8;Chirurgisch;1.093;277
Waals Gewest;310;Excisie en decompressie van discus intervertebralis;8;Chirurgisch;5.513;21
Waals Gewest;312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;8;Chirurgisch;253;221
Waals Gewest;313;Procedures op de knie en het onderbeen, behalve op de voet;8;Chirurgisch;6.084;8.995
Waals Gewest;314;Procedures op voet en tenen;8;Chirurgisch;5.127;1.810
Waals Gewest;315;Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;8;Chirurgisch;10.071;3.329
Waals Gewest;316;Procedures op hand en pols;8;Chirurgisch;1.508;10.997
Waals Gewest;317;Procedures op pees, spier en andere weke weefsels;8;Chirurgisch;3.028;2.384
Waals Gewest;320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;8;Chirurgisch;3.422;3.344
Waals Gewest;321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;8;Chirurgisch;1.801;97
Waals Gewest;322;Vervanging van schouder en elleboog gewricht;8;Chirurgisch;409;23
Waals Gewest;340;Femurfracturen;8;Medisch;534;< 5
Waals Gewest;341;Fracturen van het bekken of luxatie van de heup;8;Medisch;1.014;23
Waals Gewest;342;Fracturen of luxatie, behalve femur, heup en bekken;8;Medisch;2.781;1.124
Waals Gewest;343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;8;Medisch;667;209
Waals Gewest;344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;8;Medisch;587;67
Waals Gewest;346;Stoornissen van het bindweefsel;8;Medisch;1.035;854
Waals Gewest;347;Andere stoornissen, breuken en letsels van de rug en van de nek;8;Medisch;5.564;20.517
Waals Gewest;349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;8;Medisch;851;168
Waals Gewest;351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;8;Medisch;4.422;3.116
Waals Gewest;361;Huidgreffe voor huid en subcutaan weefsel diagnosen;9;Chirurgisch;1.659;3.055
Waals Gewest;362;Mastectomie procedures;9;Chirurgisch;1.709;132
Waals Gewest;363;Procedures op de borst, behalve mastectomie;9;Chirurgisch;5.347;1.656
Waals Gewest;364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;9;Chirurgisch;2.756;2.312
Waals Gewest;380;Huidulcera;9;Medisch;660;24
Waals Gewest;381;Majeure aandoeningen van de huid;9;Medisch;244;169
Waals Gewest;382;Maligne aandoeningen van de mamma;9;Medisch;462;1.045
Waals Gewest;383;Cellulitis en andere huidinfecties;9;Medisch;3.942;759
Waals Gewest;384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;9;Medisch;2.187;866
Waals Gewest;385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;9;Medisch;1.691;6.037
Waals Gewest;401;Procedures op bijnieren en hypofyse;10;Chirurgisch;202;< 5
Waals Gewest;403;Procedures voor obesitas;10;Chirurgisch;6.487;19
Waals Gewest;404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;2.761;16
Waals Gewest;405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;140;11
Waals Gewest;420;Diabetes;10;Medisch;3.295;28
Waals Gewest;421;Malnutritie,  “failure to thrive” en andere nutritionele stoornissen;10;Medisch;2.040;600
Waals Gewest;422;Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;1.406;< 5
Waals Gewest;423;Congenitale afwijkingen van het metabolisme;10;Medisch;157;77
Waals Gewest;424;Andere endocriene stoornissen;10;Medisch;1.114;125
Waals Gewest;425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;10;Medisch;1.457;6
Waals Gewest;440;Niertransplantatie;11;Chirurgisch;155;0
Waals Gewest;441;Majeure procedures op de blaas;11;Chirurgisch;572;35
Waals Gewest;442;Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;634;9
Waals Gewest;443;Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;3.419;2.070
Waals Gewest;444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;11;Chirurgisch;376;125
Waals Gewest;445;Andere procedures op de blaas;11;Chirurgisch;418;139
Waals Gewest;446;Transurethrale en urethrale procedures;11;Chirurgisch;3.446;644
Waals Gewest;447;Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;213;29
Waals Gewest;461;Maligne aandoening van de nier en urinewegen;11;Medisch;805;738
Waals Gewest;462;Nefritis en nefrose;11;Medisch;256;27
Waals Gewest;463;Infecties van de nier en de urinewegen;11;Medisch;8.624;281
Waals Gewest;465;Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;3.773;2.863
Waals Gewest;466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;11;Medisch;827;130
Waals Gewest;468;Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;2.836;5.765
Waals Gewest;469;Acute nierziekten;11;Medisch;1.142;19
Waals Gewest;470;Chronische nierziekten;11;Medisch;988;254
Waals Gewest;480;Majeure procedures in het kleine bekken bij de man;12;Chirurgisch;1.184;< 5
Waals Gewest;481;Procedures op de penis;12;Chirurgisch;452;513
Waals Gewest;482;Transurethrale prostatectomie;12;Chirurgisch;2.161;17
Waals Gewest;483;Procedures op de testes en het scrotum;12;Chirurgisch;986;1.557
Waals Gewest;484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;750;166
Waals Gewest;500;Maligne aandoening van het mannelijk voortplantingsstelsel;12;Medisch;407;694
Waals Gewest;501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;1.594;9.874
Waals Gewest;510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;13;Chirurgisch;299;0
Waals Gewest;511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;199;< 5
Waals Gewest;512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;13;Chirurgisch;355;33
Waals Gewest;513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;5.676;2.951
Waals Gewest;514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;13;Chirurgisch;1.409;163
Waals Gewest;517;Dilatatie en curettage voor niet-verloskundige diagnosen;13;Chirurgisch;242;1.771
Waals Gewest;518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;741;2.154
Waals Gewest;519;Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;1.605;278
Waals Gewest;530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;13;Medisch;464;321
Waals Gewest;531;Infecties van het vrouwelijke voortplantingsstelsel;13;Medisch;337;141
Waals Gewest;532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;13;Medisch;728;3.160
Waals Gewest;540;Bevalling met sectio caesarea;14;Chirurgisch;8.027;27
Waals Gewest;541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1.122;48
Waals Gewest;542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;305;< 5
Waals Gewest;544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;633;2.941
Waals Gewest;545;Procedure voor ectopische zwangerschap;14;Chirurgisch;439;21
Waals Gewest;546;Andere operatiezaal procedures voor verloskundige diagnosen behalve bevalling;14;Chirurgisch;196;143
Waals Gewest;560;Vaginale bevalling;14;Medisch;26.643;602
Waals Gewest;561;Diagnosen in het postpartum en post abortus, zonder ingrepen;14;Medisch;513;29
Waals Gewest;563;Vroegtijdige arbeid;14;Medisch;1.838;< 5
Waals Gewest;564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;14;Medisch;308;91
Waals Gewest;565;Valse arbeid;14;Medisch;469;< 5
Waals Gewest;566;Andere diagnosen in het antepartum;14;Medisch;3.315;651
Waals Gewest;580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;33;0
Waals Gewest;581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;16;6
Waals Gewest;583;Pasgeborene, met extracorporele membraanoxygenatie (ECMO);15;Chirurgisch;< 5;0
Waals Gewest;588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;15;Chirurgisch;27;0
Waals Gewest;589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;15;Medisch;10;0
Waals Gewest;591;Pasgeborene, geboortegewicht 500-749 g zonder majeure procedure;15;Medisch;36;0
Waals Gewest;593;Pasgeborene, geboortegewicht 750-999 g zonder majeure procedure;15;Medisch;71;0
Waals Gewest;602;Pasgeborene, geboortegewicht 1 000-1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;15;Medisch;86;0
Waals Gewest;603;Pasgeborene, geboortegewicht 1 000-1 249 g met of zonder andere significante aandoening;15;Medisch;19;0
Waals Gewest;607;Pasgeborene, geboortegewicht 1 250-1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;15;Medisch;99;0
Waals Gewest;608;Pasgeborene, geboortegewicht 1 250-1 499 g met of zonder andere significante aandoening;15;Medisch;53;0
Waals Gewest;609;Pasgeborene, geboortegewicht 1 500-2 499 g met majeure procedure;15;Chirurgisch;19;0
Waals Gewest;611;Pasgeborene, geboortegewicht 1 500-1 999 g met majeure anomalie;15;Medisch;53;0
Waals Gewest;612;Pasgeborene, geboortegewicht 1 500-1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;134;0
Waals Gewest;613;Pasgeborene, geboortegewicht 1 500-1 999 g met congenitale of perinatale infecties;15;Medisch;14;0
Waals Gewest;614;Andere pasgeborene, geboortegewicht 1 500-1 999 g met of zonder andere significante aandoening;15;Medisch;162;0
Waals Gewest;621;Pasgeborene, geboortegewicht 2 000-2 499 g met majeure anomalie;15;Medisch;51;0
Waals Gewest;622;Pasgeborene, geboortegewicht 2 000-2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;128;0
Waals Gewest;623;Pasgeborene, geboortegewicht 2 000-2 499 g met congenitale of perinatale infectie;15;Medisch;14;0
Waals Gewest;625;Pasgeborene, geboortegewicht 2 000-2 499 g, hier geboren, met andere significante aandoening;15;Medisch;91;0
Waals Gewest;626;Pasgeborene, geboortegewicht 2 000-2 499 g, normale pasgeborene of pasgeborene met ander probleem;15;Medisch;238;0
Waals Gewest;630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;15;Chirurgisch;18;0
Waals Gewest;631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;15;Chirurgisch;31;< 5
Waals Gewest;633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;15;Medisch;130;0
Waals Gewest;634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;252;0
Waals Gewest;636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;15;Medisch;94;0
Waals Gewest;639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;15;Medisch;232;0
Waals Gewest;640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;15;Medisch;712;< 5
Waals Gewest;650;Splenectomie;16;Chirurgisch;53;0
