code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
422;Hypovolemie en gerelateerde electrolytenstoornissen;Medisch;10;Daghosp.;17
423;Congenitale afwijkingen van het metabolisme;Medisch;10;Klass. hosp;484
423;Congenitale afwijkingen van het metabolisme;Medisch;10;Daghosp.;246
424;Andere endocriene stoornissen;Medisch;10;Klass. hosp;3315
424;Andere endocriene stoornissen;Medisch;10;Daghosp.;264
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;Medisch;10;Klass. hosp;4844
425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;Medisch;10;Daghosp.;32
440;Niertransplantatie;Chirurgisch;11;Klass. hosp;443
441;Majeure procedures op de blaas;Chirurgisch;11;Klass. hosp;1116
441;Majeure procedures op de blaas;Chirurgisch;11;Daghosp.;11
442;Procedures op nier en urinewegen voor maligne aandoening;Chirurgisch;11;Klass. hosp;2016
442;Procedures op nier en urinewegen voor maligne aandoening;Chirurgisch;11;Daghosp.;7
443;Procedures op nier en urinewegen voor niet maligne aandoening;Chirurgisch;11;Klass. hosp;2947
443;Procedures op nier en urinewegen voor niet maligne aandoening;Chirurgisch;11;Daghosp.;233
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;Chirurgisch;11;Klass. hosp;1766
444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;Chirurgisch;11;Daghosp.;433
445;Andere procedures op de blaas;Chirurgisch;11;Klass. hosp;1782
445;Andere procedures op de blaas;Chirurgisch;11;Daghosp.;338
446;Transurethrale en urethrale procedures;Chirurgisch;11;Klass. hosp;17350
446;Transurethrale en urethrale procedures;Chirurgisch;11;Daghosp.;5430
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;Chirurgisch;11;Klass. hosp;1213
447;Andere procedures op nieren, urinewegen en gerelateerde procedures;Chirurgisch;11;Daghosp.;322
460;Nierinsufficiëntie;Medisch;11;Klass. hosp;4558
460;Nierinsufficiëntie;Medisch;11;Daghosp.;190
461;Maligne aandoening van de nier en urinewegen;Medisch;11;Klass. hosp;1595
461;Maligne aandoening van de nier en urinewegen;Medisch;11;Daghosp.;2696
462;Nefritis en nefrose;Medisch;11;Klass. hosp;950
462;Nefritis en nefrose;Medisch;11;Daghosp.;167
463;Infecties van de nier en de urinewegen;Medisch;11;Klass. hosp;20718
463;Infecties van de nier en de urinewegen;Medisch;11;Daghosp.;903
465;Urinaire stenen en verworven bovenste urinewegobstructie;Medisch;11;Klass. hosp;12099
465;Urinaire stenen en verworven bovenste urinewegobstructie;Medisch;11;Daghosp.;12693
466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;Medisch;11;Klass. hosp;2857
466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;Medisch;11;Daghosp.;855
468;Andere nier en urinewegen diagnosen, tekens en symptomen;Medisch;11;Klass. hosp;11203
468;Andere nier en urinewegen diagnosen, tekens en symptomen;Medisch;11;Daghosp.;19202
480;Majeure procedures in het kleine bekken bij de man;Chirurgisch;12;Klass. hosp;4040
480;Majeure procedures in het kleine bekken bij de man;Chirurgisch;12;Daghosp.;25
481;Procedures op de penis;Chirurgisch;12;Klass. hosp;1330
481;Procedures op de penis;Chirurgisch;12;Daghosp.;1753
482;Transurethrale prostatectomie;Chirurgisch;12;Klass. hosp;7958
482;Transurethrale prostatectomie;Chirurgisch;12;Daghosp.;34
483;Procedures op de testes en het scrotum;Chirurgisch;12;Klass. hosp;2550
483;Procedures op de testes en het scrotum;Chirurgisch;12;Daghosp.;5868
484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;Chirurgisch;12;Klass. hosp;1451
484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;Chirurgisch;12;Daghosp.;22708
500;Maligne aandoening van het mannelijk voortplantingsstelsel;Medisch;12;Klass. hosp;1135
500;Maligne aandoening van het mannelijk voortplantingsstelsel;Medisch;12;Daghosp.;1837
501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;Medisch;12;Klass. hosp;4114
501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;Medisch;12;Daghosp.;15775
510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;Chirurgisch;13;Klass. hosp;2044
510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;Chirurgisch;13;Daghosp.;15
511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;Chirurgisch;13;Klass. hosp;518
511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;Chirurgisch;13;Daghosp.;23
512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;Chirurgisch;13;Klass. hosp;785
512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;Chirurgisch;13;Daghosp.;113
513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;Chirurgisch;13;Klass. hosp;14791
513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;Chirurgisch;13;Daghosp.;10093
514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;Chirurgisch;13;Klass. hosp;7547
514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;Chirurgisch;13;Daghosp.;1335
517;Dilatatie en curettage voor niet-verloskundige diagnosen;Chirurgisch;13;Klass. hosp;638
517;Dilatatie en curettage voor niet-verloskundige diagnosen;Chirurgisch;13;Daghosp.;6587
518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;Chirurgisch;13;Klass. hosp;2639
518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;Chirurgisch;13;Daghosp.;5937
519;Procedures op uterus/adnexen voor leiomyoma;Chirurgisch;13;Klass. hosp;4896
519;Procedures op uterus/adnexen voor leiomyoma;Chirurgisch;13;Daghosp.;1047
530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;1231
530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;1043
531;Infecties van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;1103
531;Infecties van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;609
532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;Medisch;13;Klass. hosp;2360
532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;Medisch;13;Daghosp.;9786
540;Bevalling met sectio caesarea;Chirurgisch;14;Klass. hosp;25817
540;Bevalling met sectio caesarea;Chirurgisch;14;Daghosp.;51
541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Klass. hosp;338
541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Daghosp.;22
542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Klass. hosp;267
542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;Chirurgisch;14;Daghosp.;1
544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;Chirurgisch;14;Klass. hosp;2057
544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;Chirurgisch;14;Daghosp.;10881
545;Procedure voor ectopische zwangerschap;Chirurgisch;14;Klass. hosp;1405
545;Procedure voor ectopische zwangerschap;Chirurgisch;14;Daghosp.;111
546;Andere O.R. procedures voor verloskundige diagnosen behalve bevalling;Chirurgisch;14;Klass. hosp;616
546;Andere O.R. procedures voor verloskundige diagnosen behalve bevalling;Chirurgisch;14;Daghosp.;388
560;Vaginale bevalling;Medisch;14;Klass. hosp;94638
560;Vaginale bevalling;Medisch;14;Daghosp.;568
561;Diagnosen in het postpartum en post abortus, zonder ingrepen;Medisch;14;Klass. hosp;1789
561;Diagnosen in het postpartum en post abortus, zonder ingrepen;Medisch;14;Daghosp.;227
563;Dreigende abortus;Medisch;14;Klass. hosp;5866
563;Dreigende abortus;Medisch;14;Daghosp.;7
564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;Medisch;14;Klass. hosp;1121
564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;Medisch;14;Daghosp.;327
565;Valse arbeid;Medisch;14;Klass. hosp;879
565;Valse arbeid;Medisch;14;Daghosp.;9
566;Andere diagnosen in het antepartum;Medisch;14;Klass. hosp;12051
566;Andere diagnosen in het antepartum;Medisch;14;Daghosp.;3947
580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;Medisch;15;Klass. hosp;220
580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;Medisch;15;Daghosp.;1
581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;Medisch;15;Klass. hosp;44
581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;Medisch;15;Daghosp.;3
583;Pasgeborene, met ECMO;Chirurgisch;15;Klass. hosp;10
588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;Chirurgisch;15;Klass. hosp;109
589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;Medisch;15;Klass. hosp;24
591;Pasgeborene, geboortegewicht 500–749 g zonder majeure procedure;Medisch;15;Klass. hosp;97
593;Pasgeborene, geboortegewicht 750–999 g zonder majeure procedure;Medisch;15;Klass. hosp;272
602;Pasgeborene, geboortegewicht 1 000–1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;Medisch;15;Klass. hosp;242
603;Pasgeborene, geboortegewicht 1 000–1 249 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;61
607;Pasgeborene, geboortegewicht 1 250–1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;Medisch;15;Klass. hosp;347
608;Pasgeborene, geboortegewicht 1 250–1 499 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;143
609;Pasgeborene, geboortegewicht 1 500–2 499 g met majeure procedure;Chirurgisch;15;Klass. hosp;88
611;Pasgeborene, geboortegewicht 1 500–1 999 g met majeure anomalie;Medisch;15;Klass. hosp;210
612;Pasgeborene, geboortegewicht 1 500–1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;332
613;Pasgeborene, geboortgewicht 1 500–1 999 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;63
614;Andere pasgeborene, geboortegewicht 1 500–1 999 g met of zonder andere significante aandoening;Medisch;15;Klass. hosp;443
621;Pasgeborene, geboortgewicht 2 000–2 499 g met majeure anomalie;Medisch;15;Klass. hosp;163
622;Pasgeborene, geboortegewicht 2 000–2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;224
623;Pasgeborene, geboortegewicht 2 000–2 499 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;63
625;Pasgeborene, geboortegewicht 2 000–2 499 g, hier geboren, met andere significante aandoening;Medisch;15;Klass. hosp;200
626;Pasgeborene, geboortegewicht 2 000–2 499 g, normale pasgeborene of pasgeborene met ander probleem;Medisch;15;Klass. hosp;419
630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;Chirurgisch;15;Klass. hosp;95
631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;Chirurgisch;15;Klass. hosp;123
633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;Medisch;15;Klass. hosp;384
634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;Medisch;15;Klass. hosp;477
636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;Medisch;15;Klass. hosp;231
639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;Medisch;15;Klass. hosp;561
640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;Medisch;15;Klass. hosp;1296
640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;Medisch;15;Daghosp.;14
650;Splenectomie;Chirurgisch;16;Klass. hosp;224
651;Andere procedures op bloed en bloedvormende organen;Chirurgisch;16;Klass. hosp;709
651;Andere procedures op bloed en bloedvormende organen;Chirurgisch;16;Daghosp.;743
660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;Medisch;16;Klass. hosp;3895
660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;Medisch;16;Daghosp.;2469
661;Bloedstollingsstoornissen en bloedplaatjes;Medisch;16;Klass. hosp;1043
661;Bloedstollingsstoornissen en bloedplaatjes;Medisch;16;Daghosp.;1800
662;Crisis van sikkelcelanemie;Medisch;16;Klass. hosp;766
662;Crisis van sikkelcelanemie;Medisch;16;Daghosp.;191
663;Andere anemia en bloedstoornissen en hematopoietische organen;Medisch;16;Klass. hosp;10147
663;Andere anemia en bloedstoornissen en hematopoietische organen;Medisch;16;Daghosp.;18908
680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;Chirurgisch;17;Klass. hosp;868
680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;Chirurgisch;17;Daghosp.;24
681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;Chirurgisch;17;Klass. hosp;2914
681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;Chirurgisch;17;Daghosp.;1124
690;Acute leukemie;Medisch;17;Klass. hosp;1284
690;Acute leukemie;Medisch;17;Daghosp.;3390
691;Lymfoom, myeloom en niet-acute leukemie;Medisch;17;Klass. hosp;3297
691;Lymfoom, myeloom en niet-acute leukemie;Medisch;17;Daghosp.;6376
692;Radiotherapie;Medisch;17;Klass. hosp;750
692;Radiotherapie;Medisch;17;Daghosp.;328
693;Chemotherapie;Medisch;17;Klass. hosp;27565
693;Chemotherapie;Medisch;17;Daghosp.;343003
694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;Medisch;17;Klass. hosp;2538
694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;Medisch;17;Daghosp.;12929
710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;Chirurgisch;18;Klass. hosp;1376
710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;Chirurgisch;18;Daghosp.;79
711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;Chirurgisch;18;Klass. hosp;1633
711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;Chirurgisch;18;Daghosp.;303
720;Septicemie en gedissemineerde infecties;Medisch;18;Klass. hosp;9674
720;Septicemie en gedissemineerde infecties;Medisch;18;Daghosp.;47
721;Postoperatieve, posttraumatische en andere toestel infecties;Medisch;18;Klass. hosp;4476
721;Postoperatieve, posttraumatische en andere toestel infecties;Medisch;18;Daghosp.;378
722;Koorts;Medisch;18;Klass. hosp;3848
722;Koorts;Medisch;18;Daghosp.;31
723;Virale ziekte;Medisch;18;Klass. hosp;8102
723;Virale ziekte;Medisch;18;Daghosp.;38
724;Andere infectieuze en parasitaire ziekten;Medisch;18;Klass. hosp;3108
724;Andere infectieuze en parasitaire ziekten;Medisch;18;Daghosp.;347
740;Diagnosen van mentale ziekte met operatiezaal procedures;Chirurgisch;19;Klass. hosp;463
740;Diagnosen van mentale ziekte met operatiezaal procedures;Chirurgisch;19;Daghosp.;29
750;Schizofrenie;Medisch;19;Klass. hosp;400
750;Schizofrenie;Medisch;19;Daghosp.;28
751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;Medisch;19;Klass. hosp;3561
751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;Medisch;19;Daghosp.;707
752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;Medisch;19;Klass. hosp;452
753;Bipolaire stoornissen;Medisch;19;Klass. hosp;796
753;Bipolaire stoornissen;Medisch;19;Daghosp.;102
754;Depressie, behalve majeure depressieve diagnosen;Medisch;19;Klass. hosp;4115
754;Depressie, behalve majeure depressieve diagnosen;Medisch;19;Daghosp.;157
755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;Medisch;19;Klass. hosp;1883
755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;Medisch;19;Daghosp.;21
756;Acute angst en delirante toestanden;Medisch;19;Klass. hosp;3149
756;Acute angst en delirante toestanden;Medisch;19;Daghosp.;21
757;Organische stoornissen van de geestelijke gezondheid;Medisch;19;Klass. hosp;4829
757;Organische stoornissen van de geestelijke gezondheid;Medisch;19;Daghosp.;119
758;Gedragsstoornissen van de kindertijd;Medisch;19;Klass. hosp;711
758;Gedragsstoornissen van de kindertijd;Medisch;19;Daghosp.;34
759;Eetstoornissen;Medisch;19;Klass. hosp;327
759;Eetstoornissen;Medisch;19;Daghosp.;6
760;Andere stoornissen van de mentale gezondheid;Medisch;19;Klass. hosp;5104
760;Andere stoornissen van de mentale gezondheid;Medisch;19;Daghosp.;401
770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;Medisch;20;Klass. hosp;753
770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;Medisch;20;Daghosp.;4
772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;Medisch;20;Klass. hosp;1573
773;Misbruik van en verslaving aan opiaten;Medisch;20;Klass. hosp;444
773;Misbruik van en verslaving aan opiaten;Medisch;20;Daghosp.;2
774;Misbruik van en verslaving aan cocaine;Medisch;20;Klass. hosp;306
774;Misbruik van en verslaving aan cocaine;Medisch;20;Daghosp.;3
775;Misbruik van en verslaving aan alcohol;Medisch;20;Klass. hosp;8952
775;Misbruik van en verslaving aan alcohol;Medisch;20;Daghosp.;303
776;Misbruik van en verslaving aan andere drugs;Medisch;20;Klass. hosp;1253
776;Misbruik van en verslaving aan andere drugs;Medisch;20;Daghosp.;3
791;Operatiezaal procedures voor andere complicaties van de behandeling;Chirurgisch;21;Klass. hosp;4381
791;Operatiezaal procedures voor andere complicaties van de behandeling;Chirurgisch;21;Daghosp.;1734
811;Allergische reacties;Medisch;21;Klass. hosp;1253
811;Allergische reacties;Medisch;21;Daghosp.;4
812;Vergiftiging door geneesmiddellen;Medisch;21;Klass. hosp;10351
812;Vergiftiging door geneesmiddellen;Medisch;21;Daghosp.;24
813;Andere complicaties van de behandeling;Medisch;21;Klass. hosp;5624
813;Andere complicaties van de behandeling;Medisch;21;Daghosp.;2223
815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;Medisch;21;Klass. hosp;2878
815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;Medisch;21;Daghosp.;60
816;Toxische effecten van niet-medische substanties;Medisch;21;Klass. hosp;2156
816;Toxische effecten van niet-medische substanties;Medisch;21;Daghosp.;16
841;Extensieve derde graad brandwonden met huidgreffe;Chirurgisch;22;Klass. hosp;14
842;“Full thickness” brandwonden met huidgreffe;Chirurgisch;22;Klass. hosp;219
842;“Full thickness” brandwonden met huidgreffe;Chirurgisch;22;Daghosp.;37
843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;Medisch;22;Klass. hosp;120
843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;Medisch;22;Daghosp.;22
844;“Partial thickness” brandwonden met of zonder huidgreffe;Medisch;22;Klass. hosp;887
844;“Partial thickness” brandwonden met of zonder huidgreffe;Medisch;22;Daghosp.;78
850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;Chirurgisch;23;Klass. hosp;5052
850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;Chirurgisch;23;Daghosp.;22243
860;Revalidatie;Medisch;23;Klass. hosp;24036
860;Revalidatie;Medisch;23;Daghosp.;10
861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;Medisch;23;Klass. hosp;42528
861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;Medisch;23;Daghosp.;177253
862;Andere nazorg en convalescentie;Medisch;23;Klass. hosp;14579
862;Andere nazorg en convalescentie;Medisch;23;Daghosp.;60988
863;Neonatale nazorg;Medisch;23;Klass. hosp;1027
890;HIV met multipele majeure HIV gerelateerde aandoeningen;Medisch;24;Klass. hosp;151
890;HIV met multipele majeure HIV gerelateerde aandoeningen;Medisch;24;Daghosp.;2
892;HIV met majeure HIV gerelateerde aandoening;Medisch;24;Klass. hosp;341
892;HIV met majeure HIV gerelateerde aandoening;Medisch;24;Daghosp.;50
893;Hiv met multipele significante hiv gerelateerde aandoeningen;Medisch;24;Klass. hosp;47
894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;Medisch;24;Klass. hosp;434
894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;Medisch;24;Daghosp.;118
910;Craniotomie voor multipele significante traumata;Chirurgisch;25;Klass. hosp;164
911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;Chirurgisch;25;Klass. hosp;198
911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;Chirurgisch;25;Daghosp.;4
912;Musculo-skeletale en andere procedures voor multipele significante traumata;Chirurgisch;25;Klass. hosp;1034
912;Musculo-skeletale en andere procedures voor multipele significante traumata;Chirurgisch;25;Daghosp.;5
930;Multipele significante traumata zonder operatiezaal procedures;Medisch;25;Klass. hosp;994
930;Multipele significante traumata zonder operatiezaal procedures;Medisch;25;Daghosp.;9
950;Extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;3001
950;Extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;280
951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;4316
951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;1217
952;Niet-extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Klass. hosp;3987
952;Niet-extensieve procedure zonder verband met de hoofddiagnose;Chirurgisch;00;Daghosp.;2631
955;Hoofddiagnose niet geldig als ontslagdiagnose;Andere;00;Klass. hosp;19
955;Hoofddiagnose niet geldig als ontslagdiagnose;Andere;00;Daghosp.;5
956;Niet te groeperen verblijven;Andere;00;Klass. hosp;203
956;Niet te groeperen verblijven;Andere;00;Daghosp.;83
MMM;Daghospitalisatie;Andere;SS;Daghosp.;27612
