apr-drg;apr-drg_label;mdc_label;medisch_of_chirurgisch;soort_hospitalisatie;nis_code;gewest;aantal_verblijven
140;Chronische obstructieve longaandoeningen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;3000;Waals Gewest;370
140;Chronische obstructieve longaandoeningen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;63
140;Chronische obstructieve longaandoeningen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;< 5
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;3 305
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;1 982
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;781
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;98
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;102
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;3000;Waals Gewest;33
141;Astma;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;12
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;1 133
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;690
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;191
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;29
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;223
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;3000;Waals Gewest;189
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;46
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;< 5
142;Interstitiële en alveolaire longziekte;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;9999;Zonder vast verblijf;< 5
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;3 042
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;2 473
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;601
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;86
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;9999;Zonder vast verblijf;5
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;668
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;3000;Waals Gewest;589
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;113
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;19
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;15 064
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;6 864
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 804
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;211
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Klass. hosp.;9999;Zonder vast verblijf;6
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;2 554
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;3000;Waals Gewest;1 205
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;265
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;38
144;Respiratoire tekens, symptomen en mineure diagnosen;MDC 04 : Ademhalingsstelsel;Medisch;Daghosp.;9999;Zonder vast verblijf;< 5
160;Majeur cardiothoracaal herstel van hartanomalie;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;42
160;Majeur cardiothoracaal herstel van hartanomalie;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;24
160;Majeur cardiothoracaal herstel van hartanomalie;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;16
160;Majeur cardiothoracaal herstel van hartanomalie;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;25
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;1 112
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;459
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;88
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;61
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;14
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;< 5
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;280
162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;162
162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;45
162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;26
163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;2 042
163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;1 145
163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;254
163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;183
165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;606
165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;296
165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;104
165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;45
165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;< 5
166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;2 818
166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;1 271
166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;353
166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;229
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;2 455
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;952
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;290
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;166
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;77
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;29
167;Andere cardiothoracale procedures en thoracovasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;16
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;1 178
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;1 010
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;144
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;31
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;23
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;11
169;Majeure abdominale vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;< 5
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;203
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;78
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;20
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;< 5
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;3 472
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;2 250
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;407
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;47
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;8
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;< 5
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;7
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;4 973
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;2 924
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;646
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;233
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;263
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;76
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;24
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;12
174;Percutane coronaire procedures met acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;9999;Zonder vast verblijf;< 5
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;15 564
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;7 490
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 757
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;520
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;1 461
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;164
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;183
175;Percutane coronaire procedures zonder acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;19
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;1 675
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;897
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;204
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;26
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;174
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;220
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;11
176;Vervangen van pacemaker of defibrillator;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;< 5
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;477
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;271
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;43
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;15
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;28
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;15
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;5
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;1 554
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;1 227
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;347
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;28
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;13 474
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;4 896
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;1 303
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;120
180;Andere procedures op het circulatoire systeem;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;9999;Zonder vast verblijf;< 5
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;12 644
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;5 542
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 153
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;208
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;931
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;265
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;8
181;Procedures op de arteries van de onderste ledematen;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;14
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;2000;Vlaams Gewest;2 552
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;3000;Waals Gewest;1 604
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;438
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;0;Buitenlands verblijf;125
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;2000;Vlaams Gewest;2 651
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;3000;Waals Gewest;1 235
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;438
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;0;Buitenlands verblijf;32
182;Andere perifere vasculaire procedures;MDC 05 : Hart en vaatstelsel;Chirurgisch;Daghosp.;9999;Zonder vast verblijf;< 5
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;4 288
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;2 419
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;391
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;97
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;374
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;3000;Waals Gewest;82
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;8
190;Acuut myocardinfarct;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;9
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;9 374
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;4 528
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 038
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;219
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;9999;Zonder vast verblijf;5
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;10 777
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;3000;Waals Gewest;1 704
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;4000;Brussels Hoofdstedelijk Gewest;534
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;0;Buitenlands verblijf;146
191;Hartkatheterisatie voor coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;9999;Zonder vast verblijf;< 5
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;2000;Vlaams Gewest;8 813
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;3000;Waals Gewest;4 580
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;4000;Brussels Hoofdstedelijk Gewest;1 060
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;0;Buitenlands verblijf;219
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Klass. hosp.;9999;Zonder vast verblijf;< 5
192;Hartkatheterisatie voor andere niet-coronaire condities;MDC 05 : Hart en vaatstelsel;Medisch;Daghosp.;2000;Vlaams Gewest;3 685
