région;drg_36;libellé_drg;mdc_36;type_de_drg;hospitalisation_classique;hospitalisation_de_jour
Région flamande;815;815 Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Médical;994;39
Région flamande;816;816 Effets toxiques de substances non médicamenteuses;21;Médical;643;13
Région flamande;817;817 Surdosage;21;Médical;2 101;5
Région flamande;841;841 Brûlures extensives du troisième degré avec greffe de peau;22;Chirurgical;7;0
Région flamande;842;842 Brûlures avec greffe de peau excepté les brûlures extensives du 3ème degré;22;Chirurgical;91;29
Région flamande;843;843 Brûlures extensives du troisième degré ou de l'epaisseur totale sans greffe de peau;22;Médical;5;0
Région flamande;844;844 Brûlures de l'epaisseur partielle sans greffe de peau;22;Médical;345;29
Région flamande;850;850 Procédure avec diagn. de rééducation, soins de suite ou autre contact avec services de santé;23;Chirurgical;4 829;22 399
Région flamande;860;860 Revalidation;23;Médical;2 533;16
Région flamande;861;861 Signes, symptômes et autres facteurs influencant l'état de santé;23;Médical;13 737;250 919
Région flamande;862;862 Autre soins de suite et convalescence;23;Médical;6 679;47 773
Région flamande;863;863 Soins de suite néonataux;23;Médical;577;< 5
Région flamande;890;890 HIV avec multiples affections majeures associées au HIV;24;Médical;52;< 5
Région flamande;892;892 HIV avec affections majeures associées au HIV;24;Médical;97;11
Région flamande;893;893 HIV avec affections significatives multiples associées au HIV;24;Médical;11;< 5
Région flamande;894;894 HIV avec une seule affection significative associée au HIV ou sans affections significatives associées;24;Médical;100;47
Région flamande;910;910 Craniotomie pour polytraumatisme significatif;25;Chirurgical;102;< 5
Région flamande;911;911 Procédures abdominales/thoraciques extensives pour polytraumatisme significatif;25;Chirurgical;97;< 5
Région flamande;912;912 Procédures musculo-squelettiques et autres pour polytaumatisme significatif;25;Chirurgical;734;< 5
Région flamande;930;930 Polytraumatisme significatif sans procédure en salle d'opération;25;Médical;811;10
Région flamande;950;950 Procédure extensive sans rélation avec le diagnostic principal;00;Chirurgical;2 040;629
Région flamande;951;951 Procédure modérément extensive sans rélation avec le diagnostic principal;00;Chirurgical;3 341;1 531
Région flamande;952;952 Procédure non extensive sans rélation avec le diagnostic principal;00;Chirurgical;1 950;1 483
Région flamande;955;955 Diagnostic principal non valable comme diagnostic de sortie;00;Autre;7;< 5
Région flamande;956;956 Sejour non groupable;00;Autre;10;31
Région flamande;MMM;MMM Hospitalisation de jour;SS;Autre;0;6 883
Région wallonne;001;001 Transplantation hépatique et/ou intestinale;PP;Chirurgical;91;0
Région wallonne;002;002 Transplantation cardiaque et/ou pulmonaire;PP;Chirurgical;38;0
Région wallonne;004;004 ECMO ou trachéostomie avec ventilation mécanique de longue durée et procédure extensive;PP;Chirurgical;243;0
Région wallonne;005;005 Trachéostomie avec ventilation mécanique de longue durée sans procédure extensive;PP;Chirurgical;421;0
Région wallonne;006;006 Transplantation du pancréas;PP;Chirurgical;< 5;0
Région wallonne;007;007 Transplantation de la moelle osseuse allogénique;PP;Chirurgical;123;7
Région wallonne;008;008 Transplantation de la moelle osseuse autologue;PP;Chirurgical;161;0
Région wallonne;009;009 Oxygénation corporelle par membrane (ECMO);PP;Chirurgical;46;0
Région wallonne;010;010 Traumatisme crânien avec coma profond;PP;Médical;17;0
Région wallonne;020;020 Craniotomie pour traumatisme;01;Chirurgical;218;0
Région wallonne;021;021 Craniotomie excepté pour traumatisme;01;Chirurgical;1 590;5
Région wallonne;022;022 Procédures sur le pontage ventriculaire;01;Chirurgical;120;0
Région wallonne;023;023 Procédures sur la colonne vertébrale et la moelle épinière;01;Chirurgical;283;12
Région wallonne;024;024 Procédures vasculaires extracrâniennes;01;Chirurgical;1 903;18
Région wallonne;026;026 Autres procédures sur le système nerveux et procédures associées;01;Chirurgical;841;13 319
Région wallonne;040;040 Troubles et traumatismes de la colonne vertebrale et de la moelle épiniere;01;Médical;168;44
Région wallonne;041;041 Affection maligne du système nerveux;01;Médical;784;140
Région wallonne;042;042 Troubles dégenératifs du système nerveux excepté la sclérose en plaques;01;Médical;3 820;105
Région wallonne;043;043 Sclérose en plaques et autres maladies démyélinisantes;01;Médical;726;165
Région wallonne;044;044 Hémorragie intracrânienne;01;Médical;1 075;19
Région wallonne;045;045 AVC et occlusion précérébrale avec infarctus;01;Médical;4 517;39
Région wallonne;046;046 AVC non spécifique et occlusion précérébrale sans infarctus;01;Médical;228;88
Région wallonne;047;047 Ischémie cérébrale transitoire (TIA);01;Médical;1 919;32
Région wallonne;048;048 Troubles des nerfs crâniens, périphériques et autonomes;01;Médical;1 084;1 449
Région wallonne;049;049 Infections bactériennes et tuberculeuses du système nerveux;01;Médical;196;< 5
Région wallonne;050;050 Infections non-bactériennes du système nerveux, excepté la méningite virale;01;Médical;277;13
Région wallonne;051;051 Méningite virale;01;Médical;168;0
Région wallonne;052;052 Altération de la conscience;01;Médical;615;10
Région wallonne;053;053 Crise épileptique;01;Médical;5 201;106
Région wallonne;054;054 Migraine et autres céphalées;01;Médical;1 252;123
Région wallonne;055;055 Traumatisme crânien avec coma > 1 heure ou avec hémorragie;01;Médical;1 101;< 5
Région wallonne;056;056 Contusion/lacération cérébrale et fracture du crâne compliquée, coma < 1heure ou sans coma;01;Médical;83;< 5
Région wallonne;057;057 Contusion, fract. du crâne fermée non spéc., traumatisme intracrân. non compl., coma < 1hr ou sans coma;01;Médical;1 855;8
Région wallonne;058;058 Autres troubles du système nerveux;01;Médical;6 901;624
Région wallonne;059;059 Lésions cérébrales graves, autres et anoxiques;01;Médical;71;11
Région wallonne;073;073 Procédures sur l'oeil et sur l'orbite;02;Chirurgical;2 973;46 143
Région wallonne;082;082 Infections oculaires et autres troubles oculaires;02;Médical;1 027;837
Région wallonne;089;089 Procédures majeures sur les os de la face et du crâne;03;Chirurgical;359;2 377
Région wallonne;091;091 Autres procédures majeures sur la tête et le cou;03;Chirurgical;274;31
Région wallonne;092;092 Procédures sur les os de la face, excepté procédures majeures sur les os du crâne/de la face;03;Chirurgical;1 551;2 552
Région wallonne;095;095 Réparation de la fente labiale et la fente palatine;03;Chirurgical;55;7
Région wallonne;097;097 Procédures sur les amygdales et les végétations;03;Chirurgical;1 265;8 543
Région wallonne;098;098 Autres procédures sur l'oreille, le nez, la bouche et la gorge;03;Chirurgical;4 655;6 440
Région wallonne;110;110 Affections malignes de l'oreille, le nez, la bouche, la gorge, le crâne/la face;03;Médical;711;656
Région wallonne;111;111 Vertige et autres troubles labyrinthiques;03;Médical;1 034;85
Région wallonne;113;113 Infections des voies aériennes supérieures;03;Médical;3 986;408
Région wallonne;114;114 Maladies et troubles dentaires et buccales;03;Médical;569;23 626
Région wallonne;115;115 Autres diagnostics de l'oreille, le nez, la bouche, la gorge, le crâne/la face;03;Médical;24 154;2 899
Région wallonne;120;120 Procédures majeures sur le système respiratoire et le thorax;04;Chirurgical;538;< 5
Région wallonne;121;121  Autres procédures sur le système respiratoire et le thorax;04;Chirurgical;1 623;199
Région wallonne;130;130 Affection du système respiratoire avec assistance ventilatoire pendant + de 96 heures;04;Médical;1 312;0
Région wallonne;131;131 Mucoviscidose (cystic fibrosis) - maladie pulmonaire;04;Médical;172;7
Région wallonne;132;132 Dysplasie broncho-pulmon. et autres maladies respirat.chron.apparaissant en période périnatale;04;Médical;21;0
Région wallonne;133;133 Insuffisance respiratoire;04;Médical;2 645;10
Région wallonne;134;134 Embolie pulmonaire;04;Médical;2 212;< 5
Région wallonne;135;135 Traumatisme majeur respiratoire et thoracique;04;Médical;944;5
Région wallonne;136;136 Affection maligne respiratoire;04;Médical;2 512;1 675
Région wallonne;137;137 Inflammations et infections majeures du système respiratoire;04;Médical;2 898;55
Région wallonne;138;138 Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);04;Médical;4 091;< 5
Région wallonne;139;139 Autre pneumonie;04;Médical;14 773;52
Région wallonne;140;140 Maladie pulmonaire obstructive chronique;04;Médical;8 088;208
Région wallonne;141;141 Asthme;04;Médical;1 159;25
Région wallonne;142;142 Maladies pulmonaires interstitielles et alvéolaires;04;Médical;736;140
Région wallonne;143;143 Autres diagnostics respiratoires, excepté les signes, symptômes et diagnostics mineurs;04;Médical;2 052;496
Région wallonne;144;144 Signes respiratoires, symptômes et diagnostics mineurs;04;Médical;3 599;882
Région wallonne;145;145 Bronchite aiguë et symptômes associés;04;Médical;2 227;350
Région wallonne;160;160 Réparation majeure d'anomalie cardiaque par voie cardiothoracique;05;Chirurgical;27;0
Région wallonne;161;161 Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;05;Chirurgical;587;9
Région wallonne;162;162 Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou DP complexe;05;Chirurgical;143;0
Région wallonne;163;163 Procédures sur les valves cardiaques sans infarctus du myocarde aigu ou DP complexe;05;Chirurgical;1 293;< 5
Région wallonne;165;165 Pontage coronarien avec infarctus aigu du myocarde ou DP complexe;05;Chirurgical;325;0
Région wallonne;166;166 Pontage coronarien sans infarctus aigu du myocarde ou DP complexe;05;Chirurgical;1 381;< 5
Région wallonne;167;167 Autres procédures cardiothoraciques et thoracovasculaires;05;Chirurgical;752;54
Région wallonne;169;169 Procédures vasculaires abdominales majeures;05;Chirurgical;957;8
Région wallonne;170;170 Implantation du pacemaker permanent avec infarctus aigu du myocard., décomp. cardiaque ou choc;05;Chirurgical;25;0
Région wallonne;171;171 Implantation du pacemaker permanent sans infarctus aigu du myocard., décomp. cardiaque ou choc;05;Chirurgical;2 630;< 5
Région wallonne;174;174 Procédures coronariennes percutanées avec infarctus aigu du myocarde;05;Chirurgical;3 309;94
Région wallonne;175;175 Procédures coronariennes percutanées sans infarctus aigu du myocarde;05;Chirurgical;10 568;331
Région wallonne;176;176 Remplacement du pacemaker et du défibrillateur cardiaque;05;Chirurgical;750;155
Région wallonne;177;177 Révision du pacemaker et du défibrillateur cardiaque, excepté le remplacement de l'appareil;05;Chirurgical;234;< 5
Région wallonne;180;180 Autres procédures sur le système circulatoire;05;Chirurgical;643;4 077
Région wallonne;181;181 Procédures sur les artères des membres inférieurs;05;Chirurgical;5 454;303
Région wallonne;182;182 Autres procédures sur les vaisseaux périphériques;05;Chirurgical;1 349;1 274
Région wallonne;190;190 Infarctus aigu du myocarde;05;Médical;2 134;148
Région wallonne;191;191 Cathétérisme cardiaque pour maladie coronarienne;05;Médical;3 734;4 205
Région wallonne;192;192 Cathétérisme cardiaque pour autres affections non coronariennes;05;Médical;3 767;1 966
Région wallonne;193;193 Endocardite aiguë et subaiguë;05;Médical;106;0
Région wallonne;194;194 Insuffisance cardiaque;05;Médical;7 862;31
Région wallonne;196;196 Arrêt cardiaque et choc;05;Médical;494;12
Région wallonne;197;197 Troubles vasculaires, périphériques et autres;05;Médical;1 746;633
Région wallonne;198;198 Angine de poitrine et athérosclérose coronaire;05;Médical;1 010;33
Région wallonne;199;199 Hypertension;05;Médical;729;36
Région wallonne;200;200 Maladies cardiaques structurelles et valvulaires;05;Médical;316;40
Région wallonne;201;201 Arythmie cardiaque et troubles de la conduction;05;Médical;4 804;1 649
Région wallonne;203;203 Douleur thoracique;05;Médical;830;96
Région wallonne;204;204 Syncope et collapsus;05;Médical;2 206;72
Région wallonne;205;205 Cardiomyopathie;05;Médical;124;8
Région wallonne;206;206 Dysfonctionnement, réaction et complic. du matériel ou de la procédure cardiaque/vasculaire;05;Médical;410;200
Région wallonne;207;207 Autres diagnostics du système circulatoire;05;Médical;1 559;149
Région wallonne;220;220 Procédures majeures sur l'oesophage, l'estomac et le duodénum;06;Chirurgical;1 285;14
Région wallonne;222;222 Autres procédures sur l'oesophage, l'estomac et le duodénum;06;Chirurgical;435;105
Région wallonne;223;223 Autres procédures sur l'intestin grêle et le gros intestin;06;Chirurgical;553;451
Région wallonne;224;224 Adhésiolyse péritonéale;06;Chirurgical;578;29
Région wallonne;226;226 Procédures sur l'anus;06;Chirurgical;1 770;2 612
Région wallonne;227;227 Procédures pour hernie, excepté procédures pour hernie inguinale, fémorale et ombilicale;06;Chirurgical;3 024;948
Région wallonne;228;228 Procédures pour hernie inguinale, fémorale et ombilicale;06;Chirurgical;5 169;3 294
Région wallonne;229;229 Autres procédures sur le système digestif et l'abdomen;06;Chirurgical;929;242
Région wallonne;230;230 Procédures majeures sur l'intestin grêle;06;Chirurgical;2 339;12
Région wallonne;231;231 Procédures majeures sur le gros intestin;06;Chirurgical;3 281;93
Région wallonne;232;232 Fundoplicature de l'estomac;06;Chirurgical;605;< 5
Région wallonne;233;233 Appendicectomie avec diagnose principale complexe;06;Chirurgical;969;< 5
Région wallonne;234;234 Appendicectomie sans diagnose principale complexe;06;Chirurgical;2 974;58
Région wallonne;240;240 Affections malignes du système digestif;06;Médical;2 037;2 687
Région wallonne;241;241 Ulcère peptique et gastrite;06;Médical;1 859;7 608
Région wallonne;242;242 Troubles majeurs de l'oesophage;06;Médical;330;250
Région wallonne;243;243 Autres troubles de l'oesophage;06;Médical;1 757;9 510
Région wallonne;244;244 Diverticulite et diverticulose;06;Médical;2 959;5 998
Région wallonne;245;245 Maladie inflammatoire de l'intestin;06;Médical;1 107;3 292
Région wallonne;246;246 Insuffisance vasculaire gastro-intestinale;06;Médical;393;27
Région wallonne;247;247 Obstruction intestinale;06;Médical;2 595;74
Région wallonne;248;248 Infections gastro-intestinales et péritonéales majeures;06;Médical;1 254;33
Région wallonne;249;249 Autre gastro-entérite, nausée et vomissement;06;Médical;6 605;2 874
Région wallonne;251;251 Douleur abdominale;06;Médical;1 447;2 882
Région wallonne;252;252 Dysfonctionnement, réaction et complic, de dispositif ou de procédure gastro-intestinaux;06;Médical;1 204;475
Région wallonne;253;253 Hémorragie gastro-intestinale, autre et non specifiée;06;Médical;866;816
Région wallonne;254;254 Autres diagnostics du système digestif;06;Médical;6 483;30 102
Région wallonne;260;260 Procédures majeures sur pancréas, foie et shunt;07;Chirurgical;658;23
Région wallonne;261;261 Procédures majeures sur les voies biliaires;07;Chirurgical;112;< 5
Région wallonne;263;263 Cholécystectomie;07;Chirurgical;7 215;743
Région wallonne;264;264 Autres procédures abdominales, sur système hépatobiliaire et pancréas;07;Chirurgical;514;136
Région wallonne;279;279 Coma hépatique et autres troubles hépatiques majeurs aigus;07;Médical;461;9
Région wallonne;280;280 Maladie hépatique alcoolique;07;Médical;1 907;207
Région wallonne;281;281 Affection maligne du système hépatobiliaire et du pancréas;07;Médical;1 763;1 271
Région wallonne;282;282 Troubles du pancréas excepté affections malignes;07;Médical;2 899;783
Région wallonne;283;283 Autres troubles du foie;07;Médical;946;425
Région wallonne;284;284 Troubles de la vésicule biliaire et des voies biliaires;07;Médical;3 850;561
Région wallonne;301;301 Remplacement de l'articulation de la hanche;08;Chirurgical;10 025;12
Région wallonne;302;302 Remplacement de l'articulation du genou;08;Chirurgical;7 722;7
Région wallonne;303;303 Arthrodèse dorsale et lombaire pour déviation du dos;08;Chirurgical;149;0
Région wallonne;304;304 Arthrodèse dorso-lombaire excepté déviation du dos;08;Chirurgical;2 110;< 5
Région wallonne;305;305 Amputation du membre inférieur excepté les orteils;08;Chirurgical;539;5
Région wallonne;308;308 Réparation d'une fracture de la hanche et du fémur;08;Chirurgical;3 526;5
Région wallonne;309;309 Autre chirurgie significative de la hanche et du fémur;08;Chirurgical;995;325
Région wallonne;310;310 Excision et décompression du disque intervertébral;08;Chirurgical;4 942;24
Région wallonne;312;312 Greffe cutanée, excepté de la main, pour diagnostics musculo-squelettiques et du tissu conjonctif;08;Chirurgical;197;257
Région wallonne;313;313 Procédures sur le genou et la jambe, excepté le pied;08;Chirurgical;5 659;7 249
Région wallonne;314;314 Procédures sur le pied et les orteils;08;Chirurgical;3 584;2 147
Région wallonne;315;315 Procédures sur l'épaule, le bras et l'avant-bras excepté le remplacement de l'articulation;08;Chirurgical;7 561;4 258
Région wallonne;316;316 Procédures sur la main et le poignet;08;Chirurgical;1 196;12 184
Région wallonne;317;317 Procédures sur le tendon, le muscle et autres tissus mous;08;Chirurgical;2 412;2 737
Région wallonne;320;320 Autres procédures sur le système musculo-squelettique et le tissu conjonctif;08;Chirurgical;3 218;3 052
Région wallonne;321;321 Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excis./décompres. de disque;08;Chirurgical;1 824;8
Région wallonne;322;322 Remplacement de l'articulation de l'épaule et du coude;08;Chirurgical;1 620;6
Région wallonne;340;340 Fracture du fémur;08;Médical;456;< 5
Région wallonne;341;341 Fracture du bassin ou luxation de la hanche;08;Médical;883;< 5
Région wallonne;342;342 Fracture ou luxation excepté du fémur, du bassin et du dos;08;Médical;2 278;905
Région wallonne;343;343 Affection maligne musc-squellet. et fracture pathol. dues à affection maligne musc-squellet.;08;Médical;574;344
Région wallonne;344;344 Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;08;Médical;628;61
Région wallonne;346;346 Troubles du tissu conjonctif;08;Médical;848;562
Région wallonne;347;347 Autres troubles, fractures et traumatismes du dos et du cou;08;Médical;3 836;19 779
Région wallonne;349;349 Dysfonctionnement, réaction et complic. de matériel ou de procédure orthopédiques;08;Médical;824;160
Région wallonne;351;351 Autres diagnostics du système musculo-squelettique et du tissu conjonctif;08;Médical;3 245;3 678
Région wallonne;361;361 Greffe cutanée pour diagnotics de la peau et du tissu sous-cutane;09;Chirurgical;1 427;3 145
Région wallonne;362;362 Procédures de mastectomie;09;Chirurgical;1 758;200
Région wallonne;363;363 Procédures mammaires, excepté mastectomie;09;Chirurgical;5 206;1 634
Région wallonne;364;364 Autres procédures sur la peau, les tissus sous-cutanés et procédures associées;09;Chirurgical;2 133;2 104
Région wallonne;380;380 Ulcères cutanés;09;Médical;592;20
Région wallonne;381;381 Troubles majeurs de la peau;09;Médical;213;171
Région wallonne;382;382 Affections malignes du sein;09;Médical;300;1 116
Région wallonne;383;383 Cellulite et autres infections de la peau;09;Médical;3 473;908
Région wallonne;384;384 Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;09;Médical;1 896;846
Région wallonne;385;385 Autres troubles de la peau, du tissu sous-cutané et du sein;09;Médical;1 706;6 821
Région wallonne;401;401 Procédures sur les surrénales et l'hypophyse;10;Chirurgical;94;< 5
Région wallonne;403;403 Procédures pour obésité;10;Chirurgical;5 297;15
Région wallonne;404;404 Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;10;Chirurgical;2 594;14
Région wallonne;405;405 Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;10;Chirurgical;91;5
Région wallonne;420;420 Diabète;10;Médical;2 602;21
Région wallonne;421;421 Malnutrition, retard staturo-pondéral et autres troubles nutritionnels;10;Médical;2 081;733
Région wallonne;422;422 Hypovolémie et troubles électrolytiques associés;10;Médical;908;< 5
Région wallonne;423;423 Anomalies congénitales du métabolisme;10;Médical;171;94
Région wallonne;424;424 Autres troubles endocriniens;10;Médical;429;92
Région wallonne;425;425 Autres troubles électrolytiques non hypovolémiques;10;Médical;683;6
Région wallonne;426;426 Troubles non hypovolémiques du bilan du sodium;10;Médical;1 342;< 5
Région wallonne;427;427 Troubles thyroïdiens;10;Médical;346;16
Région wallonne;440;440 Transplantation rénale;11;Chirurgical;102;0
Région wallonne;441;441 Procédures majeures sur la vessie;11;Chirurgical;393;< 5
Région wallonne;442;442 Procédures sur les reins et les voies urinaires pour affection maligne;11;Chirurgical;702;13
Région wallonne;443;443 Procédures sur les reins et les voies urinaires pour affection non maligne;11;Chirurgical;3 761;1 037
Région wallonne;444;444 Procédure pour installation du dispositif d'accès pour dialyse rénale et réparation de vaisseaux;11;Chirurgical;325;188
Région wallonne;445;445 Autres procédures sur la vessie;11;Chirurgical;707;227
Région wallonne;446;446 Procédures uréthrales et transuréthrales;11;Chirurgical;4 062;990
Région wallonne;447;447 Autres procédures sur les reins, les voies urinaires et procédures associées;11;Chirurgical;123;20
Région wallonne;461;461 Affection maligne des reins et voies urinaires;11;Médical;669;837
Région wallonne;462;462 Néphrite et néphrose;11;Médical;245;91
Région wallonne;463;463 Infections des reins et voies urinaires;11;Médical;7 856;317
Région wallonne;465;465 Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;11;Médical;2 880;2 806
Région wallonne;466;466 Dysfonctionnement, réaction et complic. de matériel ou de procédure génito-urinaire;11;Médical;955;199
Région wallonne;468;468 Autres diagnostics, signes et symptômes du rein et des voies urinaires;11;Médical;3 183;8 253
Région wallonne;469;469 Traumatisme aigue du rein;11;Médical;1 074;7
Région wallonne;470;470 Maladie rénale chronique;11;Médical;877;326
Région wallonne;480;480 Procédures majeures sur le bassin masculin;12;Chirurgical;1 121;< 5
Région wallonne;482;482 Prostatectomie transurétrale;12;Chirurgical;2 443;14
Région wallonne;483;483 Procédures sur le pénis, les testicules et le scrotum;12;Chirurgical;1 284;2 400
Région wallonne;484;484 Autres procédures sur le système reproducteur masculin et procédures associées;12;Chirurgical;757;80
Région wallonne;500;500 Affection maligne du système reproducteur masculin;12;Médical;304;1 109
Région wallonne;501;501 Diagnostics du système reproducteur masculin excepté affections malignes;12;Médical;1 471;9 089
Région wallonne;510;510 Eviscération pelvienne, hystérectomie radicale et autres procédures gynécologiques radicales;13;Chirurgical;233;0
Région wallonne;511;511 Procédures sur utérus et annexes pour affection maligne des ovaires et ses annexes;13;Chirurgical;251;11
Région wallonne;512;512 Procédures sur utérus et annexes pour affections malignes excepté des ovaires et ses annexes;13;Chirurgical;323;53
Région wallonne;513;513 Procédures sur uterus/annexes pour affection non maligne excepté léiomyome;13;Chirurgical;5 019;3 003
Région wallonne;514;514 Procédures réconstructives du système reproducteur féminin;13;Chirurgical;728;38
Région wallonne;517;517 Dilatation et curetage pour des diagnostics non-obstétricaux;13;Chirurgical;168;1 497
Région wallonne;518;518 Autres procédures sur le système reproducteur féminin et procédures associées;13;Chirurgical;543;845
Région wallonne;519;519 Procédures sur utérus/annexes pour léiomyome;13;Chirurgical;1 307;340
Région wallonne;530;530 Affection maligne du système reproducteur féminin;13;Médical;395;384
Région wallonne;531;531 Infections du système reproducteur féminin;13;Médical;267;144
Région wallonne;532;532 Troubles menstruels et autres troubles du système reproducteur féminin;13;Médical;649;3 091
Région wallonne;540;540 Accouchement par césarienne;14;Chirurgical;8 083;36
Région wallonne;541;541 Accouchement par voie vaginale avec stérilisation et/ou dilatation et curetage;14;Chirurgical;1 129;37
Région wallonne;542;542 Accouchement par voie vaginale avec proc. compl., excepté stérilisat. ou dilat. et curet.;14;Chirurgical;399;< 5
Région wallonne;544;544 Dilatation et curetage, curetage par aspiration ou hystérotomie pour diagnostics obstétricaux;14;Chirurgical;470;2 306
Région wallonne;545;545 Procédure pour grossesse ectopique;14;Chirurgical;530;32
Région wallonne;546;546 Autres procédures en salle d'opération pour diagnostics obstétricaux excepté accouchement;14;Chirurgical;177;138
Région wallonne;560;560 Accouchement par voie vaginale;14;Médical;25 874;737
Région wallonne;561;561 Diagnostics du post-partum et post-avortement, sans procédure;14;Médical;495;33
Région wallonne;563;563 Travail prématuré;14;Médical;1 408;< 5
Région wallonne;564;564 Avortement, sans dilatation et curetage, curetage par aspiration ou hystérotomie;14;Médical;268;109
Région wallonne;565;565 Faux travail;14;Médical;324;7
Région wallonne;566;566 Autres diagnostics en antepartum;14;Médical;3 564;715
Région wallonne;580;580 Nouveau-né, transferé dans les 5 jours, né ailleurs;15;Médical;42;< 5
Région wallonne;581;581 Nouveau-né, transferé dans les 5 jours, né ici;15;Médical;16;< 5
Région wallonne;583;583 Nouveau-né, avec ECMO;15;Chirurgical;< 5;0
Région wallonne;588;588 Nouveau-né, poids de naissance < 1500g, avec procédure majeure;15;Chirurgical;17;0
Région wallonne;589;589 Nouveau-né, poids de nais. <  500g, ou poids de nais. 500-999g et age gestat. < 24 semaines, ou poids de nais. 500-749g avec anomalie majeure ou sans intervention de maintien de la vie;15;Médical;8;0
Région wallonne;591;591 Nouveau-né, poids de naissance 500-749g sans procédure majeure;15;Médical;25;0
Région wallonne;593;593 Nouveau-né, poids de naissance 750-999g sans procédure majeure;15;Médical;86;0
Région wallonne;602;602 Nouveau-né, poids de nais. 1000-1249g avec syndrôme de détresse resp./autres anom. resp. maj. ou anom. maj.;15;Médical;66;0
Région wallonne;603;603 Nouveau-né, poids de naissance 1000-1249g avec ou sans autre affection significative;15;Médical;8;0
Région wallonne;607;607 Nouveau-né, poids de nais. 1250-1499g avec syndrôme de détresse resp./autres anom. respir. maj. ou anom. maj.;15;Médical;113;0
Région wallonne;608;608 Nouveau-né, poids de naissance 1250-1499g avec/sans autre affection significative;15;Médical;38;0
Région wallonne;609;609 Nouveau-né, poids de naissance 1500-2499g avec procédure majeure;15;Chirurgical;17;0
Région wallonne;611;611 Nouveau-né, poids de naissance 1500-1999g avec anomalie majeure;15;Médical;57;0
Région wallonne;612;612 Nouveau-né, poids de naissance 1500-1999g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;120;0
Région wallonne;613;613 Nouveau-né, poids de naissance 1500-1999g avec infection congénitale ou périnatale;15;Médical;9;0
Région wallonne;614;614 Nouveau-né, poids de naissance 1500-1999g avec ou sans autre affection significative;15;Médical;144;0
Région wallonne;621;621 Nouveau-né, poids de naissance 2000-2499g avec anomalie majeure;15;Médical;52;0
Région wallonne;622;622 Nouveau-né, poids de naissance 2000-2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;126;0
Région wallonne;623;623 Nouveau-né, poids de naissance 2000-2499g avec infections congénitales ou périnatales;15;Médical;20;0
Région wallonne;625;625 Nouveau-né, poids de naissance 2000-2499g, né ici, avec autre affection significative;15;Médical;76;0
Région wallonne;626;626 Nouveau-né, poids de naissance 2000-2499g, nouveau-né normal ou nouveau-né avec autre problème;15;Médical;206;0
Région wallonne;630;630 Nouveau-né , poids de naissance > 2499g avec procédure cardiovasculaire majeure;15;Chirurgical;13;0
Région wallonne;631;631 Nouveau-né, poids de naissance > 2499g avec autre procédure majeure;15;Chirurgical;29;0
Région wallonne;633;633 Nouveau-né, poids de naissance > 2499g avec anomalie majeure;15;Médical;143;0
Région wallonne;634;634 Nouveau-né, poids de naissance > 2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;297;0
Région wallonne;636;636 Nouveau-né, poids de naissance > 2499g avec infection congénitale ou périnatale;15;Médical;75;0
Région wallonne;639;639 Nouveau-né, poids de naissance > 2499g avec autre affection significative;15;Médical;198;0
Région wallonne;640;640 Nouveau-né, poids de naissance > 2499g, nouveau-né normal ou nouveau-né avec autres problèmes;15;Médical;803;< 5
Région wallonne;650;650 Splénectomie;16;Chirurgical;33;< 5
Région wallonne;651;651 Autres procédures sur sang et organes hématopoïétiques;16;Chirurgical;242;261
Région wallonne;660;660 Diagnostics hématol./immunol. majeurs excepté crise drépanocytaire et crise de la coagulation;16;Médical;1 319;989
Région wallonne;661;661 Troubles de la coagulation et des plaquettes;16;Médical;392;631
Région wallonne;662;662 Crise d'anémie à cellules falciformes;16;Médical;308;32
Région wallonne;663;663 Autres anémies et troubles sanguins et troubles des organes hematopoïétiques;16;Médical;3 624;6 933
Région wallonne;680;680 Procédures majeures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;Chirurgical;294;15
Région wallonne;681;681 Autres procédures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;Chirurgical;834;426
Région wallonne;690;690 Leucémie aiguë;17;Médical;367;1 531
Région wallonne;691;691 Lymphome, myélome et leucémie non aiguë;17;Médical;947;1 730
Région wallonne;692;692 Radiothérapie;17;Médical;160;135
Région wallonne;694;694 Affections malignes, lymphatiques et autres, et néoplasmes de comportement incertain;17;Médical;891;5 460
Région wallonne;695;695 Chimiotherapie pour leucémie aiguë;17;Médical;365;3 573
Région wallonne;696;696 Autre chimiotherapie;17;Médical;3 856;149 910
Région wallonne;710;710 Infections et maladies parasitaires incluant le HIV avec procédure en salle d'opération;18;Chirurgical;636;36
