gewest;drg_34;drg_beschrijving;mdc_34;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;756;Acute angst en delirante toestanden;19;Medisch;1.525;10
Vlaams Gewest;757;Organische stoornissen van de geestelijke gezondheid;19;Medisch;3.098;116
Vlaams Gewest;758;Gedragsstoornissen;19;Medisch;179;11
Vlaams Gewest;759;Eetstoornissen;19;Medisch;190;< 5
Vlaams Gewest;760;Andere stoornissen van de mentale gezondheid;19;Medisch;2.337;187
Vlaams Gewest;770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;20;Medisch;247;< 5
Vlaams Gewest;772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;20;Medisch;296;0
Vlaams Gewest;773;Misbruik van en verslaving aan opiaten;20;Medisch;224;< 5
Vlaams Gewest;774;Misbruik van en verslaving aan cocaine;20;Medisch;274;< 5
Vlaams Gewest;775;Misbruik van en verslaving aan alcohol;20;Medisch;4.182;10
Vlaams Gewest;776;Misbruik van en verslaving aan andere drugs;20;Medisch;513;< 5
Vlaams Gewest;791;Operatiezaal procedures voor andere complicaties van de behandeling;21;Chirurgisch;2.625;1.008
Vlaams Gewest;811;Allergische reacties;21;Medisch;845;8
Vlaams Gewest;812;Vergiftiging door geneesmiddellen;21;Medisch;4.564;29
Vlaams Gewest;813;Andere complicaties van de behandeling;21;Medisch;3.064;873
Vlaams Gewest;815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Medisch;1.023;52
Vlaams Gewest;816;Toxische effecten van niet-medische substanties;21;Medisch;1.023;13
Vlaams Gewest;841;Extensieve derde graad brandwonden met huidgreffe;22;Chirurgisch;7;0
Vlaams Gewest;842;Brandwonden met huidgreffe behalve extensieve derde graad brandwonden;22;Chirurgisch;144;21
Vlaams Gewest;843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;22;Medisch;9;< 5
Vlaams Gewest;844;“Partial thickness” brandwonden zonder huidgreffe;22;Medisch;492;29
Vlaams Gewest;850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Chirurgisch;6.142;20.981
Vlaams Gewest;860;Revalidatie;23;Medisch;3.935;6
Vlaams Gewest;861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;23;Medisch;17.131;219.419
Vlaams Gewest;862;Andere nazorg en convalescentie;23;Medisch;10.634;51.331
Vlaams Gewest;863;Neonatale nazorg;23;Medisch;524;< 5
Vlaams Gewest;890;HIV met multipele majeure HIV gerelateerde aandoeningen;24;Medisch;63;< 5
Vlaams Gewest;892;HIV met majeure HIV gerelateerde aandoeningen;24;Medisch;119;24
Vlaams Gewest;893;HIV met multipele significante HIV gerelateerde aandoeningen;24;Medisch;15;0
Vlaams Gewest;894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;Medisch;154;26
Vlaams Gewest;910;Craniotomie voor multipele significante traumata;25;Chirurgisch;117;0
Vlaams Gewest;911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Chirurgisch;106;< 5
Vlaams Gewest;912;Musculo-skeletale en andere procedures voor multipele significante traumata;25;Chirurgisch;714;0
Vlaams Gewest;930;Multipele significante traumata zonder operatiezaal procedures;25;Medisch;761;9
Vlaams Gewest;950;Extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;2.630;898
Vlaams Gewest;951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;0;Chirurgisch;7.810;2.218
Vlaams Gewest;952;Niet-extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;3.118;1.896
Vlaams Gewest;955;Hoofddiagnose niet geldig als ontslagdiagnose;0;Andere;19;< 5
Vlaams Gewest;956;Niet te groeperen verblijven;0;Andere;17;39
Vlaams Gewest;MMM;Daghospitalisatie;SS;Andere;0;6.606
Waals Gewest;1;Lever- en/of darmtransplantatie;PP;Chirurgisch;121;0
Waals Gewest;2;Hart- en/of longtransplantatie;PP;Chirurgisch;62;0
Waals Gewest;3;Beenmergtransplantatie;PP;Chirurgisch;279;< 5
Waals Gewest;4;Extracorporele membraanoxygenatie of tracheostomie met langdurige mechanische ventilatie met extensieve procedure;PP;Chirurgisch;481;< 5
Waals Gewest;5;Tracheostomie met langdurige mechanische ventilatie zonder extensieve procedure;PP;Chirurgisch;131;0
Waals Gewest;6;Pancreastransplantatie;PP;Chirurgisch;< 5;0
Waals Gewest;20;Craniotomie voor trauma;1;Chirurgisch;258;< 5
Waals Gewest;21;Craniotomie behalve voor trauma;1;Chirurgisch;1.581;7
Waals Gewest;22;Procedures op een ventriculaire shunt;1;Chirurgisch;181;< 5
Waals Gewest;23;Spinale procedures;1;Chirurgisch;350;12
Waals Gewest;24;Extracraniale vasculaire procedures;1;Chirurgisch;1.884;13
Waals Gewest;26;Andere procedures op het zenuwstelsel en gerelateerde procedures;1;Chirurgisch;1.074;13.215
Waals Gewest;40;Spinale stoornissen en letsels;1;Medisch;151;30
Waals Gewest;41;Maligniteit van het zenuwstelsel;1;Medisch;953;103
Waals Gewest;42;Degeneratieve stoornissen van het zenuwstelsel met uitzondering van multipele sclerose;1;Medisch;3.891;40
Waals Gewest;43;Multipele sclerose en andere demyeliniserende ziekten;1;Medisch;1.049;160
Waals Gewest;44;Intracraniële hemorragie;1;Medisch;1.011;17
Waals Gewest;45;CVA en precerebrale occlusie met infarct;1;Medisch;4.740;17
Waals Gewest;46;Niet specifieke CVA en precerebrale occlusie zonder infarct;1;Medisch;214;70
Waals Gewest;47;Transitoire cerebrale ischemie (TIA);1;Medisch;2.050;15
Waals Gewest;48;Stoornissen van de perifere, craniale en autonome zenuwen;1;Medisch;1.328;1.526
Waals Gewest;49;Bacteriële en tuberculeuze infecties van het zenuwstelsel;1;Medisch;239;< 5
Waals Gewest;50;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;1;Medisch;297;8
Waals Gewest;51;Virale meningitis;1;Medisch;415;< 5
Waals Gewest;52;Niet-traumatische stupor en coma;1;Medisch;749;19
Waals Gewest;53;Epileptisch insult;1;Medisch;5.720;123
Waals Gewest;54;Migraine en andere hoofdpijn;1;Medisch;1.626;92
Waals Gewest;55;Hoofdtrauma met coma > 1 uur of met hemorragie;1;Medisch;1.279;5
Waals Gewest;56;Cerebrale contusie/laceratie en gecompliceerde schedelbreuk, met coma < 1 uur of zonder coma;1;Medisch;100;< 5
Waals Gewest;57;Hersenschudding, gesloten schedelbreuk niet anders gespecificeerd, niet gecompliceerd intracraniaal letsel, coma < 1 uur of geen coma;1;Medisch;2.220;9
Waals Gewest;58;Andere stoornissen van het zenuwstelsel;1;Medisch;6.590;520
Waals Gewest;70;Procedures op de orbita;2;Chirurgisch;221;222
Waals Gewest;73;Procedures op het oog behalve op de orbita;2;Chirurgisch;3.448;43.820
Waals Gewest;80;Acute majeure ooginfecties;2;Medisch;141;5
Waals Gewest;82;Oogstoornissen behalve majeure infecties;2;Medisch;1.018;678
Waals Gewest;89;Majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;428;2.001
Waals Gewest;90;Majeure procedures op larynx en trachea;3;Chirurgisch;138;43
Waals Gewest;91;Andere majeure procedures op hoofd en hals;3;Chirurgisch;204;6
Waals Gewest;92;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;1.271;2.197
Waals Gewest;93;Procedures op sinussen en mastoïd;3;Chirurgisch;1.141;691
Waals Gewest;95;Palatoplastie en herstel van hazelip;3;Chirurgisch;40;< 5
Waals Gewest;97;Procedures op tonsillen en adenoïden;3;Chirurgisch;1.868;10.949
Waals Gewest;98;Andere procedures op oren, neus, mond en keel;3;Chirurgisch;4.146;6.867
Waals Gewest;110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;3;Medisch;672;514
Waals Gewest;111;Vertigo en andere labyrintstoornissen;3;Medisch;1.274;27
Waals Gewest;113;Infecties bovenste luchtwegen;3;Medisch;6.041;213
Waals Gewest;114;Dentale en orale ziekten en letsels;3;Medisch;1.450;24.183
Waals Gewest;115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;3;Medisch;24.843;1.768
Waals Gewest;120;Majeure thoracale en respiratoire procedures;4;Chirurgisch;1.274;151
Waals Gewest;121;Andere respiratoire en thoracale procedures;4;Chirurgisch;1.331;147
Waals Gewest;130;Diagnose van het respiratoire stelsel met kunstmatige beademing 96+ uur;4;Medisch;423;0
Waals Gewest;131;Mucoviscidose (cystic fibrosis) - longziekte;4;Medisch;252;8
Waals Gewest;132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;4;Medisch;32;0
Waals Gewest;133;Respiratoire insufficiëntie;4;Medisch;457;< 5
Waals Gewest;134;Longembolie;4;Medisch;2.114;6
Waals Gewest;135;Majeur thoracaal en respiratoir trauma;4;Medisch;1.122;0
Waals Gewest;136;Maligne respiratoire aandoening;4;Medisch;2.769;1.378
Waals Gewest;137;Majeure respiratoire infecties en inflammaties;4;Medisch;3.199;54
Waals Gewest;138;Bronchiolitis en respiratoir syncytiaal virus (RSV) pneumonie;4;Medisch;3.492;6
Waals Gewest;139;Andere pneumonie;4;Medisch;10.068;32
Waals Gewest;140;Chronische obstructieve longaandoeningen;4;Medisch;12.069;295
Waals Gewest;141;Astma;4;Medisch;1.613;31
Waals Gewest;142;Interstitiële en alveolaire longziekte;4;Medisch;646;116
Waals Gewest;143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;4;Medisch;2.331;566
Waals Gewest;144;Respiratoire tekens, symptomen en mineure diagnosen;4;Medisch;6.562;1.179
Waals Gewest;160;Majeur cardiothoracaal herstel van hartanomalie;5;Chirurgisch;28;0
Waals Gewest;161;Inplantatie van hartdefibrillator en hartassistentiesyteem;5;Chirurgisch;448;6
Waals Gewest;162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;162;0
Waals Gewest;163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1.095;0
Waals Gewest;165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;330;0
Waals Gewest;166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1.333;0
Waals Gewest;167;Andere cardiothoracale procedures en thoracovasculaire procedures;5;Chirurgisch;1.008;61
Waals Gewest;169;Majeure abdominale vasculaire procedures;5;Chirurgisch;940;8
Waals Gewest;170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;5;Chirurgisch;100;0
Waals Gewest;171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;5;Chirurgisch;2.372;10
Waals Gewest;174;Percutane coronaire procedures met acuut myocardinfarct;5;Chirurgisch;3.216;114
Waals Gewest;175;Percutane coronaire procedures zonder acuut myocardinfarct;5;Chirurgisch;8.844;205
Waals Gewest;176;Vervangen van pacemaker of defibrillator;5;Chirurgisch;684;189
Waals Gewest;177;Revisie van pacemaker of defibrillator behalve toestel vervanging;5;Chirurgisch;276;55
Waals Gewest;180;Andere procedures op het circulatoire systeem;5;Chirurgisch;909;4.495
Waals Gewest;181;Procedures op de arteries van de onderste ledematen;5;Chirurgisch;5.393;275
Waals Gewest;182;Andere perifere vasculaire procedures;5;Chirurgisch;1.616;1.632
Waals Gewest;190;Acuut myocardinfarct;5;Medisch;2.379;134
Waals Gewest;191;Hartkatheterisatie voor coronaire condities;5;Medisch;4.498;2.353
Waals Gewest;192;Hartkatheterisatie voor andere niet-coronaire condities;5;Medisch;4.587;1.148
Waals Gewest;193;Acute en subacute endocarditis;5;Medisch;84;0
Waals Gewest;194;Hartfalen;5;Medisch;8.250;14
Waals Gewest;196;Hartstilstand en shock;5;Medisch;399;6
Waals Gewest;197;Perifere en andere vasculaire stoornissen;5;Medisch;1.885;470
Waals Gewest;198;Angina pectoris en coronaire atherosclerose;5;Medisch;1.344;66
Waals Gewest;199;Hypertensie;5;Medisch;1.013;31
Waals Gewest;200;Structurele hartaandoeningen en kleplijden;5;Medisch;491;24
Waals Gewest;201;Hartaritmie en geleidingsstoornissen;5;Medisch;5.902;1.483
Waals Gewest;203;Thoracale pijn;5;Medisch;1.127;76
Waals Gewest;204;Syncope en collaps;5;Medisch;2.479;27
Waals Gewest;205;Cardiomyopathie;5;Medisch;170;< 5
Waals Gewest;206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;5;Medisch;418;115
Waals Gewest;207;Andere diagnosen van het circulatoir stelsel;5;Medisch;1.729;111
Waals Gewest;220;Majeure procedures op oesofagus, maag en duodenum;6;Chirurgisch;1.503;137
Waals Gewest;221;Majeure procedures op dunne en dikke darm;6;Chirurgisch;4.963;34
Waals Gewest;222;Andere procedures op oesofagus, maag en duodenum;6;Chirurgisch;1.997;269
Waals Gewest;223;Andere procedures op dunne en dikke darm;6;Chirurgisch;1.444;1.296
Waals Gewest;224;Peritoneale adhesiolyse;6;Chirurgisch;514;20
Waals Gewest;225;Appendectomie;6;Chirurgisch;4.171;65
Waals Gewest;226;Anale procedures;6;Chirurgisch;2.405;2.576
Waals Gewest;227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;3.320;868
Waals Gewest;228;Procedures voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;5.820;2.915
Waals Gewest;229;Andere procedures op het spijsverteringsstelsel en abdomen;6;Chirurgisch;1.078;370
Waals Gewest;240;Maligne aandoeningen van het spijsverteringsstelsel;6;Medisch;2.265;2.507
Waals Gewest;241;Peptisch ulcus en gastritis;6;Medisch;2.205;6.099
Waals Gewest;242;Majeure slokdarmstoornissen;6;Medisch;203;131
Waals Gewest;243;Andere slokdarmstoornissen;6;Medisch;2.324;8.023
Waals Gewest;244;Diverticulitis en diverticulosis;6;Medisch;3.613;5.601
Waals Gewest;245;Inflammatoire darmziekte;6;Medisch;1.220;3.020
Waals Gewest;246;Gastro-intestinale vasculaire insufficiëntie;6;Medisch;370;43
Waals Gewest;247;Intestinale obstructie;6;Medisch;2.480;272
Waals Gewest;248;Majeure gastro-intestinale en peritoneale infecties;6;Medisch;1.605;34
Waals Gewest;249;Andere gastro-enteritis, misselijkheid en braken;6;Medisch;8.384;2.743
Waals Gewest;251;Abdominale pijn;6;Medisch;1.788;2.576
Waals Gewest;252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;6;Medisch;1.031;359
Waals Gewest;253;Andere en niet gespecificeerde gastro-intestinale hemorragie;6;Medisch;1.011;814
Waals Gewest;254;Andere diagnosen van spijsverteringsstelsel;6;Medisch;7.041;25.921
Waals Gewest;260;Majeure pancreas-, lever- en shuntprocedures;7;Chirurgisch;881;62
Waals Gewest;261;Majeure procedures op de galwegen;7;Chirurgisch;553;27
Waals Gewest;262;Cholecystectomie, behalve laparoscopisch;7;Chirurgisch;202;< 5
Waals Gewest;263;Laparoscopische cholecystectomie;7;Chirurgisch;7.207;539
Waals Gewest;264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;7;Chirurgisch;1.100;616
Waals Gewest;279;Hepatisch coma en andere majeure acute leverstoornissen;7;Medisch;483;45
Waals Gewest;280;Alcoholische leverziekte;7;Medisch;1.618;107
Waals Gewest;281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;7;Medisch;1.628;880
Waals Gewest;282;Stoornissen van de pancreas behalve maligne aandoeningen;7;Medisch;2.753;447
Waals Gewest;283;Andere leverstoornissen;7;Medisch;947;266
Waals Gewest;284;Stoornissen van de galblaas en de galwegen;7;Medisch;3.420;300
Waals Gewest;301;Vervanging van heupgewricht;8;Chirurgisch;9.580;13
Waals Gewest;302;Vervanging van kniegewricht;8;Chirurgisch;8.119;7
Waals Gewest;303;Dorsolumbale arthrodese bij wervelkolomafwijkingen;8;Chirurgisch;124;0
Waals Gewest;304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;8;Chirurgisch;2.127;< 5
Waals Gewest;305;Amputatie van onderste lidmaat behalve tenen;8;Chirurgisch;525;< 5
Waals Gewest;308;Herstellen van heup en femur fracturen;8;Chirurgisch;3.778;< 5
Waals Gewest;309;Andere significante procedures op heup en femur;8;Chirurgisch;1.029;318
Waals Gewest;310;Excisie en decompressie van discus intervertebralis;8;Chirurgisch;5.507;7
Waals Gewest;312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;8;Chirurgisch;272;246
Waals Gewest;313;Procedures op de knie en het onderbeen, behalve op de voet;8;Chirurgisch;5.887;8.791
Waals Gewest;314;Procedures op voet en tenen;8;Chirurgisch;5.022;2.024
Waals Gewest;315;Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;8;Chirurgisch;10.126;3.462
Waals Gewest;316;Procedures op hand en pols;8;Chirurgisch;1.457;10.949
Waals Gewest;317;Procedures op pees, spier en andere weke weefsels;8;Chirurgisch;3.236;2.682
Waals Gewest;320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;8;Chirurgisch;3.438;2.988
Waals Gewest;321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;8;Chirurgisch;1.728;25
Waals Gewest;322;Vervanging van schouder en elleboog gewricht;8;Chirurgisch;434;10
Waals Gewest;340;Femurfracturen;8;Medisch;530;< 5
Waals Gewest;341;Fracturen van het bekken of luxatie van de heup;8;Medisch;1.031;< 5
Waals Gewest;342;Fracturen of luxatie, behalve femur, heup en bekken;8;Medisch;2.685;1.010
Waals Gewest;343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;8;Medisch;639;276
Waals Gewest;344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;8;Medisch;652;45
Waals Gewest;346;Stoornissen van het bindweefsel;8;Medisch;1.063;1.046
Waals Gewest;347;Andere stoornissen, breuken en letsels van de rug en van de nek;8;Medisch;5.096;20.056
Waals Gewest;349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;8;Medisch;908;153
Waals Gewest;351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;8;Medisch;4.394;3.716
Waals Gewest;361;Huidgreffe voor huid en subcutaan weefsel diagnosen;9;Chirurgisch;1.614;3.103
Waals Gewest;362;Mastectomie procedures;9;Chirurgisch;1.597;116
Waals Gewest;363;Procedures op de borst, behalve mastectomie;9;Chirurgisch;5.395;1.678
Waals Gewest;364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;9;Chirurgisch;2.664;2.288
Waals Gewest;380;Huidulcera;9;Medisch;715;25
Waals Gewest;381;Majeure aandoeningen van de huid;9;Medisch;284;200
Waals Gewest;382;Maligne aandoeningen van de mamma;9;Medisch;427;1.048
Waals Gewest;383;Cellulitis en andere huidinfecties;9;Medisch;4.127;847
Waals Gewest;384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;9;Medisch;2.423;807
Waals Gewest;385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;9;Medisch;1.809;6.612
Waals Gewest;401;Procedures op bijnieren en hypofyse;10;Chirurgisch;174;< 5
Waals Gewest;403;Procedures voor obesitas;10;Chirurgisch;6.229;28
Waals Gewest;404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;2.738;14
Waals Gewest;405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;119;14
Waals Gewest;420;Diabetes;10;Medisch;3.230;16
Waals Gewest;421;Malnutritie,  “failure to thrive” en andere nutritionele stoornissen;10;Medisch;2.038;601
Waals Gewest;422;Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;1.732;< 5
Waals Gewest;423;Congenitale afwijkingen van het metabolisme;10;Medisch;136;102
Waals Gewest;424;Andere endocriene stoornissen;10;Medisch;1.186;136
Waals Gewest;425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;10;Medisch;1.498;9
Waals Gewest;440;Niertransplantatie;11;Chirurgisch;158;0
Waals Gewest;441;Majeure procedures op de blaas;11;Chirurgisch;604;40
Waals Gewest;442;Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;630;10
Waals Gewest;443;Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;4.218;2.303
Waals Gewest;444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;11;Chirurgisch;331;130
Waals Gewest;445;Andere procedures op de blaas;11;Chirurgisch;386;170
Waals Gewest;446;Transurethrale en urethrale procedures;11;Chirurgisch;3.563;687
Waals Gewest;447;Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;167;65
Waals Gewest;461;Maligne aandoening van de nier en urinewegen;11;Medisch;781;804
Waals Gewest;462;Nefritis en nefrose;11;Medisch;293;78
Waals Gewest;463;Infecties van de nier en de urinewegen;11;Medisch;9.009;288
Waals Gewest;465;Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;3.442;2.720
Waals Gewest;466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;11;Medisch;840;133
Waals Gewest;468;Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;3.052;5.835
Waals Gewest;469;Acute nierziekten;11;Medisch;1.127;14
Waals Gewest;470;Chronische nierziekten;11;Medisch;1.007;356
Waals Gewest;480;Majeure procedures in het kleine bekken bij de man;12;Chirurgisch;1.109;< 5
Waals Gewest;481;Procedures op de penis;12;Chirurgisch;400;559
Waals Gewest;482;Transurethrale prostatectomie;12;Chirurgisch;2.140;14
Waals Gewest;483;Procedures op de testes en het scrotum;12;Chirurgisch;997;1.616
Waals Gewest;484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;704;141
Waals Gewest;500;Maligne aandoening van het mannelijk voortplantingsstelsel;12;Medisch;427;780
Waals Gewest;501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;1.708;10.328
Waals Gewest;510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;13;Chirurgisch;295;0
Waals Gewest;511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;199;14
Waals Gewest;512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;13;Chirurgisch;358;43
Waals Gewest;513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;5.427;3.168
Waals Gewest;514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;13;Chirurgisch;1.422;140
Waals Gewest;517;Dilatatie en curettage voor niet-verloskundige diagnosen;13;Chirurgisch;273;1.739
Waals Gewest;518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;711;2.259
Waals Gewest;519;Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;1.580;311
Waals Gewest;530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;13;Medisch;449;339
Waals Gewest;531;Infecties van het vrouwelijke voortplantingsstelsel;13;Medisch;302;106
Waals Gewest;532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;13;Medisch;710;3.250
Waals Gewest;540;Bevalling met sectio caesarea;14;Chirurgisch;7.747;33
Waals Gewest;541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1.021;44
Waals Gewest;542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;342;7
Waals Gewest;544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;551;3.036
Waals Gewest;545;Procedure voor ectopische zwangerschap;14;Chirurgisch;466;26
Waals Gewest;546;Andere operatiezaal procedures voor verloskundige diagnosen behalve bevalling;14;Chirurgisch;168;136
Waals Gewest;560;Vaginale bevalling;14;Medisch;26.302;644
Waals Gewest;561;Diagnosen in het postpartum en post abortus, zonder ingrepen;14;Medisch;516;22
Waals Gewest;563;Vroegtijdige arbeid;14;Medisch;1.757;9
Waals Gewest;564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;14;Medisch;330;65
Waals Gewest;565;Valse arbeid;14;Medisch;400;< 5
Waals Gewest;566;Andere diagnosen in het antepartum;14;Medisch;3.647;629
Waals Gewest;580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;47;< 5
Waals Gewest;581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;12;5
Waals Gewest;583;Pasgeborene, met extracorporele membraanoxygenatie (ECMO);15;Chirurgisch;< 5;0
Waals Gewest;588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;15;Chirurgisch;28;0
Waals Gewest;589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;15;Medisch;16;0
Waals Gewest;591;Pasgeborene, geboortegewicht 500-749 g zonder majeure procedure;15;Medisch;34;0
Waals Gewest;593;Pasgeborene, geboortegewicht 750-999 g zonder majeure procedure;15;Medisch;91;0
Waals Gewest;602;Pasgeborene, geboortegewicht 1 000-1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;15;Medisch;58;0
Waals Gewest;603;Pasgeborene, geboortegewicht 1 000-1 249 g met of zonder andere significante aandoening;15;Medisch;20;0
Waals Gewest;607;Pasgeborene, geboortegewicht 1 250-1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;15;Medisch;117;0
Waals Gewest;608;Pasgeborene, geboortegewicht 1 250-1 499 g met of zonder andere significante aandoening;15;Medisch;31;0
Waals Gewest;609;Pasgeborene, geboortegewicht 1 500-2 499 g met majeure procedure;15;Chirurgisch;25;0
Waals Gewest;611;Pasgeborene, geboortegewicht 1 500-1 999 g met majeure anomalie;15;Medisch;63;0
Waals Gewest;612;Pasgeborene, geboortegewicht 1 500-1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;136;0
Waals Gewest;613;Pasgeborene, geboortegewicht 1 500-1 999 g met congenitale of perinatale infecties;15;Medisch;15;0
Waals Gewest;614;Andere pasgeborene, geboortegewicht 1 500-1 999 g met of zonder andere significante aandoening;15;Medisch;175;0
Waals Gewest;621;Pasgeborene, geboortegewicht 2 000-2 499 g met majeure anomalie;15;Medisch;54;0
Waals Gewest;622;Pasgeborene, geboortegewicht 2 000-2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;116;0
Waals Gewest;623;Pasgeborene, geboortegewicht 2 000-2 499 g met congenitale of perinatale infectie;15;Medisch;10;0
Waals Gewest;625;Pasgeborene, geboortegewicht 2 000-2 499 g, hier geboren, met andere significante aandoening;15;Medisch;69;0
Waals Gewest;626;Pasgeborene, geboortegewicht 2 000-2 499 g, normale pasgeborene of pasgeborene met ander probleem;15;Medisch;271;0
Waals Gewest;630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;15;Chirurgisch;29;0
Waals Gewest;631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;15;Chirurgisch;36;0
Waals Gewest;633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;15;Medisch;130;0
Waals Gewest;634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;266;0
Waals Gewest;636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;15;Medisch;78;0
Waals Gewest;639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;15;Medisch;219;0
Waals Gewest;640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;15;Medisch;741;9
Waals Gewest;650;Splenectomie;16;Chirurgisch;67;0
