drg_36;libellé_drg;mdc_36;libellé_mdc;type_de_drg;hospitalisation_classique;hospitalisation_de_jour
631;631 Nouveau-né, poids de naissance > 2499g avec autre procédure majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Chirurgical;93;0
633;633 Nouveau-né, poids de naissance > 2499g avec anomalie majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;476;0
634;634 Nouveau-né, poids de naissance > 2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;760;0
636;636 Nouveau-né, poids de naissance > 2499g avec infection congénitale ou périnatale;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;289;0
639;639 Nouveau-né, poids de naissance > 2499g avec autre affection significative;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;676;0
640;640 Nouveau-né, poids de naissance > 2499g, nouveau-né normal ou nouveau-né avec autres problèmes;15;15 Nouveau-nés - Affections d'origine périnatale;Médical;2 297;11
650;650 Splénectomie;16;16 Sang, organes hématopoïétiques et système immunitaire;Chirurgical;128;< 5
651;651 Autres procédures sur sang et organes hématopoïétiques;16;16 Sang, organes hématopoïétiques et système immunitaire;Chirurgical;622;789
660;660 Diagnostics hématol./immunol. majeurs excepté crise drépanocytaire et crise de la coagulation;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;3 461;5 216
661;661 Troubles de la coagulation et des plaquettes;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;1 143;2 017
662;662 Crise d'anémie à cellules falciformes;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;969;141
663;663 Autres anémies et troubles sanguins et troubles des organes hematopoïétiques;16;16 Sang, organes hématopoïétiques et système immunitaire;Médical;10 477;22 101
680;680 Procédures majeures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Chirurgical;954;43
681;681 Autres procédures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Chirurgical;2 682;1 556
690;690 Leucémie aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;1 155;5 341
691;691 Lymphome, myélome et leucémie non aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;3 008;7 455
692;692 Radiothérapie;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;394;353
694;694 Affections malignes, lymphatiques et autres, et néoplasmes de comportement incertain;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;2 533;15 060
695;695 Chimiotherapie pour leucémie aiguë;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;1 256;12 187
696;696 Autre chimiotherapie;17;17 Affections malignes lymph., hématop. et autres, chimio et radiothérapie;Médical;17 604;475 915
710;710 Infections et maladies parasitaires incluant le HIV avec procédure en salle d'opération;18;18 Maladies infectieuses et parasitaire;Chirurgical;1 834;152
711;711 Infections d'un dispositif post-opératoires, post-traumatiques et autres avec procédure en salle d'opération;18;18 Maladies infectieuses et parasitaire;Chirurgical;1 988;500
720;720 Septicémie et infections disséminées;18;18 Maladies infectieuses et parasitaire;Médical;12 100;28
721;721 Infections d'un dispositif post-opératoires, post-traumatiques et autres;18;18 Maladies infectieuses et parasitaire;Médical;4 220;302
722;722 Fièvre;18;18 Maladies infectieuses et parasitaire;Médical;3 958;37
723;723 Maladie virale;18;18 Maladies infectieuses et parasitaire;Médical;6 452;62
724;724 Autres maladies infectieuses et parasitaires;18;18 Maladies infectieuses et parasitaire;Médical;3 274;269
740;740 Diagnostic de maladie mentale avec procédure en salle d'opération;19;19 Troubles mentaux;Chirurgical;740;105
750;750 Schizophrénie;19;19 Troubles mentaux;Médical;397;63
751;751 Troubles dépressifs majeurs et psychoses autres/non spécifiées;19;19 Troubles mentaux;Médical;2 026;472
752;752 Troubles de la personnalité et du contrôle des impulsions;19;19 Troubles mentaux;Médical;286;< 5
753;753 Troubles bipolaires;19;19 Troubles mentaux;Médical;982;788
754;754 Dépression, excepté trouble dépressif majeur;19;19 Troubles mentaux;Médical;1 685;43
755;755 Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;19 Troubles mentaux;Médical;1 905;69
756;756 Etats d'anxiété et de délire aigus;19;19 Troubles mentaux;Médical;3 755;61
757;757 Troubles organiques de la santé mentale;19;19 Troubles mentaux;Médical;1 090;304
758;758 Troubles comportementaux;19;19 Troubles mentaux;Médical;493;25
759;759 Troubles de la nutrition;19;19 Troubles mentaux;Médical;595;9
760;760 Autres troubles de la santé mentale;19;19 Troubles mentaux;Médical;4 319;542
770;770 Abus ou dépendance à l'alcool et à la drogue, sortie contre l'avis medical;20;20 Alcoolisme et usage de drogue;Médical;519;< 5
772;772 Dépendance à l'alcool et à la drogue avec revalidation ou thérapie de revalidation/désintoxication;20;20 Alcoolisme et usage de drogue;Médical;1 349;57
773;773 Abus et dépendance aux opiacés;20;20 Alcoolisme et usage de drogue;Médical;482;6
774;774 Abus et dépendance à la cocaïne;20;20 Alcoolisme et usage de drogue;Médical;577;< 5
775;775 Abus et dépendance a l'alcool;20;20 Alcoolisme et usage de drogue;Médical;7 020;42
776;776 Abus et dépendance à d'autres drogues;20;20 Alcoolisme et usage de drogue;Médical;707;12
792;792 Procédures extensives en salle d'opération pour d'autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;1 101;244
793;793 Procédures modérément extensives en salle d'opération pour d'autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;2 418;920
794;794 Procédures non extensives en salle d'opération pour autres complications du traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Chirurgical;805;800
810;810 Hémorragie ou hématome dues à complication;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 917;134
811;811 Réactions allergiques;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 222;8
812;812 Empoisonnement par agents médicamenteux;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;4 346;41
813;813 Autres complications de traitement;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;3 407;1 489
815;815 Autres diagnostics de blessure, empoisonnement, effets toxiques;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;2 415;81
816;816 Effets toxiques de substances non médicamenteuses;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;1 247;23
817;817 Surdosage;21;21 Empois., effets tox., autres traum. et compl. du traitement;Médical;5 175;10
841;841 Brûlures extensives du troisième degré avec greffe de peau;22;22 Brulures;Chirurgical;18;0
842;842 Brûlures avec greffe de peau excepté les brûlures extensives du 3ème degré;22;22 Brulures;Chirurgical;187;74
843;843 Brûlures extensives du troisième degré ou de l'epaisseur totale sans greffe de peau;22;22 Brulures;Médical;8;0
844;844 Brûlures de l'epaisseur partielle sans greffe de peau;22;22 Brulures;Médical;555;48
850;850 Procédure avec diagn. de rééducation, soins de suite ou autre contact avec services de santé;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Chirurgical;8 097;40 774
860;860 Revalidation;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;8 795;27
861;861 Signes, symptômes et autres facteurs influencant l'état de santé;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;28 953;308 271
862;862 Autre soins de suite et convalescence;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;15 716;63 656
863;863 Soins de suite néonataux;23;23 Revalidation, soins de suite, autres facteurs influencant la santé;Médical;967;< 5
890;890 HIV avec multiples affections majeures associées au HIV;24;24 Infections HIV;Médical;147;< 5
892;892 HIV avec affections majeures associées au HIV;24;24 Infections HIV;Médical;242;16
893;893 HIV avec affections significatives multiples associées au HIV;24;24 Infections HIV;Médical;43;< 5
894;894 HIV avec une seule affection significative associée au HIV ou sans affections significatives associées;24;24 Infections HIV;Médical;231;77
910;910 Craniotomie pour polytraumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;172;< 5
911;911 Procédures abdominales/thoraciques extensives pour polytraumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;176;< 5
912;912 Procédures musculo-squelettiques et autres pour polytaumatisme significatif;25;25 Polytraumatismes significatifs;Chirurgical;1 264;< 5
930;930 Polytraumatisme significatif sans procédure en salle d'opération;25;25 Polytraumatismes significatifs;Médical;1 338;23
950;950 Procédure extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;3 724;1 174
951;951 Procédure modérément extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;5 667;2 461
952;952 Procédure non extensive sans rélation avec le diagnostic principal;00;00 Groupe residuel;Chirurgical;3 250;2 334
955;955 Diagnostic principal non valable comme diagnostic de sortie;00;00 Groupe residuel;Autre;19;9
956;956 Sejour non groupable;00;00 Groupe residuel;Autre;75;59
AAA;AAA Psychiatrie (A, K, T);SS;SS DRGs spéciaux;Autre;0;0
DDD;DDD Enregistrement provisoire;SS;SS DRGs spéciaux;Autre;0;0
MMM;MMM Hospitalisation de jour;SS;SS DRGs spéciaux;Autre;0;7 234
UAA;UAA Service d'urgences en Psychiatrie;SS;SS DRGs spéciaux;Autre;0;0
UUU;UUU Service d'urgences;SS;SS DRGs spéciaux;Autre;0;0
XXX;XXX Diagnostic dummy;SS;SS DRGs spéciaux;Autre;0;0
;;;;;1 662 654;2 193 314
