drg_34;libellé_drg;mdc_34;libellé_mdc;type_de_diagnostic;hospitalisation_classique;hospitalisation_de_jour
720;Septicémie et infections disséminées;18;Maladies infectieuses et parasitaires;Médical;12.341;12
721;Infections post-opératoires, post-traumatiques ou d'autre matériel;18;Maladies infectieuses et parasitaires;Médical;3.974;358
722;Fièvre;18;Maladies infectieuses et parasitaires;Médical;3.683;30
723;Maladie virale;18;Maladies infectieuses et parasitaires;Médical;9.247;51
724;Autres maladies infectieuses et parasitaires;18;Maladies infectieuses et parasitaires;Médical;3.385;370
740;Diagnostic de maladie mentale avec procédure opératoire;19;Troubles mentaux;Chirurgical;776;47
750;Schizophrénie;19;Troubles mentaux;Médical;637;< 5
751;Troubles dépressifs majeurs et psychoses autres ou non spécifiées;19;Troubles mentaux;Médical;2.596;1.841
752;Troubles de la personnalité et du contrôle des impulsions;19;Troubles mentaux;Médical;410;< 5
753;Troubles bipolaires;19;Troubles mentaux;Médical;1.401;342
754;Dépression, excepté trouble dépressif majeur;19;Troubles mentaux;Médical;2.860;137
755;Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Troubles mentaux;Médical;2.677;125
756;États d'anxiété et de délire aigus;19;Troubles mentaux;Médical;3.889;20
757;Troubles organiques de la santé mentale;19;Troubles mentaux;Médical;4.969;142
758;Troubles comportementaux;19;Troubles mentaux;Médical;626;33
759;Troubles de la nutrition;19;Troubles mentaux;Médical;290;8
760;Autres troubles de la santé mentale;19;Troubles mentaux;Médical;4.680;376
770;Abus d'alcool et de drogues avec dépendance, sortie contre avis médical;20;Alcoolisme et usage de drogue;Médical;633;< 5
772;Dépendance à l'alcool et aux drogues avec revalidation ou revalidation et désintoxication;20;Alcoolisme et usage de drogue;Médical;1.520;< 5
773;Abus d'opiacés et dépendance;20;Alcoolisme et usage de drogue;Médical;579;< 5
774;Abus de cocaïne et dépendance;20;Alcoolisme et usage de drogue;Médical;484;< 5
775;Abus d'alcool et dépendance;20;Alcoolisme et usage de drogue;Médical;8.928;70
776;Abus d'autres drogues et dépendance;20;Alcoolisme et usage de drogue;Médical;912;6
791;Procédures opératoires pour autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;4.381;1.569
811;Réactions allergiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;1.383;9
812;Empoisonnement par agents médicamenteux;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;10.933;36
813;Autres complications de traitement;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;5.017;1.184
815;Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;2.576;62
816;Effets toxiques de substances non médicamenteuses;21;Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;1.902;23
841;Brûlures extensives du troisième degré avec greffe de peau;22;Brûlures;Chirurgical;16;0
842;Brûlures avec greffe de peau excepté brûlures extensives du troisième degré;22;Brûlures;Chirurgical;282;61
843;Brûlures extensives du troisième degré ou de « l'épaisseur totale » sans greffe de peau;22;Brûlures;Médical;14;< 5
844;Brûlures de « l'épaisseur partielle » sans greffe de peau;22;Brûlures;Médical;766;56
850;Procédure avec diagnostic de rééducation, suites de soins ou autre contact avec les services de santé;23;Facteurs influençant la santé;Chirurgical;11.119;36.398
860;Rééducation;23;Facteurs influençant la santé;Médical;11.885;12
861;Signes, symptômes et autres facteurs influençant l'état de santé;23;Facteurs influençant la santé;Médical;36.785;242.780
862;Autre suivi de soins et convalescence;23;Facteurs influençant la santé;Médical;20.800;69.076
863;Suivi de soins néonatal;23;Facteurs influençant la santé;Médical;989;13
890;HIV avec affections majeures multiples en rapport avec le HIV;24;Infections HIV;Médical;161;0
892;HIV avec une affection majeure en rapport avec le HIV;24;Infections HIV;Médical;265;118
893;HIV avec affections significatives multiples en rapport avec le HIV;24;Infections HIV;Médical;56;0
894;HIV avec une seule ou aucune affection significative en rapport avec le HIV;24;Infections HIV;Médical;348;110
910;Craniotomie pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;197;0
911;Procédure abdominale ou thoracique extensive pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;214;< 5
912;Procédures musculo-squelettiques et autres pour polytraumatisme significatif;25;Traumatismes multiples;Chirurgical;1.218;< 5
930;Polytraumatisme significatif sans procédure opératoire;25;Traumatismes multiples;Médical;1.307;14
950;Procédure extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;4.960;1.542
951;Procédure modérément étendue sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;13.535;3.675
952;Procédure non extensive sans relation avec le diagnostic principal;0;Groupe résiduel;Chirurgical;5.437;3.222
955;Diagnostic principal non valable comme diagnostic de sortie;0;Groupe résiduel;Autre;51;29
956;Séjour non groupable;0;Groupe résiduel;Autre;124;71
AAA;Psychiatrie (A, K, T);SS;DRG spéciaux;Autre;0;0
DDD;Enregistrement provisoire;SS;DRG spéciaux;Autre;0;0
MMM;Hospitalisation de jour;SS;DRG spéciaux;Autre;0;7.200
UAA;Service d'urgence en psychiatrie;SS;DRG spéciaux;Autre;0;0
UUU;Service d'urgence;SS;DRG spéciaux;Autre;0;0
XXX;Diagnostic factice;SS;DRG spéciaux;Autre;0;0
;;;;;1.829.201;1.971.935
