apr-drg;apr-drg_label;mdc_label;médical_ou_chirurgical;type_d_hospitalisation;code_ins;région;nombre_de_séjours
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;1 457
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;Classique;0;Domicile étranger;196
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;Classique;9999;Sans domicile fixe;< 5
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;De jour;2000;Région flamande;27 816
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;De jour;3000;Région wallonne;6 952
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;2 214
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;De jour;0;Domicile étranger;335
98;Autres procédures sur l'oreille, le nez, la bouche et la gorge;MDC 03 : Nez, gorge, oreilles;Chirurgical;De jour;9999;Sans domicile fixe;12
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;2000;Région flamande;746
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;3000;Région wallonne;740
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;4000;Région de Bruxelles-Capitale;208
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;0;Domicile étranger;24
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;2000;Région flamande;807
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;3000;Région wallonne;538
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;4000;Région de Bruxelles-Capitale;103
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;0;Domicile étranger;26
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;Classique;2000;Région flamande;4 282
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;Classique;3000;Région wallonne;1 228
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;Classique;4000;Région de Bruxelles-Capitale;333
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;Classique;0;Domicile étranger;83
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;Classique;9999;Sans domicile fixe;< 5
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;De jour;2000;Région flamande;26
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;De jour;3000;Région wallonne;11
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;De jour;4000;Région de Bruxelles-Capitale;7
111;Vertige et autres troubles labyrinthiques;MDC 03 : Nez, gorge, oreilles;Médical;De jour;0;Domicile étranger;< 5
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;Classique;2000;Région flamande;12 672
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;Classique;3000;Région wallonne;5 344
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;Classique;4000;Région de Bruxelles-Capitale;1 800
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;Classique;0;Domicile étranger;243
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;Classique;9999;Sans domicile fixe;8
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;De jour;2000;Région flamande;665
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;De jour;3000;Région wallonne;249
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;De jour;4000;Région de Bruxelles-Capitale;49
113;Infection des voies aériennes supérieures;MDC 03 : Nez, gorge, oreilles;Médical;De jour;0;Domicile étranger;11
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;Classique;2000;Région flamande;2 682
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;Classique;3000;Région wallonne;1 448
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;Classique;4000;Région de Bruxelles-Capitale;341
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;Classique;0;Domicile étranger;67
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;Classique;9999;Sans domicile fixe;5
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;De jour;2000;Région flamande;86 275
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;De jour;3000;Région wallonne;22 498
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;De jour;4000;Région de Bruxelles-Capitale;7 091
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;De jour;0;Domicile étranger;652
114;Maladies et lésions dentaires et buccales;MDC 03 : Nez, gorge, oreilles;Médical;De jour;9999;Sans domicile fixe;15
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;2000;Région flamande;29 165
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;3000;Région wallonne;21 910
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;4000;Région de Bruxelles-Capitale;6 057
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;0;Domicile étranger;521
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;Classique;9999;Sans domicile fixe;21
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;2000;Région flamande;4 844
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;3000;Région wallonne;1 642
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;4000;Région de Bruxelles-Capitale;780
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;0;Domicile étranger;79
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;MDC 03 : Nez, gorge, oreilles;Médical;De jour;9999;Sans domicile fixe;< 5
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;2000;Région flamande;1 837
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;3000;Région wallonne;1 089
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;188
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;0;Domicile étranger;62
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;9999;Sans domicile fixe;< 5
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;2000;Région flamande;101
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;3000;Région wallonne;105
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;7
120;Interventions majeures sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;0;Domicile étranger;< 5
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;2000;Région flamande;2 035
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;3000;Région wallonne;1 448
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;370
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;0;Domicile étranger;97
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;Classique;9999;Sans domicile fixe;< 5
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;2000;Région flamande;270
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;3000;Région wallonne;124
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;11
121;Autres interventions sur le système respiratoire et le thorax;MDC 04 : Système respiratoire;Chirurgical;De jour;0;Domicile étranger;7
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;417
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;431
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;93
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;7
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;477
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;233
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;72
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;15
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;18
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;9
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;6
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;65
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;30
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;15
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;< 5
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;< 5
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;573
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;648
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;152
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;18
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;< 5
133;Insuffisance respiratoire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;< 5
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;2 943
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;2 030
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;479
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;72
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;15
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;7
134;Embolie pulmonaire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;2 288
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;1 096
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;258
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;107
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;7
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;< 5
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
135;Traumatisme majeur thoracique et respiratoire;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;< 5
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;4 625
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;2 953
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;734
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;73
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;3 055
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;1 721
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;292
136;Affection maligne respiratoire;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;57
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;4 270
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;3 091
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;1 011
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;82
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;122
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;75
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;25
137;Inflammations et infections majeures du système respiratoire;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;< 5
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;6 782
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;3 011
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;1 376
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;103
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;< 5
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;30
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;< 5
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;19 425
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;9 518
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;2 871
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;287
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;13
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;131
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;48
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;18
139;Autre pneumonie;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;< 5
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;15 307
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;11 026
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;2 299
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;205
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;24
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;477
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;370
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;63
140;Maladie pulmonaire obstructive chronique;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;< 5
141;Asthme;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;3 305
141;Asthme;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;1 982
141;Asthme;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;781
141;Asthme;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;98
141;Asthme;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;102
141;Asthme;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;33
141;Asthme;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;12
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;1 133
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;690
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;191
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;29
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;223
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;189
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;46
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;< 5
142;Maladie pulmonaire interstitielle et alvéolaire;MDC 04 : Système respiratoire;Médical;De jour;9999;Sans domicile fixe;< 5
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;3 042
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;2 473
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;601
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;86
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;5
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;668
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;589
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;113
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;19
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;2000;Région flamande;15 064
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;3000;Région wallonne;6 864
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;4000;Région de Bruxelles-Capitale;1 804
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;0;Domicile étranger;211
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;Classique;9999;Sans domicile fixe;6
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;2000;Région flamande;2 554
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;3000;Région wallonne;1 205
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;4000;Région de Bruxelles-Capitale;265
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;0;Domicile étranger;38
144;Signes respiratoires, symptômes et diagnostics mineurs;MDC 04 : Système respiratoire;Médical;De jour;9999;Sans domicile fixe;< 5
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;MDC 05 : Système circulatoire;Chirurgical;Classique;2000;Région flamande;42
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;MDC 05 : Système circulatoire;Chirurgical;Classique;3000;Région wallonne;24
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;MDC 05 : Système circulatoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;16
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;MDC 05 : Système circulatoire;Chirurgical;Classique;0;Domicile étranger;25
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;Classique;2000;Région flamande;1 112
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;Classique;3000;Région wallonne;459
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;88
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;Classique;0;Domicile étranger;61
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;Classique;9999;Sans domicile fixe;< 5
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;De jour;2000;Région flamande;14
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;De jour;3000;Région wallonne;< 5
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;MDC 05 : Système circulatoire;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;2000;Région flamande;280
162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;3000;Région wallonne;162
162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;45
162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;0;Domicile étranger;26
163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;2000;Région flamande;2 042
163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;3000;Région wallonne;1 145
163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;254
163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;MDC 05 : Système circulatoire;Chirurgical;Classique;0;Domicile étranger;183
