drg_36;drg_beschrijving;mdc_36;mdc_beschrijving;soort_drg;klassieke_hospitalisatie;daghospitalisatie
612;612 Pasgeborene, geboortegewicht 1500-1999g met resp. distr. syndr./ andere maj. resp. aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;362;0
613;613 Pasgeborene, geboortegewicht 1500-1999g met congenitale of perinatale infecties;15;15 Neonati - Perinatale aandoeningen;Medisch;29;0
614;614 Pasgeborene, geboortegewicht : 1500-1999g met of zonder andere significante aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;436;0
621;621 Pasgeborene, geboortegewicht 2000-2499g met majeure anomalie;15;15 Neonati - Perinatale aandoeningen;Medisch;140;0
622;622 Pasgeborene, geboortegewicht 2000-2499g met resp. distr. syndr./ andere maj. resp. aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;298;< 5
623;623 Pasgeborene, geboortegewicht 2000-2499g met congenitale of perinatale infecties;15;15 Neonati - Perinatale aandoeningen;Medisch;60;0
625;625 Pasgeborene, geboortegewicht 2000-2499g, hier geboren, met andere significante aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;219;0
626;626 Pasgeborene, geboortegewicht 2000-2499g, normale pasgeborene of pasgeborene met ander probleem;15;15 Neonati - Perinatale aandoeningen;Medisch;405;0
630;630 Pasgeborene, geboortegewicht > 2499g met majeure cardiovasculaire procedures;15;15 Neonati - Perinatale aandoeningen;Chirurgisch;108;0
631;631 Pasgeborene, geboortegewicht > 2499g met andere majeure procedure;15;15 Neonati - Perinatale aandoeningen;Chirurgisch;86;0
633;633 Pasgeborene, geboortegewicht > 2499g met majeure anomalie;15;15 Neonati - Perinatale aandoeningen;Medisch;471;0
634;634 Pasgeborene, geboortegewicht > 2499g  met resp. distr. syndr./ andere maj. resp. aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;707;0
636;636 Pasgeborene, geboortegewicht > 2499g met congenitale of perinatale infecties;15;15 Neonati - Perinatale aandoeningen;Medisch;276;0
639;639 Pasgeborene, geboortegewicht > 2499g hier geboren, met andere significante aandoening;15;15 Neonati - Perinatale aandoeningen;Medisch;578;0
640;640 Pasgeborene, geboortegewicht > 2499g normale pasgeborene of met andere problemen;15;15 Neonati - Perinatale aandoeningen;Medisch;2 268;6
650;650 Splenectomie;16;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;141;0
651;651 Andere procedures op bloed en bloedvormende organen;16;16 Bloed, bloedvormende organen en immuunsysteem;Chirurgisch;629;747
660;660 Majeure hemato/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;16;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;3 491;4 029
661;661 Bloedstollingsstoornissen en bloedplaatjes;16;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;1 026;1 923
662;662 Crisis van sikkelcelanemie;16;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;798;85
663;663 Andere anemia en bloedstoornissen en hematopoietische organen;16;16 Bloed, bloedvormende organen en immuunsysteem;Medisch;9 752;18 917
680;680 Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;903;38
681;681 Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Chirurgisch;2 934;1 511
690;690 Acute leukemie;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;1 163;4 854
691;691 Lymfoom, myeloom en niet-acute leukemie;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;2 806;7 401
692;692 Radiotherapie;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;419;180
694;694 Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;2 591;15 347
695;695 Chemotherapie voor acute leukemie;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;1 416;10 832
696;696 Andere chemotherapie;17;17 Lymf., hematop. en and. maligne aandoeningen, chemo- en radiotherapie;Medisch;19 248;447 166
710;710 Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;18;18 Infectieuze en parasitaire ziekten;Chirurgisch;1 742;120
711;711 Postoperatieve, posttraumatische en andere infecties van hulpmiddel met operatiezaal procedures;18;18 Infectieuze en parasitaire ziekten;Chirurgisch;1 885;470
720;720 Septicemie en gedissimineerde infecties;18;18 Infectieuze en parasitaire ziekten;Medisch;12 533;20
721;721 Postoperatieve, posttraumatische en andere infecties van hulpmiddel;18;18 Infectieuze en parasitaire ziekten;Medisch;3 641;392
722;722 Koorts;18;18 Infectieuze en parasitaire ziekten;Medisch;3 827;28
723;723 Virale ziekte;18;18 Infectieuze en parasitaire ziekten;Medisch;7 136;60
724;724 Andere infectieuze en parasitaire ziekten;18;18 Infectieuze en parasitaire ziekten;Medisch;2 558;227
740;740 Diagnose van mentale ziekte met operatiezaal procedure;19;19 Psychische stoornissen;Chirurgisch;573;69
750;750 Schizofrenie;19;19 Psychische stoornissen;Medisch;460;27
751;751 Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;19;19 Psychische stoornissen;Medisch;1 899;421
752;752 Persoonlijkheidsstoornissen en impulscontrolestoornissen;19;19 Psychische stoornissen;Medisch;294;< 5
753;753 Bipolaire stoornissen;19;19 Psychische stoornissen;Medisch;994;581
754;754 Depressie, behalve majeure depressieve stoornis;19;19 Psychische stoornissen;Medisch;1 709;53
755;755 Aanpassingstoornis en neuroses, behalve depressieve diagnosen;19;19 Psychische stoornissen;Medisch;1 896;81
756;756 Toestanden van acute angst en delirium;19;19 Psychische stoornissen;Medisch;3 302;52
757;757 Organische stoornissen van geestelijke gezondheid;19;19 Psychische stoornissen;Medisch;1 151;146
758;758 Gedragsstoornissen;19;19 Psychische stoornissen;Medisch;439;21
759;759 Eetstoornissen;19;19 Psychische stoornissen;Medisch;391;< 5
760;760 Andere stoornissen van mentale gezondheid;19;19 Psychische stoornissen;Medisch;3 430;399
770;770 Misbruik en afhankelijkheid van alcohol en drugs, ontslag tegen medisch advies;20;20 Alcohol en druggebruik;Medisch;496;< 5
772;772 Afhankelijkheid van alcohol en drugs met revalidatie of revalidatie-/detoxificatietherapie;20;20 Alcohol en druggebruik;Medisch;1 110;12
773;773 Misbruik en afhankelijkheid van opiaten;20;20 Alcohol en druggebruik;Medisch;500;< 5
774;774 Misbruik en afhankelijkheid van cocaïne;20;20 Alcohol en druggebruik;Medisch;492;< 5
775;775 Misbruik en afhankelijkheid van alcohol;20;20 Alcohol en druggebruik;Medisch;6 720;33
776;776 Misbruik en afhankelijkheid van andere drugs;20;20 Alcohol en druggebruik;Medisch;772;11
792;792 Extensieve operatiezaal procedures voor andere complicaties van behandeling;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;859;199
793;793 Matig extensieve operatiezaal procedures voor andere complicaties van behandeling;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;2 055;848
794;794 Niet extensieve operatiezaal procedures voor andere complicaties van behandeling;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Chirurgisch;651;673
810;810 Hemorragie of hematoom door complicatie;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;1 669;118
811;811 Allergische reacties;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;1 155;< 5
812;812 Vergiftiging door geneesmiddellen;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;4 249;34
813;813 Andere complicaties van behandeling;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;2 959;1 321
815;815 Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;2 320;93
816;816 Toxische effecten van niet-medische substanties;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;1 397;20
817;817 Overdosis;21;21 Vergift., tox. effecten en andere letsels en compl. van behand.;Medisch;5 013;5
841;841 Extensieve derdegraadsbrandwonden met huidgreffe;22;22 Brandwonden;Chirurgisch;11;0
842;842 Brandwonden met huidgreffe behalve extensieve derdegraadsbrandwonden;22;22 Brandwonden;Chirurgisch;191;58
843;843 Extensieve derde graad of ¿'full thickness¿' brandwonden zonder huidgreffe;22;22 Brandwonden;Medisch;8;< 5
844;844 ¿'Partial thickness¿' brandwonden zonder huidgreffe;22;22 Brandwonden;Medisch;588;35
850;850 Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Chirurgisch;7 037;31 276
860;860 Revalidatie;23;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;8 261;17
861;861 Tekens, symptomen en andere factoren met invloed op gezondheidstoestand;23;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;25 923;253 398
862;862 Andere nazorg en convalescentie;23;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;13 683;59 756
863;863 Neonatale nazorg;23;23 Revalidatie, nazorg, andere factoren die de gezondheid beïnvloeden;Medisch;944;< 5
890;890 HIV met multipele majeure HIV gerelateerde aandoeningen;24;24 HIV infecties;Medisch;156;< 5
892;892 HIV met majeure HIV gerelateerde aandoeningen;24;24 HIV infecties;Medisch;251;30
893;893 HIV met multipele significante HIV gerelateerde aandoeningen;24;24 HIV infecties;Medisch;56;0
894;894 HIV met één significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;24 HIV infecties;Medisch;298;68
910;910 Craniotomie voor multipele significante traumata;25;25 Multipele significante traumata;Chirurgisch;195;0
911;911 Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;25 Multipele significante traumata;Chirurgisch;168;< 5
912;912 Musculoskeletale en andere procedures voor multipele significante traumata;25;25 Multipele significante traumata;Chirurgisch;1 229;< 5
930;930 Multipele significante traumata zonder operatiezaal procedures;25;25 Multipele significante traumata;Medisch;1 334;13
950;950 Extensieve procedure zonder verband met hoofddiagnose;00;00 Restgroep;Chirurgisch;3 828;1 018
951;951 Matig uitgebreide procedure zonder verband met hoofddiagnose;00;00 Restgroep;Chirurgisch;5 380;1 925
952;952 Niet-extensieve procedure zonder verband met hoofddiagnose;00;00 Restgroep;Chirurgisch;3 049;1 736
955;955 Hoofddiagnose niet geldig als ontslagdiagnose;00;00 Restgroep;Andere;30;< 5
956;956 Niet te groeperen verblijf;00;00 Restgroep;Andere;84;41
AAA;AAA Psychiatrie (A, K, T);SS;SS Speciale DRGs;Andere;0;0
DDD;DDD Voorlopige registratie;SS;SS Speciale DRGs;Andere;0;0
MMM;MMM Daghospitalisatie;SS;SS Speciale DRGs;Andere;0;6 852
UAA;UAA Psychiatrische spoedgevallendienst;SS;SS Speciale DRGs;Andere;0;0
UUU;UUU Spoedgevallendienst;SS;SS Speciale DRGs;Andere;0;0
XXX;XXX Dummy diagnose;SS;SS Speciale DRGs;Andere;0;0
;;;;;1 521 150;1 845 872
