gewest;drg_34;drg_beschrijving;mdc_34;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;770;Alcohol en drugs- misbruik of verslaving, ontslag tegen medisch advies;20;Medisch;246;< 5
Vlaams Gewest;772;Alcohol en drugs- verslaving met revalidatietherapie of revalidatie/detoxificatietherapie;20;Medisch;283;11
Vlaams Gewest;773;Misbruik van en verslaving aan opiaten;20;Medisch;262;0
Vlaams Gewest;774;Misbruik van en verslaving aan cocaine;20;Medisch;288;< 5
Vlaams Gewest;775;Misbruik van en verslaving aan alcohol;20;Medisch;4288;17
Vlaams Gewest;776;Misbruik van en verslaving aan andere drugs;20;Medisch;458;< 5
Vlaams Gewest;791;Operatiezaal procedures voor andere complicaties van de behandeling;21;Chirurgisch;2649;1127
Vlaams Gewest;811;Allergische reacties;21;Medisch;901;< 5
Vlaams Gewest;812;Vergiftiging door geneesmiddellen;21;Medisch;4644;16
Vlaams Gewest;813;Andere complicaties van de behandeling;21;Medisch;3088;875
Vlaams Gewest;815;Andere diagnosen van letsels, vergiftigingen en toxische effecten;21;Medisch;1017;77
Vlaams Gewest;816;Toxische effecten van niet-medische substanties;21;Medisch;890;15
Vlaams Gewest;841;Extensieve derde graad brandwonden met huidgreffe;22;Chirurgisch;12;0
Vlaams Gewest;842;Brandwonden met huidgreffe behalve extensieve derde graad brandwonden;22;Chirurgisch;142;14
Vlaams Gewest;843;Extensieve derde graad of “full thickness” brandwonden zonder huidgreffe;22;Medisch;10;< 5
Vlaams Gewest;844;“Partial thickness” brandwonden zonder huidgreffe;22;Medisch;456;31
Vlaams Gewest;850;Procedures met diagnosen van revalidatie, nazorg of andere contacten met gezondheidsinstellingen;23;Chirurgisch;5922;21104
Vlaams Gewest;860;Revalidatie;23;Medisch;3008;11
Vlaams Gewest;861;Tekens, symptomen en andere factoren met invloed op de gezondheidstoestand;23;Medisch;16354;235606
Vlaams Gewest;862;Andere nazorg en convalescentie;23;Medisch;6921;51518
Vlaams Gewest;863;Neonatale nazorg;23;Medisch;519;< 5
Vlaams Gewest;890;HIV met multipele majeure HIV gerelateerde aandoeningen;24;Medisch;62;< 5
Vlaams Gewest;892;HIV met majeure HIV gerelateerde aandoeningen;24;Medisch;113;12
Vlaams Gewest;893;HIV met multipele significante HIV gerelateerde aandoeningen;24;Medisch;17;< 5
Vlaams Gewest;894;HIV met een significante HIV aandoening of zonder significante gerelateerde aandoeningen;24;Medisch;166;44
Vlaams Gewest;910;Craniotomie voor multipele significante traumata;25;Chirurgisch;103;0
Vlaams Gewest;911;Extensieve abdominale/thoracale procedures voor multipele significante traumata;25;Chirurgisch;93;0
Vlaams Gewest;912;Musculo-skeletale en andere procedures voor multipele significante traumata;25;Chirurgisch;778;< 5
Vlaams Gewest;930;Multipele significante traumata zonder operatiezaal procedures;25;Medisch;830;9
Vlaams Gewest;950;Extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;2532;807
Vlaams Gewest;951;Matige uitgebreide procedure zonder verband met de hoofddiagnose;0;Chirurgisch;7059;2107
Vlaams Gewest;952;Niet-extensieve procedure zonder verband met de hoofddiagnose;0;Chirurgisch;3057;1907
Vlaams Gewest;955;Hoofddiagnose niet geldig als ontslagdiagnose;0;Andere;11;< 5
Vlaams Gewest;956;Niet te groeperen verblijven;0;Andere;16;19
Vlaams Gewest;MMM;Daghospitalisatie;SS;Andere;0;6813
Waals Gewest;1;Lever- en/of darmtransplantatie;PP;Chirurgisch;97;0
Waals Gewest;2;Hart- en/of longtransplantatie;PP;Chirurgisch;66;0
Waals Gewest;3;Beenmergtransplantatie;PP;Chirurgisch;276;0
Waals Gewest;4;Extracorporele membraanoxygenatie of tracheostomie met langdurige mechanische ventilatie met extensieve procedure;PP;Chirurgisch;477;< 5
Waals Gewest;5;Tracheostomie met langdurige mechanische ventilatie zonder extensieve procedure;PP;Chirurgisch;111;0
Waals Gewest;6;Pancreastransplantatie;PP;Chirurgisch;< 5;0
Waals Gewest;20;Craniotomie voor trauma;1;Chirurgisch;276;< 5
Waals Gewest;21;Craniotomie behalve voor trauma;1;Chirurgisch;1588;11
Waals Gewest;22;Procedures op een ventriculaire shunt;1;Chirurgisch;172;0
Waals Gewest;23;Spinale procedures;1;Chirurgisch;340;12
Waals Gewest;24;Extracraniale vasculaire procedures;1;Chirurgisch;1997;31
Waals Gewest;26;Andere procedures op het zenuwstelsel en gerelateerde procedures;1;Chirurgisch;1056;13238
Waals Gewest;40;Spinale stoornissen en letsels;1;Medisch;156;35
Waals Gewest;41;Maligniteit van het zenuwstelsel;1;Medisch;906;79
Waals Gewest;42;Degeneratieve stoornissen van het zenuwstelsel met uitzondering van multipele sclerose;1;Medisch;3873;94
Waals Gewest;43;Multipele sclerose en andere demyeliniserende ziekten;1;Medisch;928;154
Waals Gewest;44;Intracraniële hemorragie;1;Medisch;1076;13
Waals Gewest;45;CVA en precerebrale occlusie met infarct;1;Medisch;4502;32
Waals Gewest;46;Niet specifieke CVA en precerebrale occlusie zonder infarct;1;Medisch;214;58
Waals Gewest;47;Transitoire cerebrale ischemie (TIA);1;Medisch;1972;15
Waals Gewest;48;Stoornissen van de perifere, craniale en autonome zenuwen;1;Medisch;1364;1567
Waals Gewest;49;Bacteriële en tuberculeuze infecties van het zenuwstelsel;1;Medisch;244;< 5
Waals Gewest;50;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;1;Medisch;306;8
Waals Gewest;51;Virale meningitis;1;Medisch;348;0
Waals Gewest;52;Niet-traumatische stupor en coma;1;Medisch;766;15
Waals Gewest;53;Epileptisch insult;1;Medisch;5512;100
Waals Gewest;54;Migraine en andere hoofdpijn;1;Medisch;1675;111
Waals Gewest;55;Hoofdtrauma met coma > 1 uur of met hemorragie;1;Medisch;1213;5
Waals Gewest;56;Cerebrale contusie/laceratie en gecompliceerde schedelbreuk, met coma < 1 uur of zonder coma;1;Medisch;92;0
Waals Gewest;57;Hersenschudding, gesloten schedelbreuk niet anders gespecificeerd, niet gecompliceerd intracraniaal letsel, coma < 1 uur of geen coma;1;Medisch;2237;6
Waals Gewest;58;Andere stoornissen van het zenuwstelsel;1;Medisch;6973;532
Waals Gewest;70;Procedures op de orbita;2;Chirurgisch;216;85
Waals Gewest;73;Procedures op het oog behalve op de orbita;2;Chirurgisch;3629;44440
Waals Gewest;80;Acute majeure ooginfecties;2;Medisch;163;14
Waals Gewest;82;Oogstoornissen behalve majeure infecties;2;Medisch;901;507
Waals Gewest;89;Majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;437;2152
Waals Gewest;90;Majeure procedures op larynx en trachea;3;Chirurgisch;131;59
Waals Gewest;91;Andere majeure procedures op hoofd en hals;3;Chirurgisch;221;8
Waals Gewest;92;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;3;Chirurgisch;1486;2434
Waals Gewest;93;Procedures op sinussen en mastoïd;3;Chirurgisch;1236;777
Waals Gewest;95;Palatoplastie en herstel van hazelip;3;Chirurgisch;67;5
Waals Gewest;97;Procedures op tonsillen en adenoïden;3;Chirurgisch;1767;10934
Waals Gewest;98;Andere procedures op oren, neus, mond en keel;3;Chirurgisch;4173;6897
Waals Gewest;110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;3;Medisch;700;529
Waals Gewest;111;Vertigo en andere labyrintstoornissen;3;Medisch;1221;30
Waals Gewest;113;Infecties bovenste luchtwegen;3;Medisch;6356;226
Waals Gewest;114;Dentale en orale ziekten en letsels;3;Medisch;1395;24597
Waals Gewest;115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;3;Medisch;26291;1866
Waals Gewest;120;Majeure thoracale en respiratoire procedures;4;Chirurgisch;1462;227
Waals Gewest;121;Andere respiratoire en thoracale procedures;4;Chirurgisch;1510;172
Waals Gewest;130;Diagnose van het respiratoire stelsel met kunstmatige beademing 96+ uur;4;Medisch;383;0
Waals Gewest;131;Mucoviscidose (cystic fibrosis) - longziekte;4;Medisch;264;5
Waals Gewest;132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;4;Medisch;28;0
Waals Gewest;133;Respiratoire insufficiëntie;4;Medisch;556;< 5
Waals Gewest;134;Longembolie;4;Medisch;2067;< 5
Waals Gewest;135;Majeur thoracaal en respiratoir trauma;4;Medisch;1115;8
Waals Gewest;136;Maligne respiratoire aandoening;4;Medisch;2711;1502
Waals Gewest;137;Majeure respiratoire infecties en inflammaties;4;Medisch;3197;39
Waals Gewest;138;Bronchiolitis en respiratoir syncytiaal virus (RSV) pneumonie;4;Medisch;2961;< 5
Waals Gewest;139;Andere pneumonie;4;Medisch;10251;36
Waals Gewest;140;Chronische obstructieve longaandoeningen;4;Medisch;12121;345
Waals Gewest;141;Astma;4;Medisch;1491;34
Waals Gewest;142;Interstitiële en alveolaire longziekte;4;Medisch;694;143
Waals Gewest;143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;4;Medisch;2325;488
Waals Gewest;144;Respiratoire tekens, symptomen en mineure diagnosen;4;Medisch;5899;1160
Waals Gewest;160;Majeur cardiothoracaal herstel van hartanomalie;5;Chirurgisch;16;0
Waals Gewest;161;Inplantatie van hartdefibrillator en hartassistentiesyteem;5;Chirurgisch;474;10
Waals Gewest;162;Procedures op hartkleppen met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;157;0
Waals Gewest;163;Procedures op hartkleppen zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1127;0
Waals Gewest;165;Coronaire overbrugging met acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;381;0
Waals Gewest;166;Coronaire overbrugging zonder acuut myocardinfarct of complexe hoofddiagnose;5;Chirurgisch;1396;0
Waals Gewest;167;Andere cardiothoracale procedures en thoracovasculaire procedures;5;Chirurgisch;1036;60
Waals Gewest;169;Majeure abdominale vasculaire procedures;5;Chirurgisch;997;< 5
Waals Gewest;170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;5;Chirurgisch;110;0
Waals Gewest;171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;5;Chirurgisch;2386;< 5
Waals Gewest;174;Percutane coronaire procedures met acuut myocardinfarct;5;Chirurgisch;3288;124
Waals Gewest;175;Percutane coronaire procedures zonder acuut myocardinfarct;5;Chirurgisch;9595;246
Waals Gewest;176;Vervangen van pacemaker of defibrillator;5;Chirurgisch;729;184
Waals Gewest;177;Revisie van pacemaker of defibrillator behalve toestel vervanging;5;Chirurgisch;270;20
Waals Gewest;180;Andere procedures op het circulatoire systeem;5;Chirurgisch;870;4513
Waals Gewest;181;Procedures op de arteries van de onderste ledematen;5;Chirurgisch;5425;335
Waals Gewest;182;Andere perifere vasculaire procedures;5;Chirurgisch;1578;1490
Waals Gewest;190;Acuut myocardinfarct;5;Medisch;2476;113
Waals Gewest;191;Hartkatheterisatie voor coronaire condities;5;Medisch;4836;3005
Waals Gewest;192;Hartkatheterisatie voor andere niet-coronaire condities;5;Medisch;4513;1507
Waals Gewest;193;Acute en subacute endocarditis;5;Medisch;90;0
Waals Gewest;194;Hartfalen;5;Medisch;8792;10
Waals Gewest;196;Hartstilstand en shock;5;Medisch;385;< 5
Waals Gewest;197;Perifere en andere vasculaire stoornissen;5;Medisch;1876;443
Waals Gewest;198;Angina pectoris en coronaire atherosclerose;5;Medisch;1307;27
Waals Gewest;199;Hypertensie;5;Medisch;965;24
Waals Gewest;200;Structurele hartaandoeningen en kleplijden;5;Medisch;400;28
Waals Gewest;201;Hartaritmie en geleidingsstoornissen;5;Medisch;5767;1537
Waals Gewest;203;Thoracale pijn;5;Medisch;1118;62
Waals Gewest;204;Syncope en collaps;5;Medisch;2494;35
Waals Gewest;205;Cardiomyopathie;5;Medisch;141;< 5
Waals Gewest;206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;5;Medisch;440;151
Waals Gewest;207;Andere diagnosen van het circulatoir stelsel;5;Medisch;1735;117
Waals Gewest;220;Majeure procedures op oesofagus, maag en duodenum;6;Chirurgisch;1368;130
Waals Gewest;221;Majeure procedures op dunne en dikke darm;6;Chirurgisch;5119;31
Waals Gewest;222;Andere procedures op oesofagus, maag en duodenum;6;Chirurgisch;2024;288
Waals Gewest;223;Andere procedures op dunne en dikke darm;6;Chirurgisch;1566;914
Waals Gewest;224;Peritoneale adhesiolyse;6;Chirurgisch;542;20
Waals Gewest;225;Appendectomie;6;Chirurgisch;3933;81
Waals Gewest;226;Anale procedures;6;Chirurgisch;2432;2939
Waals Gewest;227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;3312;898
Waals Gewest;228;Procedures voor hernia inguinalis, femoralis en umbilicalis;6;Chirurgisch;5822;2978
Waals Gewest;229;Andere procedures op het spijsverteringsstelsel en abdomen;6;Chirurgisch;1180;394
Waals Gewest;240;Maligne aandoeningen van het spijsverteringsstelsel;6;Medisch;2328;2453
Waals Gewest;241;Peptisch ulcus en gastritis;6;Medisch;2219;6382
Waals Gewest;242;Majeure slokdarmstoornissen;6;Medisch;197;140
Waals Gewest;243;Andere slokdarmstoornissen;6;Medisch;2336;7897
Waals Gewest;244;Diverticulitis en diverticulosis;6;Medisch;3472;5515
Waals Gewest;245;Inflammatoire darmziekte;6;Medisch;1203;2926
Waals Gewest;246;Gastro-intestinale vasculaire insufficiëntie;6;Medisch;383;38
Waals Gewest;247;Intestinale obstructie;6;Medisch;2539;299
Waals Gewest;248;Majeure gastro-intestinale en peritoneale infecties;6;Medisch;1501;28
Waals Gewest;249;Andere gastro-enteritis, misselijkheid en braken;6;Medisch;8294;2673
Waals Gewest;251;Abdominale pijn;6;Medisch;1842;2408
Waals Gewest;252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;6;Medisch;1009;365
Waals Gewest;253;Andere en niet gespecificeerde gastro-intestinale hemorragie;6;Medisch;1091;900
Waals Gewest;254;Andere diagnosen van spijsverteringsstelsel;6;Medisch;6985;26879
Waals Gewest;260;Majeure pancreas-, lever- en shuntprocedures;7;Chirurgisch;888;56
Waals Gewest;261;Majeure procedures op de galwegen;7;Chirurgisch;646;31
Waals Gewest;262;Cholecystectomie, behalve laparoscopisch;7;Chirurgisch;217;26
Waals Gewest;263;Laparoscopische cholecystectomie;7;Chirurgisch;7084;600
Waals Gewest;264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;7;Chirurgisch;1142;588
Waals Gewest;279;Hepatisch coma en andere majeure acute leverstoornissen;7;Medisch;500;40
Waals Gewest;280;Alcoholische leverziekte;7;Medisch;1599;150
Waals Gewest;281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;7;Medisch;1781;1038
Waals Gewest;282;Stoornissen van de pancreas behalve maligne aandoeningen;7;Medisch;2786;414
Waals Gewest;283;Andere leverstoornissen;7;Medisch;924;275
Waals Gewest;284;Stoornissen van de galblaas en de galwegen;7;Medisch;3613;329
Waals Gewest;301;Vervanging van heupgewricht;8;Chirurgisch;10052;8
Waals Gewest;302;Vervanging van kniegewricht;8;Chirurgisch;8055;9
Waals Gewest;303;Dorsolumbale arthrodese bij wervelkolomafwijkingen;8;Chirurgisch;134;0
Waals Gewest;304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;8;Chirurgisch;2105;< 5
Waals Gewest;305;Amputatie van onderste lidmaat behalve tenen;8;Chirurgisch;501;5
Waals Gewest;308;Herstellen van heup en femur fracturen;8;Chirurgisch;3745;6
Waals Gewest;309;Andere significante procedures op heup en femur;8;Chirurgisch;1049;295
Waals Gewest;310;Excisie en decompressie van discus intervertebralis;8;Chirurgisch;5450;13
Waals Gewest;312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;8;Chirurgisch;250;214
Waals Gewest;313;Procedures op de knie en het onderbeen, behalve op de voet;8;Chirurgisch;5873;8624
Waals Gewest;314;Procedures op voet en tenen;8;Chirurgisch;4883;2061
Waals Gewest;315;Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;8;Chirurgisch;9945;3435
Waals Gewest;316;Procedures op hand en pols;8;Chirurgisch;1517;11339
Waals Gewest;317;Procedures op pees, spier en andere weke weefsels;8;Chirurgisch;3168;2672
Waals Gewest;320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;8;Chirurgisch;3511;2992
Waals Gewest;321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;8;Chirurgisch;1969;40
Waals Gewest;322;Vervanging van schouder en elleboog gewricht;8;Chirurgisch;416;8
Waals Gewest;340;Femurfracturen;8;Medisch;512;< 5
Waals Gewest;341;Fracturen van het bekken of luxatie van de heup;8;Medisch;1022;6
Waals Gewest;342;Fracturen of luxatie, behalve femur, heup en bekken;8;Medisch;2579;1087
Waals Gewest;343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;8;Medisch;639;279
Waals Gewest;344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;8;Medisch;673;59
Waals Gewest;346;Stoornissen van het bindweefsel;8;Medisch;951;673
Waals Gewest;347;Andere stoornissen, breuken en letsels van de rug en van de nek;8;Medisch;5192;21183
Waals Gewest;349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;8;Medisch;874;183
Waals Gewest;351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;8;Medisch;4153;3745
Waals Gewest;361;Huidgreffe voor huid en subcutaan weefsel diagnosen;9;Chirurgisch;1667;3453
Waals Gewest;362;Mastectomie procedures;9;Chirurgisch;1638;121
Waals Gewest;363;Procedures op de borst, behalve mastectomie;9;Chirurgisch;5518;1742
Waals Gewest;364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;9;Chirurgisch;2795;2488
Waals Gewest;380;Huidulcera;9;Medisch;661;25
Waals Gewest;381;Majeure aandoeningen van de huid;9;Medisch;256;216
Waals Gewest;382;Maligne aandoeningen van de mamma;9;Medisch;375;1055
Waals Gewest;383;Cellulitis en andere huidinfecties;9;Medisch;4343;1026
Waals Gewest;384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;9;Medisch;2239;938
Waals Gewest;385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;9;Medisch;1725;6729
Waals Gewest;401;Procedures op bijnieren en hypofyse;10;Chirurgisch;220;< 5
Waals Gewest;403;Procedures voor obesitas;10;Chirurgisch;5256;23
Waals Gewest;404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;2524;11
Waals Gewest;405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;125;5
Waals Gewest;420;Diabetes;10;Medisch;3045;14
Waals Gewest;421;Malnutritie,  “failure to thrive” en andere nutritionele stoornissen;10;Medisch;2005;595
Waals Gewest;422;Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;1579;< 5
Waals Gewest;423;Congenitale afwijkingen van het metabolisme;10;Medisch;166;66
Waals Gewest;424;Andere endocriene stoornissen;10;Medisch;1152;104
Waals Gewest;425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;10;Medisch;1546;9
Waals Gewest;440;Niertransplantatie;11;Chirurgisch;124;0
Waals Gewest;441;Majeure procedures op de blaas;11;Chirurgisch;700;50
Waals Gewest;442;Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;660;9
Waals Gewest;443;Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;4533;2668
Waals Gewest;444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;11;Chirurgisch;337;161
Waals Gewest;445;Andere procedures op de blaas;11;Chirurgisch;440;170
Waals Gewest;446;Transurethrale en urethrale procedures;11;Chirurgisch;3742;686
Waals Gewest;447;Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;199;29
Waals Gewest;461;Maligne aandoening van de nier en urinewegen;11;Medisch;743;849
Waals Gewest;462;Nefritis en nefrose;11;Medisch;277;65
Waals Gewest;463;Infecties van de nier en de urinewegen;11;Medisch;9160;310
Waals Gewest;465;Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;3298;2830
Waals Gewest;466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;11;Medisch;870;146
Waals Gewest;468;Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;3096;5989
Waals Gewest;469;Acute nierziekten;11;Medisch;1178;27
Waals Gewest;470;Chronische nierziekten;11;Medisch;1085;331
Waals Gewest;480;Majeure procedures in het kleine bekken bij de man;12;Chirurgisch;1064;0
Waals Gewest;481;Procedures op de penis;12;Chirurgisch;436;789
Waals Gewest;482;Transurethrale prostatectomie;12;Chirurgisch;2264;17
Waals Gewest;483;Procedures op de testes en het scrotum;12;Chirurgisch;963;1671
Waals Gewest;484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;821;165
Waals Gewest;500;Maligne aandoening van het mannelijk voortplantingsstelsel;12;Medisch;401;934
Waals Gewest;501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;1801;11210
Waals Gewest;510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;13;Chirurgisch;239;0
Waals Gewest;511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;180;12
Waals Gewest;512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;13;Chirurgisch;342;38
Waals Gewest;513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;5508;3359
Waals Gewest;514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;13;Chirurgisch;1320;147
Waals Gewest;517;Dilatatie en curettage voor niet-verloskundige diagnosen;13;Chirurgisch;215;1668
Waals Gewest;518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;704;2265
Waals Gewest;519;Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;1525;340
Waals Gewest;530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;13;Medisch;485;444
Waals Gewest;531;Infecties van het vrouwelijke voortplantingsstelsel;13;Medisch;332;113
Waals Gewest;532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;13;Medisch;716;3323
Waals Gewest;540;Bevalling met sectio caesarea;14;Chirurgisch;7943;31
Waals Gewest;541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1105;35
Waals Gewest;542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;402;5
Waals Gewest;544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;551;2690
Waals Gewest;545;Procedure voor ectopische zwangerschap;14;Chirurgisch;426;34
Waals Gewest;546;Andere operatiezaal procedures voor verloskundige diagnosen behalve bevalling;14;Chirurgisch;180;149
Waals Gewest;560;Vaginale bevalling;14;Medisch;26265;843
Waals Gewest;561;Diagnosen in het postpartum en post abortus, zonder ingrepen;14;Medisch;550;23
Waals Gewest;563;Vroegtijdige arbeid;14;Medisch;1571;5
Waals Gewest;564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;14;Medisch;261;83
Waals Gewest;565;Valse arbeid;14;Medisch;398;11
Waals Gewest;566;Andere diagnosen in het antepartum;14;Medisch;3813;652
Waals Gewest;580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;45;0
Waals Gewest;581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;14;5
Waals Gewest;583;Pasgeborene, met extracorporele membraanoxygenatie (ECMO);15;Chirurgisch;6;0
Waals Gewest;588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;15;Chirurgisch;30;0
Waals Gewest;589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;15;Medisch;12;0
Waals Gewest;591;Pasgeborene, geboortegewicht 500-749 g zonder majeure procedure;15;Medisch;43;0
Waals Gewest;593;Pasgeborene, geboortegewicht 750-999 g zonder majeure procedure;15;Medisch;73;0
Waals Gewest;602;Pasgeborene, geboortegewicht 1 000-1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;15;Medisch;77;0
Waals Gewest;603;Pasgeborene, geboortegewicht 1 000-1 249 g met of zonder andere significante aandoening;15;Medisch;6;0
Waals Gewest;607;Pasgeborene, geboortegewicht 1 250-1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;15;Medisch;122;0
Waals Gewest;608;Pasgeborene, geboortegewicht 1 250-1 499 g met of zonder andere significante aandoening;15;Medisch;35;0
Waals Gewest;609;Pasgeborene, geboortegewicht 1 500-2 499 g met majeure procedure;15;Chirurgisch;18;0
Waals Gewest;611;Pasgeborene, geboortegewicht 1 500-1 999 g met majeure anomalie;15;Medisch;73;0
Waals Gewest;612;Pasgeborene, geboortegewicht 1 500-1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;129;0
Waals Gewest;613;Pasgeborene, geboortegewicht 1 500-1 999 g met congenitale of perinatale infecties;15;Medisch;21;0
Waals Gewest;614;Andere pasgeborene, geboortegewicht 1 500-1 999 g met of zonder andere significante aandoening;15;Medisch;164;0
Waals Gewest;621;Pasgeborene, geboortegewicht 2 000-2 499 g met majeure anomalie;15;Medisch;48;0
Waals Gewest;622;Pasgeborene, geboortegewicht 2 000-2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;127;0
Waals Gewest;623;Pasgeborene, geboortegewicht 2 000-2 499 g met congenitale of perinatale infectie;15;Medisch;29;0
Waals Gewest;625;Pasgeborene, geboortegewicht 2 000-2 499 g, hier geboren, met andere significante aandoening;15;Medisch;53;0
Waals Gewest;626;Pasgeborene, geboortegewicht 2 000-2 499 g, normale pasgeborene of pasgeborene met ander probleem;15;Medisch;195;0
Waals Gewest;630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;15;Chirurgisch;27;0
Waals Gewest;631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;15;Chirurgisch;37;0
Waals Gewest;633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;15;Medisch;148;0
Waals Gewest;634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;296;< 5
Waals Gewest;636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;15;Medisch;110;0
Waals Gewest;639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;15;Medisch;195;0
Waals Gewest;640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;15;Medisch;649;< 5
Waals Gewest;650;Splenectomie;16;Chirurgisch;57;0
Waals Gewest;651;Andere procedures op bloed en bloedvormende organen;16;Chirurgisch;350;285
Waals Gewest;660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;16;Medisch;1437;991
Waals Gewest;661;Bloedstollingsstoornissen en bloedplaatjes;16;Medisch;430;565
Waals Gewest;662;Crisis van sikkelcelanemie;16;Medisch;368;8
Waals Gewest;663;Andere anemia en bloedstoornissen en hematopoietische organen;16;Medisch;3650;6054
Waals Gewest;680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;17;Chirurgisch;312;22
Waals Gewest;681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;17;Chirurgisch;1182;843
Waals Gewest;690;Acute leukemie;17;Medisch;369;1330
Waals Gewest;691;Lymfoom, myeloom en niet-acute leukemie;17;Medisch;1042;1767
